EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 120960/120960"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/03/15 10:27:46"

"V1: 1.000000, 1.593750"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1","Volt min 1","Volt max 1"
530,2.999503,2.620101,3.018780
531,2.999414,2.618667,3.020215
532,2.999191,2.618667,3.020215
533,2.999428,2.618667,3.018780
534,2.999332,2.617233,3.020215
535,2.999126,2.614364,3.018780
536,2.999052,2.618667,3.018780
537,2.998978,2.618667,3.021649
538,2.998685,2.620101,3.020215
539,2.998126,2.618667,3.018780
540,2.998015,2.615798,3.018780
541,2.997908,2.617233,3.018780
542,2.997993,2.617233,3.020215
543,2.997977,2.617233,3.021649
544,2.997754,2.617233,3.018780
545,2.997569,2.618667,3.017346
546,2.997082,2.615798,3.017346
547,2.997282,2.617233,3.017346
548,2.997158,2.617233,3.017346
549,2.997312,2.617233,3.015912
550,2.997055,2.618667,3.018780
551,2.996954,2.617233,3.017346
552,2.996915,2.615798,3.017346
553,2.996566,2.617233,3.017346
554,2.996707,2.615798,3.015912
555,2.996605,2.615798,3.017346
556,2.996476,2.617233,3.015912
557,2.996197,2.617233,3.014478
558,2.996094,2.615798,3.017346
559,2.996020,2.615798,3.017346
560,2.995636,2.615798,3.014478
561,2.995720,2.615798,3.015912
562,2.995553,2.614364,3.015912
563,2.995215,2.615798,3.015912
564,2.995169,2.614364,3.017346
565,2.995044,2.612930,3.013044
566,2.995011,2.614364,3.014478
567,2.994927,2.614364,3.013044
568,2.994490,2.614364,3.014478
569,2.994308,2.614364,3.013044
570,2.994710,2.615798,3.013044
571,2.994698,2.614364,3.014478
572,2.993997,2.614364,3.017346
573,2.994097,2.614364,3.014478
574,2.993887,2.611496,3.018780
575,2.994215,2.614364,3.013044
576,2.994133,2.614364,3.013044
577,2.993917,2.614364,3.014478
578,2.993447,2.614364,3.013044
579,2.993697,2.612930,3.013044
580,2.993176,2.612930,3.013044
581,2.992763,2.614364,3.013044
582,2.992798,2.611496,3.011610
583,2.992538,2.612930,3.011610
584,2.992650,2.612930,3.013044
585,2.992576,2.612930,3.013044
586,2.992188,2.611496,3.013044
587,2.991943,2.611496,3.011610
588,2.992091,2.612930,3.011610
589,2.991821,2.614364,3.011610
590,2.991811,2.611496,3.014478
591,2.991890,2.611496,3.010176
592,2.991643,2.612930,3.011610
593,2.991529,2.610062,3.011610
594,2.991272,2.611496,3.010176
595,2.991180,2.612930,3.011610
596,2.991257,2.614364,3.010176
597,2.991155,2.611496,3.011610
598,2.990864,2.610062,3.011610
599,2.990596,2.611496,3.010176
600,2.990705,2.611496,3.014478
601,2.990818,2.611496,3.013044
602,2.990725,2.610062,3.010176
603,2.990334,2.611496,3.010176
604,2.990149,2.611496,3.010176
605,2.990406,2.611496,3.011610
606,2.990242,2.611496,3.010176
607,2.989885,2.608628,3.008742
608,2.989819,2.610062,3.008742
609,2.989265,2.611496,3.008742
610,2.988951,2.610062,3.008742
611,2.989045,2.611496,3.008742
612,2.989208,2.610062,3.008742
613,2.988916,2.610062,3.008742
614,2.988263,2.607194,3.008742
615,2.988413,2.608628,3.008742
616,2.988603,2.610062,3.008742
617,2.988643,2.611496,3.008742
618,2.988433,2.610062,3.008742
619,2.988004,2.608628,3.008742
620,2.988008,2.610062,3.013044
621,2.988233,2.608628,3.008742
622,2.987358,2.608628,3.008742
623,2.987411,2.605760,3.008742
624,2.987561,2.610062,3.008742
625,2.987432,2.610062,3.007308
626,2.987324,2.608628,3.007308
627,2.987137,2.608628,3.007308
628,2.987009,2.608628,3.008742
629,2.986747,2.610062,3.008742
630,2.986666,2.607194,3.008742
631,2.986543,2.608628,3.008742
632,2.986463,2.608628,3.005873
633,2.986128,2.604326,3.005873
634,2.985503,2.607194,3.007308
635,2.985524,2.607194,3.008742
636,2.985628,2.608628,3.004439
637,2.985701,2.608628,3.007308
638,2.985362,2.605760,3.005873
639,2.985502,2.608628,3.005873
640,2.985328,2.605760,3.005873
641,2.985137,2.608628,3.007308
642,2.985016,2.607194,3.004439
643,2.984676,2.605760,3.005873
644,2.984862,2.607194,3.007308
645,2.984790,2.605760,3.005873
646,2.984664,2.607194,3.005873
647,2.984322,2.604326,3.005873
648,2.984303,2.605760,3.005873
649,2.984135,2.605760,3.005873
650,2.983948,2.607194,3.004439
651,2.984169,2.607194,3.005873
652,2.983849,2.605760,3.004439
653,2.983471,2.605760,3.005873
654,2.983521,2.604326,3.005873
655,2.983151,2.604326,3.003005
656,2.982992,2.605760,3.003005
657,2.983140,2.604326,3.004439
658,2.983250,2.605760,3.004439
659,2.983058,2.605760,3.004439
660,2.983055,2.604326,3.003005
661,2.982851,2.605760,3.004439
662,2.982902,2.605760,3.004439
663,2.982673,2.604326,3.003005
664,2.982855,2.604326,3.003005
665,2.982461,2.605760,3.003005
666,2.982248,2.602891,3.001571
667,2.982049,2.604326,3.003005
668,2.981632,2.602891,3.003005
669,2.981917,2.602891,3.004439
670,2.981919,2.604326,3.003005
671,2.982102,2.605760,3.004439
672,2.982317,2.602891,3.004439
673,2.981899,2.604326,3.004439
674,2.981730,2.602891,3.003005
