0,0,1,0,1,0,1
0.000054,0,1,0,1,0,0
0.000182,0,1,0,0,1,1
0.000295,0,1,0,0,1,0
0.000413,0,1,0,0,0,1
0.000541,0,1,0,0,0,0
0.000672,0,0,0,0,0,0
0.000673,0,1,0,0,0,0
0.00068,0,0,1,1,1,1
0.000804,0,0,1,1,1,0
0.000952,0,0,1,1,0,1
0.001099,0,0,1,1,0,0
0.00128,0,0,1,0,1,1
0.001427,0,0,1,0,1,0
0.001632,0,0,1,0,0,1
0.001847,0,0,1,0,0,0
0.002091,0,0,0,1,1,1
0.002409,0,0,0,1,1,0
0.002765,0,0,0,1,0,1
0.003257,0,0,0,1,0,0
0.004253,0,0,0,0,0,0
0.004256,0,0,0,0,1,1
0.004822,0,0,0,0,0,0
0.004823,0,0,0,1,0,0
0.004824,0,0,0,0,0,0
0.004825,0,0,0,1,0,0
0.005258,0,0,0,1,0,1
0.005419,0,0,0,1,1,0
0.005556,0,0,0,1,1,1
0.005721,0,0,1,0,0,0
0.005881,0,0,1,0,0,1
0.006019,0,0,1,0,1,0
0.006175,0,0,1,0,1,1
0.006296,0,0,1,0,0,0
0.006297,0,0,1,1,0,0
0.006453,0,0,1,1,0,1
0.006579,0,0,1,1,1,0
0.006716,0,0,1,1,1,1
0.006846,0,0,0,0,0,0
0.006847,0,1,0,0,0,0
0.006971,0,1,0,0,0,1
0.007103,0,1,0,0,1,0
0.007211,0,1,0,0,1,1
0.007335,0,1,0,1,0,0
0.007452,0,1,0,1,0,1
0.007555,0,1,0,1,0,0
0.007556,0,1,0,1,1,0
0.007691,0,1,0,1,1,1
0.007811,0,1,1,0,0,0
0.007887,0,1,1,0,0,1
0.008008,0,1,1,0,1,0
0.008118,0,1,1,0,1,1
0.00822,0,1,1,1,0,0
0.008338,0,1,1,1,0,1
0.008441,0,1,1,1,1,0
0.008544,0,1,1,1,1,1
0.008654,1,0,0,0,0,0
0.008763,1,0,0,0,0,1
0.00886,1,0,0,0,1,0
0.008961,1,0,0,0,1,1
0.009081,1,0,0,1,0,0
0.00918,1,0,0,1,0,1
0.00929,1,0,0,1,0,0
0.009291,1,0,0,1,1,0
0.00941,1,0,0,1,1,1
0.009516,1,0,1,0,0,0
0.009615,1,0,1,0,0,1
0.009728,1,0,1,0,1,0
0.00984,1,0,1,0,1,1
0.009959,1,0,1,1,0,0
0.010078,1,0,1,1,0,1
0.01018,1,0,1,1,1,0
0.010296,1,0,1,1,1,1
0.010409,1,1,0,0,0,0
0.010525,1,1,0,0,0,1
0.010648,1,1,0,0,1,0
0.010804,1,1,0,0,1,1
0.010909,1,1,0,1,0,0
0.011047,1,1,0,1,0,1
0.011207,1,1,0,1,1,0
0.011333,1,1,0,1,1,1
0.011504,1,1,1,0,0,0
0.011644,1,1,1,0,0,1
0.011789,1,1,1,0,1,0
0.012005,1,1,1,0,1,1
0.0122,1,1,1,1,0,0
0.012392,1,1,1,1,0,1
0.012746,1,1,1,1,1,0
0.013104,1,1,1,1,1,1
0.014377,1,1,1,1,1,0
0.014378,1,1,1,1,1,1
0.01438,1,1,1,1,1,0
0.014381,1,1,1,1,1,1
0.014384,1,1,1,1,1,0
0.014731,1,1,1,1,0,0
0.014732,1,1,1,1,1,0
0.014734,1,1,1,1,0,0
0.014735,1,1,1,1,0,1
0.015089,1,1,1,1,0,0
0.015294,1,1,1,0,1,1
0.01548,1,1,1,0,1,0
0.0157,1,1,1,0,0,1
0.015844,1,1,1,0,0,0
0.015995,1,1,0,0,0,0
0.015996,1,1,1,0,0,0
0.015997,1,1,0,0,0,0
0.015998,1,1,1,0,0,0
0.015999,1,1,0,0,0,0
0.016,1,1,1,0,0,0
0.016001,1,1,0,0,0,0
0.016002,1,1,1,0,0,0
0.016003,1,1,0,0,0,0
0.016004,1,1,1,0,0,0
