Capacity_mAh,Voltage_V
0.0,1.0
0.0005777762986666666,0.9998682812722417
0.0011555525973333332,0.9997367669491831
0.0017333288960000002,0.9996054568413026
0.0023111051946666664,0.9994743507590786
0.002888881493333333,0.9993434485129891
0.0034666577920000005,0.9992127499135125
0.004044434090666667,0.999082254771127
0.004622210389333333,0.9989519628963109
0.005199986688,0.9988218740995424
0.005777762986666666,0.9986919881912995
0.006355539285333334,0.9985623049820608
0.006933315584000001,0.9984328242823043
0.0075110918826666664,0.9983035459025085
0.008088868181333335,0.9981744696531514
0.008666644480000001,0.9980455953447114
0.009244420778666666,0.9979169227876666
0.009822197077333335,0.9977884517924953
0.010399973376,0.9976601821696759
0.010977749674666668,0.9975321137296865
0.011555525973333333,0.9974042462830053
0.012133302272,0.9972765796401106
0.012711078570666667,0.9971491136114805
0.013288854869333332,0.9970218480075936
0.013866631168000002,0.9968947826389278
0.014444407466666668,0.9967679173159616
0.015022183765333333,0.9966412518491731
0.015599960064000001,0.9965147860490404
0.01617773636266667,0.996388519726042
0.016755512661333336,0.9962624526906562
0.017333288960000002,0.9961365847533609
0.017911065258666665,0.9960109157246345
0.01848884155733333,0.9958854454149553
0.019066617856000004,0.9957601736348016
0.01964439415466667,0.9956351001946516
0.020222170453333334,0.9955102249049834
0.020799946752,0.9953855475762754
0.021377723050666667,0.9952610680190058
0.021955499349333336,0.9951367860436527
0.022533275648000003,0.9950127014606948
0.023111051946666666,0.9948888140806097
0.023688828245333332,0.9947651237138762
0.024266604544,0.9946416301709721
0.02484438084266667,0.994518333262376
0.025422157141333335,0.9943952327985658
0.02599993344,0.9942723285900201
0.026577709738666664,0.9941496204472171
0.027155486037333334,0.9940271081806349
0.027733262336000004,0.9939047916007515
0.02831103863466667,0.9937826705180457
0.028888814933333336,0.9936607447429954
0.029466591232,0.9935390140860788
0.030044367530666666,0.9934174783577743
0.030622143829333336,0.9932961373685602
0.031199920128000002,0.9931749909289144
0.03177769642666667,0.9930540388493155
0.03235547272533334,0.9929332809402416
0.032933249024,0.992812717012171
0.03351102532266667,0.9926923468755818
0.034088801621333334,0.9925721703409525
0.034666577920000004,0.9924521872187612
0.03524435421866667,0.992332397319486
0.03582213051733333,0.9922128004536054
0.036399906816,0.9920933964315976
0.03697768311466666,0.9919741850639405
0.03755545941333334,0.9918551661611128
0.03813323571200001,0.9917363395335924
0.03871101201066667,0.9916177049918579
0.03928878830933334,0.9914992623463872
0.039866564608000005,0.9913810114076588
0.04044434090666667,0.9912629519861508
0.04102211720533333,0.9911450838923413
0.041599893504,0.9910274069367089
0.04217766980266666,0.9909099209297316
0.04275544610133333,0.9907926256818878
0.0433332224,0.9906755210036555
0.04391099869866667,0.9905586067055131
0.044488774997333336,0.9904418825979389
0.045066551296000006,0.9903253484914111
0.045644327594666675,0.9902090041964078
0.04622210389333333,0.9900928495234074
0.046799880192,0.9899768842828882
0.047377656490666664,0.9898611082853284
0.047955432789333334,0.989745521341206
0.048533209088,0.9896301232609994
0.049110985386666674,0.9895149138551871
0.04968876168533334,0.9893998929342471
0.050266537984000007,0.9892850603086575
0.05084431428266667,0.9891704157888968
0.05142209058133334,0.9890559591854432
0.05199986688,0.9889416903087749
0.052577643178666665,0.98882760896937
0.05315541947733333,0.988713714977707
0.053733195776,0.9886000081442641
0.05431097207466667,0.9884864882795192
