sod,voltage
0.0,3.181152
2.8232425985489892e-06,3.181012
5.6464851970979785e-06,3.179572
8.469727795646969e-06,3.177256
1.1292970394195957e-05,3.17703
1.4116212992744947e-05,3.176205
1.6939455591293937e-05,3.173977
1.9762698189842927e-05,3.173897
2.2585940788391914e-05,3.172953
2.5409183386940907e-05,3.171132
2.8232425985489894e-05,3.171205
3.105566858403889e-05,3.170767
3.3878911182587874e-05,3.16919
3.670215378113687e-05,3.169292
3.9525396379685854e-05,3.169028
4.234863897823484e-05,3.167203
4.517188157678383e-05,3.167558
4.799512417533283e-05,3.16722
5.0818366773881815e-05,3.165314
5.36416093724308e-05,3.165609
5.646485197097979e-05,3.165193
5.928809456952878e-05,3.164193
6.211133716807777e-05,3.164066
6.493457976662675e-05,3.163972
6.775782236517575e-05,3.162727
7.058106496372474e-05,3.162633
7.340430756227374e-05,3.162955
7.622755016082272e-05,3.161925
7.905079275937171e-05,3.161782
8.18740353579207e-05,3.161972
8.469727795646968e-05,3.160829
8.752052055501868e-05,3.160678
9.034376315356766e-05,3.160717
9.316700575211668e-05,3.159794
9.599024835066566e-05,3.159368
9.881349094921464e-05,3.159827
0.00010163673354776363,3.159203
0.00010445997614631262,3.158767
0.0001072832187448616,3.158763
0.0001101064613434106,3.158551
0.00011292970394195958,3.157639
0.00011575294654050856,3.158032
0.00011857618913905756,3.157353
0.00012139943173760654,3.15675
0.00012422267433615555,3.157056
0.00012704591693470454,3.156695
0.0001298691595332535,3.15577
0.0001326924021318025,3.156545
0.0001355156447303515,3.156024
0.0001383388873289005,3.154949
0.00014116212992744948,3.155741
0.00014398537252599848,3.155199
0.00014680861512454747,3.15432
0.00014963185772309644,3.154909
0.00015245510032164543,3.15426
0.00015527834292019442,3.153267
0.00015810158551874342,3.154131
0.0001609248281172924,3.153579
0.0001637480707158414,3.152612
0.00016657131331439037,3.153272
0.00016939455591293936,3.153149
0.00017221779851148838,3.151468
0.00017504104111003735,3.152289
0.00017786428370858634,3.152141
0.0001806875263071353,3.150776
0.00018351076890568433,3.151955
0.00018633401150423335,3.15189
0.00018915725410278232,3.15037
0.0001919804967013313,3.151212
0.00019480373929988028,3.151065
0.00019762698189842927,3.149693
0.00020045022449697824,3.150775
0.00020327346709552726,3.1501
0.00020609670969407622,3.148705
0.00020891995229262525,3.149645
0.0002117431948911742,3.149378
0.0002145664374897232,3.148081
0.00021738968008827217,3.148962
0.0002202129226868212,3.148629
0.0002230361652853702,3.147163
0.00022585940788391915,3.148353
0.00022868265048246815,3.148108
0.0002315058930810171,3.146754
0.00023432913567956616,3.147443
0.00023715237827811513,3.146979
0.00023997562087666412,3.145882
0.00024279886347521309,3.146888
0.0002456221060737621,3.146657
0.0002484453486723111,3.145311
0.0002512685912708601,3.146239
0.0002540918338694091,3.146087
0.000256915076467958,3.144957
0.000259738319066507,3.145583
0.000262561561665056,3.145391
0.000265384804263605,3.143906
0.000268208046862154,3.144719
0.000271031289460703,3.144344
0.000273854532059252,3.142838
0.000276677774657801,3.143714
0.00027950101725635,3.143758
0.00028232425985489897,3.142506
0.00028514750245344796,3.143058
0.00028797074505199695,3.14264
0.0002907939876505459,3.141546
0.00029361723024909494,3.142345
0.0002964404728476439,3.142296
0.0002992637154461929,3.140675
0.0003020869580447419,3.141805
0.00030491020064329086,3.14155
0.0003077334432418399,3.140296
0.00031055668584038885,3.141103
0.00031337992843893784,3.140374
0.00031620317103748683,3.13924
0.00031902641363603583,3.14018
0.0003218496562345848,3.140047
0.00032467289883313376,3.138739
0.0003274961414316828,3.1393
0.0003303193840302318,3.139149
0.00033314262662878074,3.13772
0.0003359658692273298,3.138885
0.00033878911182587873,3.13853
0.0003416123544244277,3.137544
0.00034443559702297677,3.138063
0.0003472588396215257,3.137586
0.0003500820822200747,3.136542
0.0003529053248186237,3.137378
0.0003557285674171727,3.136795
0.00035855181001572163,3.13547
0.0003613750526142706,3.135915
0.00036419829521281956,3.136003
0.00036702153781136866,3.134711
0.00036984478040991766,3.13518
0.0003726680230084667,3.134932
0.0003754912656070156,3.133623
0.00037831450820556464,3.134584
0.0003811377508041136,3.134225
0.0003839609934026626,3.132945
0.0003867842360012115,3.134086
0.00038960747859976056,3.133605
0.0003924307211983096,3.132274
0.00039525396379685854,3.133138
0.00039807720639540754,3.133017
0.0004009004489939565,3.13183
0.0004037236915925055,3.132982
0.0004065469341910545,3.13263
0.0004093701767896035,3.131258
0.00041219341938815245,3.132137
0.00041501666198670144,3.131687
0.0004178399045852505,3.130295
0.00042066314718379954,3.130989
0.0004234863897823484,3.130803
0.0004263096323808974,3.12959
0.0004291328749794464,3.130582
0.0004319561175779954,3.130049
0.00043477936017654434,3.128865
0.00043760260277509334,3.129794
0.0004404258453736424,3.129612
0.0004432490879721914,3.128279
0.0004460723305707404,3.129064
0.00044889557316928937,3.128934
0.0004517188157678383,3.127374
0.00045454205836638735,3.128244
0.0004573653009649363,3.127855
0.0004601885435634853,3.126789
0.0004630117861620342,3.127659
0.00046583502876058327,3.12736
0.0004686582713591323,3.126113
0.00047148151395768126,3.127085
0.00047430475655623025,3.126459
0.0004771279991547793,3.125307
0.00047995124175332824,3.126141
0.0004827744843518771,3.125857
0.00048559772695042617,3.124673
0.0004884209695489751,3.125273
0.0004912442121475242,3.124849
0.0004940674547460732,3.123722
0.0004968906973446222,3.124616
0.0004997139399431712,3.124413
0.0005025371825417202,3.123232
0.0005053604251402692,3.124339
0.0005081836677388182,3.124196
0.0005110069103373671,3.122929
0.000513830152935916,3.123596
0.000516653395534465,3.12328
0.000519476638133014,3.122074
0.0005222998807315631,3.122937
0.000525123123330112,3.122641
0.0005279463659286611,3.121542
0.00053076960852721,3.122146
0.000533592851125759,3.121776
0.000536416093724308,3.12068
0.000539239336322857,3.121396
0.000542062578921406,3.120935
0.0005448858215199549,3.119756
0.000547709064118504,3.12034
0.000550532306717053,3.120233
0.000553355549315602,3.118937
0.0005561787919141508,3.119568
0.0005590020345127,3.119304
0.0005618252771112489,3.118292
0.0005646485197097979,3.119164
0.0005674717623083469,3.118862
0.0005702950049068959,3.117355
0.0005731182475054449,3.118241
0.0005759414901039939,3.118125
0.0005787647327025429,3.11676
0.0005815879753010918,3.117564
0.0005844112178996409,3.117353
0.0005872344604981899,3.116291
0.0005900577030967389,3.116819
0.0005928809456952878,3.116709
0.0005957041882938369,3.115578
0.0005985274308923857,3.116174
0.0006013506734909347,3.115888
0.0006041739160894838,3.114818
0.0006069971586880327,3.115619
0.0006098204012865817,3.115309
0.0006126436438851308,3.113875
0.0006154668864836798,3.114738
0.0006182901290822287,3.11458
0.0006211133716807777,3.11335
0.0006239366142793267,3.11414
0.0006267598568778757,3.114049
0.0006295830994764247,3.112747
0.0006324063420749737,3.113513
0.0006352295846735227,3.1132
0.0006380528272720717,3.1123
0.0006408760698706205,3.112962
0.0006436993124691696,3.112769
0.0006465225550677186,3.111618
0.0006493457976662675,3.112593
0.0006521690402648166,3.112068
0.0006549922828633656,3.110692
0.0006578155254619145,3.1113
0.0006606387680604636,3.111086
0.0006634620106590126,3.109697
0.0006662852532575615,3.110391
0.0006691084958561105,3.110531
0.0006719317384546596,3.109412
0.0006747549810532085,3.110017
0.0006775782236517575,3.109575
0.0006804014662503066,3.108733
0.0006832247088488554,3.109348
0.0006860479514474044,3.108902
0.0006888711940459535,3.107744
0.0006916944366445024,3.108964
0.0006945176792430514,3.108605
0.0006973409218416003,3.107537
0.0007001641644401494,3.107878
0.0007029874070386984,3.10776
0.0007058106496372474,3.106648
0.0007086338922357964,3.10727
0.0007114571348343454,3.10734
0.0007142803774328944,3.106107
0.0007171036200314433,3.106683
0.0007199268626299925,3.106719
0.0007227501052285412,3.10579
0.0007255733478270905,3.106367
0.0007283965904256391,3.106062
0.0007312198330241883,3.105329
0.0007340430756227373,3.106008
0.0007368663182212863,3.10584
0.0007396895608198353,3.104713
0.0007425128034183842,3.105057
0.0007453360460169334,3.104775
0.0007481592886154823,3.103665
0.0007509825312140312,3.104106
0.0007538057738125802,3.104084
0.0007566290164111293,3.103446
0.000759452259009678,3.103354
0.0007622755016082272,3.103641
0.0007650987442067763,3.10276
0.0007679219868053252,3.102722
0.0007707452294038741,3.102911
0.000773568472002423,3.10265
0.0007763917146009722,3.102493
0.0007792149571995211,3.102948
0.00078203819979807,3.102252
0.0007848614423966192,3.102382
0.0007876846849951681,3.102363
0.0007905079275937171,3.101789
0.000793331170192266,3.101772
0.0007961544127908151,3.102123
0.0007989776553893641,3.101428
0.000801800897987913,3.101147
0.000804624140586462,3.101419
0.000807447383185011,3.10078
0.00081027062578356,3.100621
0.000813093868382109,3.10099
0.000815917110980658,3.100596
0.000818740353579207,3.100013
0.0008215635961777559,3.100285
0.0008243868387763049,3.099682
0.000827210081374854,3.098987
0.0008300333239734029,3.099411
0.0008328565665719519,3.099115
0.000835679809170501,3.098675
0.0008385030517690499,3.099201
0.0008413262943675991,3.098677
0.0008441495369661479,3.098094
0.0008469727795646968,3.098483
0.000849796022163246,3.097928
0.0008526192647617948,3.097169
0.0008554425073603437,3.097794
0.0008582657499588928,3.097621
0.0008610889925574419,3.096673
0.0008639122351559908,3.097351
0.0008667354777545398,3.097347
0.0008695587203530887,3.096266
0.0008723819629516379,3.097108
0.0008752052055501867,3.096951
0.0008780284481487359,3.095901
0.0008808516907472848,3.096495
0.0008836749333458337,3.096261
0.0008864981759443828,3.095235
0.0008893214185429317,3.095692
0.0008921446611414809,3.09567
0.0008949679037400296,3.094517
0.0008977911463385787,3.095314
0.0009006143889371277,3.094905
0.0009034376315356766,3.094058
0.0009062608741342255,3.094919
0.0009090841167327747,3.094687
0.0009119073593313237,3.09344
0.0009147306019298726,3.094048
0.0009175538445284217,3.093925
0.0009203770871269706,3.092853
0.0009232003297255197,3.093521
0.0009260235723240684,3.093222
0.0009288468149226177,3.092241
0.0009316700575211665,3.093038
0.0009344933001197154,3.092649
0.0009373165427182646,3.091547
0.0009401397853168135,3.09234
0.0009429630279153625,3.091926
0.0009457862705139115,3.091155
0.0009486095131124605,3.091924
0.0009514327557110095,3.091778
0.0009542559983095586,3.09079
0.0009570792409081074,3.091262
0.0009599024835066565,3.091161
0.0009627257261052055,3.089946
0.0009655489687037542,3.090977
0.0009683722113023035,3.090907
0.0009711954539008523,3.089808
0.0009740186964994016,3.090549
0.0009768419390979502,3.090592
0.0009796651816964994,3.089274
0.0009824884242950484,3.089699
0.0009853116668935974,3.089344
0.0009881349094921464,3.088171
0.0009909581520906954,3.088942
0.0009937813946892444,3.088728
0.0009966046372877932,3.087835
0.0009994278798863424,3.088204
0.0010022511224848914,3.088146
0.0010050743650834404,3.087335
0.0010078976076819892,3.087743
0.0010107208502805384,3.08757
0.0010135440928790874,3.08642
0.0010163673354776363,3.087231
0.0010191905780761853,3.087184
0.0010220138206747341,3.086089
0.0010248370632732833,3.086823
0.001027660305871832,3.086815
0.001030483548470381,3.085706
0.00103330679106893,3.086584
0.0010361300336674793,3.086436
0.001038953276266028,3.085434
0.001041776518864577,3.086045
0.0010445997614631263,3.086016
0.0010474230040616753,3.084548
0.001050246246660224,3.085611
0.001053069489258773,3.085371
0.0010558927318573223,3.084135
0.001058715974455871,3.084749
0.00106153921705442,3.084595
0.0010643624596529692,3.083237
0.001067185702251518,3.084343
0.001070008944850067,3.084138
0.001072832187448616,3.083029
0.0010756554300471652,3.08356
0.001078478672645714,3.083713
0.001081301915244263,3.082472
0.001084125157842812,3.083499
0.001086948400441361,3.083076
0.0010897716430399097,3.081935
0.001092594885638459,3.082706
0.001095418128237008,3.082829
0.001098241370835557,3.081808
0.001101064613434106,3.082616
0.001103887856032655,3.082239
0.001106711098631204,3.08105
0.001109534341229753,3.081775
0.0011123575838283017,3.081583
0.001115180826426851,3.079875
0.0011180040690254,3.080939
0.0011208273116239489,3.081003
0.0011236505542224979,3.080003
0.0011264737968210469,3.080902
0.0011292970394195959,3.080767
0.0011321202820181449,3.079679
0.0011349435246166939,3.080371
0.0011377667672152428,3.07981
0.0011405900098137918,3.078652
0.0011434132524123408,3.079376
0.0011462364950108898,3.079184
0.0011490597376094388,3.07838
0.0011518829802079878,3.07906
