EL34143A exported datalog,,,
55,2.764179,2.561303,2.967153
56,2.764181,2.561303,2.965719
57,2.764036,2.565605,2.964285
58,2.763649,2.564171,2.962851
59,2.762993,2.564171,2.962851
60,2.762859,2.564171,2.962851
61,2.762772,2.564171,2.958548
62,2.76231,2.568473,2.958548
63,2.762931,2.568473,2.95568
64,2.763061,2.569907,2.95568
65,2.762568,2.571341,2.954246
66,2.762322,2.571341,2.951378
67,2.762063,2.568473,2.951378
68,2.761783,2.574209,2.952812
69,2.761585,2.574209,2.949944
70,2.761422,2.572775,2.949944
71,2.761703,2.575644,2.947075
72,2.761418,2.574209,2.945641
73,2.760803,2.575644,2.944207
74,2.760582,2.575644,2.945641
75,2.75967,2.575644,2.944207
76,2.758784,2.577078,2.942773
77,2.757918,2.575644,2.939905
78,2.756874,2.575644,2.941339
79,2.755822,2.571341,2.938471
80,2.754897,2.569907,2.938471
81,2.753761,2.568473,2.935603
82,2.752762,2.571341,2.935603
83,2.752042,2.568473,2.935603
84,2.751108,2.568473,2.9313
85,2.750039,2.568473,2.932734
86,2.749255,2.568473,2.9313
87,2.748571,2.565605,2.9313
88,2.747795,2.565605,2.929866
89,2.746885,2.564171,2.928432
90,2.74577,2.564171,2.926998
91,2.74471,2.562737,2.925564
92,2.743701,2.561303,2.929866
93,2.742691,2.559869,2.92413
94,2.741616,2.559869,2.925564
95,2.740565,2.558434,2.922696
96,2.739881,2.558434,2.922696
97,2.739218,2.555566,2.921262
98,2.738259,2.555566,2.919827
99,2.737484,2.555566,2.919827
100,2.736752,2.555566,2.919827
101,2.735339,2.552698,2.918393
102,2.734401,2.551264,2.918393
103,2.733702,2.551264,2.915525
104,2.73295,2.54983,2.916959
105,2.732413,2.54983,2.915525
106,2.73181,2.546962,2.914091
107,2.731642,2.548396,2.912657
108,2.731257,2.54983,2.912657
109,2.730646,2.54983,2.911223
110,2.730248,2.54983,2.911223
111,2.73012,2.54983,2.909789
112,2.729442,2.548396,2.908355
113,2.728696,2.54983,2.909789
114,2.728353,2.54983,2.908355
115,2.728011,2.54983,2.906921
116,2.727567,2.54983,2.908355
117,2.727179,2.548396,2.905487
118,2.726672,2.548396,2.905487
119,2.726299,2.548396,2.902618
120,2.726005,2.546962,2.902618
121,2.7256,2.54983,2.901184
122,2.72531,2.548396,2.901184
123,2.725042,2.545527,2.904052
124,2.724471,2.548396,2.89975
125,2.723733,2.548396,2.898316
126,2.722916,2.546962,2.896882
127,2.722426,2.546962,2.898316
128,2.721536,2.542659,2.896882
129,2.720784,2.544093,2.896882
130,2.720349,2.545527,2.895448
131,2.719705,2.544093,2.895448
132,2.719323,2.544093,2.895448
133,2.719012,2.541225,2.89258
134,2.718965,2.544093,2.89258
135,2.718483,2.545527,2.89258
136,2.718145,2.544093,2.889711
137,2.717586,2.544093,2.891145
138,2.716825,2.542659,2.888277
139,2.716041,2.542659,2.888277
140,2.715455,2.539791,2.889711
141,2.715206,2.541225,2.886843
142,2.714629,2.542659,2.886843
143,2.71437,2.541225,2.885409
144,2.714185,2.539791,2.889711
145,2.71388,2.542659,2.885409
146,2.713711,2.541225,2.883975
147,2.712915,2.541225,2.883975
148,2.712194,2.541225,2.883975
149,2.711767,2.541225,2.881107
150,2.711377,2.541225,2.881107
151,2.71084,2.539791,2.881107
152,2.710562,2.539791,2.882541
153,2.710579,2.541225,2.881107
154,2.710305,2.541225,2.881107
155,2.709904,2.539791,2.878239
156,2.709389,2.539791,2.881107
157,2.709256,2.539791,2.878239
158,2.708856,2.536923,2.876805
159,2.708516,2.541225,2.875371
160,2.707968,2.539791,2.876805
161,2.707521,2.539791,2.872502
162,2.707042,2.539791,2.875371
163,2.706613,2.539791,2.872502
164,2.706393,2.536923,2.872502
165,2.705728,2.539791,2.872502
166,2.705436,2.535489,2.871068
167,2.705184,2.538357,2.875371
168,2.704932,2.536923,2.872502
169,2.704452,2.538357,2.869634
170,2.703713,2.535489,2.869634
171,2.702905,2.535489,2.8682
172,2.702463,2.536923,2.869634
173,2.702092,2.535489,2.8682
174,2.701213,2.535489,2.8682
175,2.700746,2.534055,2.865332
176,2.699857,2.534055,2.8682
177,2.698982,2.529752,2.866766
178,2.698403,2.532621,2.863898
179,2.697486,2.529752,2.866766
180,2.69654,2.528318,2.865332
181,2.695254,2.526884,2.863898
182,2.694671,2.526884,2.861029
183,2.694289,2.528318,2.861029
184,2.693485,2.52545,2.861029
185,2.693125,2.52545,2.861029
186,2.692647,2.522582,2.861029
187,2.692022,2.52545,2.861029
188,2.691722,2.524016,2.861029
189,2.691249,2.522582,2.861029
190,2.691072,2.524016,2.858161
191,2.690573,2.524016,2.861029
192,2.690487,2.522582,2.855293
193,2.690184,2.522582,2.856727
194,2.689465,2.521148,2.858161
195,2.689123,2.522582,2.855293
196,2.688297,2.519714,2.853859
197,2.687911,2.522582,2.853859
198,2.687187,2.51828,2.853859
199,2.686589,2.51828,2.853859
200,2.686283,2.51828,2.853859
201,2.685864,2.519714,2.849557
202,2.685322,2.51828,2.850991
203,2.685049,2.516845,2.849557
204,2.684636,2.519714,2.850991
205,2.684362,2.51828,2.850991
206,2.683856,2.51828,2.849557
207,2.683422,2.516845,2.848123
208,2.682859,2.515411,2.848123
209,2.682266,2.512543,2.849557
210,2.681531,2.515411,2.849557
211,2.681022,2.515411,2.846689
212,2.680149,2.513977,2.845254
213,2.679173,2.512543,2.845254
214,2.678291,2.509675,2.845254
215,2.677416,2.511109,2.845254
216,2.676657,2.505373,2.845254
217,2.676026,2.506807,2.842386
218,2.675469,2.506807,2.845254
219,2.674818,2.506807,2.840952
220,2.674422,2.506807,2.842386
221,2.674157,2.506807,2.840952
222,2.674003,2.506807,2.840952
223,2.67383,2.506807,2.838084
224,2.673748,2.506807,2.838084
225,2.673896,2.506807,2.839518
226,2.674038,2.509675,2.838084
227,2.674356,2.511109,2.838084
228,2.674414,2.509675,2.840952
229,2.674464,2.511109,2.83665
230,2.674348,2.511109,2.835216
231,2.67399,2.512543,2.83665
232,2.673666,2.511109,2.83665
233,2.673556,2.509675,2.835216
234,2.673149,2.509675,2.833781
235,2.672844,2.509675,2.833781
236,2.672292,2.512543,2.832347
237,2.671985,2.509675,2.833781
238,2.671152,2.508241,2.832347
239,2.670573,2.505373,2.833781
240,2.670114,2.508241,2.830913
241,2.669434,2.508241,2.830913
242,2.66931,2.506807,2.830913
243,2.668742,2.506807,2.829479
244,2.667974,2.503939,2.832347
245,2.667726,2.503939,2.829479
246,2.667195,2.505373,2.826611
247,2.666748,2.505373,2.828045
248,2.666195,2.502504,2.830913
249,2.665798,2.503939,2.826611
250,2.665376,2.502504,2.826611
251,2.665095,2.502504,2.825177
252,2.664515,2.50107,2.825177
253,2.663886,2.502504,2.826611
254,2.663558,2.50107,2.823743
255,2.663296,2.499636,2.825177
256,2.662783,2.50107,2.823743
257,2.662633,2.50107,2.823743
258,2.662304,2.50107,2.822309
259,2.662093,2.50107,2.823743
260,2.662252,2.50107,2.820875
261,2.662075,2.499636,2.823743
262,2.661821,2.50107,2.822309
263,2.661637,2.502504,2.820875
264,2.661168,2.502504,2.819441
265,2.660527,2.498202,2.818007
266,2.660134,2.499636,2.820875
267,2.65959,2.499636,2.819441
268,2.659012,2.498202,2.818007
269,2.658323,2.498202,2.818007
270,2.657741,2.496768,2.818007
271,2.65731,2.496768,2.816572
272,2.656811,2.496768,2.818007
273,2.656681,2.495334,2.819441
274,2.656364,2.496768,2.815138
275,2.656092,2.495334,2.820875
276,2.65602,2.496768,2.815138
277,2.656027,2.4939,2.815138
278,2.655698,2.496768,2.815138
279,2.655457,2.496768,2.813704
280,2.655163,2.495334,2.81227
281,2.654709,2.492466,2.813704
282,2.654299,2.4939,2.81227
283,2.654082,2.496768,2.81227
284,2.653883,2.495334,2.810836
285,2.653497,2.495334,2.81227
286,2.65291,2.4939,2.81227
287,2.652606,2.4939,2.81227
288,2.652178,2.4939,2.809402
289,2.65191,2.492466,2.809402
290,2.65171,2.489598,2.809402
291,2.651392,2.491032,2.809402
292,2.650814,2.4939,2.809402
293,2.650553,2.4939,2.806534
294,2.64993,2.491032,2.807968
295,2.649831,2.492466,2.806534
296,2.649827,2.489598,2.806534
297,2.649888,2.492466,2.806534
298,2.649512,2.4939,2.806534
299,2.649435,2.4939,2.805099
300,2.649477,2.4939,2.806534
301,2.649079,2.492466,2.803665
302,2.648758,2.4939,2.803665
303,2.648729,2.4939,2.803665
304,2.648548,2.492466,2.803665
305,2.648159,2.492466,2.802231
306,2.64771,2.492466,2.803665
307,2.647492,2.492466,2.802231
308,2.647262,2.492466,2.802231
309,2.64683,2.491032,2.802231
310,2.64627,2.491032,2.800797
311,2.645746,2.491032,2.800797
312,2.645501,2.489598,2.799363
313,2.645047,2.489598,2.797929
314,2.644771,2.489598,2.799363
315,2.64442,2.489598,2.797929
316,2.643911,2.485295,2.797929
317,2.643574,2.488163,2.797929
318,2.643164,2.488163,2.796495
319,2.642781,2.488163,2.796495
320,2.641905,2.485295,2.795061
321,2.64126,2.483861,2.796495
322,2.640886,2.486729,2.795061
323,2.640827,2.480993,2.797929
324,2.639911,2.483861,2.793627
325,2.639367,2.480993,2.793627
326,2.638955,2.480993,2.793627
327,2.638824,2.480993,2.796495
328,2.63886,2.483861,2.793627
329,2.638578,2.482427,2.793627
330,2.63813,2.483861,2.792193
331,2.638035,2.482427,2.790759
332,2.637844,2.482427,2.792193
333,2.637678,2.482427,2.792193
334,2.637621,2.483861,2.790759
335,2.637415,2.482427,2.792193
336,2.637502,2.483861,2.790759
337,2.637697,2.482427,2.792193
338,2.6372,2.482427,2.789325
339,2.6366,2.480993,2.790759
340,2.636719,2.483861,2.789325
341,2.636086,2.480993,2.789325
342,2.635496,2.482427,2.789325
343,2.635051,2.478125,2.78789
344,2.63441,2.479559,2.789325
345,2.633783,2.476691,2.786456
346,2.633253,2.476691,2.786456
347,2.632854,2.478125,2.789325
348,2.632409,2.476691,2.786456
349,2.631746,2.476691,2.785022
350,2.631267,2.475256,2.785022
351,2.630914,2.475256,2.785022
352,2.63071,2.475256,2.785022
353,2.630594,2.475256,2.785022
354,2.63031,2.475256,2.783588
355,2.630371,2.473822,2.783588
356,2.630049,2.472388,2.785022
357,2.630224,2.475256,2.783588
358,2.630168,2.478125,2.783588
359,2.630242,2.476691,2.783588
360,2.630008,2.478125,2.782154
361,2.629699,2.475256,2.783588
362,2.629692,2.476691,2.78072
363,2.629114,2.473822,2.78072
364,2.629183,2.475256,2.779286
365,2.628684,2.475256,2.78072
366,2.628588,2.475256,2.779286
367,2.628323,2.476691,2.779286
368,2.627467,2.473822,2.779286
369,2.627017,2.473822,2.777852
370,2.626887,2.475256,2.78072
371,2.626498,2.473822,2.776417
372,2.626183,2.473822,2.779286
373,2.626054,2.473822,2.779286
374,2.625972,2.473822,2.776417
375,2.625582,2.473822,2.776417
376,2.625087,2.472388,2.774983
377,2.624871,2.473822,2.776417
378,2.624601,2.470954,2.776417
379,2.624266,2.472388,2.774983
380,2.623869,2.472388,2.774983
381,2.623311,2.470954,2.774983
382,2.623021,2.470954,2.773549
383,2.622863,2.470954,2.773549
384,2.622362,2.46952,2.772115
385,2.621929,2.46952,2.773549
386,2.621572,2.46952,2.772115
387,2.621432,2.46952,2.772115
388,2.621124,2.46952,2.772115
389,2.620638,2.466652,2.772115
390,2.620434,2.468086,2.770681
391,2.620137,2.466652,2.770681
392,2.619899,2.468086,2.772115
393,2.619632,2.466652,2.769247
394,2.619255,2.468086,2.769247
395,2.61912,2.465218,2.773549
396,2.618923,2.466652,2.770681
397,2.618542,2.465218,2.769247
398,2.618199,2.466652,2.769247
399,2.617784,2.465218,2.770681
400,2.617695,2.465218,2.769247
401,2.617278,2.465218,2.766379
402,2.616676,2.46235,2.767813
403,2.616553,2.46235,2.766379
404,2.616627,2.46235,2.767813
405,2.616045,2.463784,2.764945
406,2.615489,2.460916,2.766379
407,2.61502,2.46235,2.764945
408,2.614963,2.463784,2.767813
409,2.614954,2.46235,2.764945
410,2.614663,2.460916,2.766379
411,2.614478,2.46235,2.764945
412,2.614257,2.46235,2.763511
413,2.614419,2.46235,2.766379
414,2.614141,2.460916,2.763511
415,2.614114,2.46235,2.764945
416,2.613678,2.46235,2.763511
417,2.613202,2.460916,2.763511
418,2.613241,2.46235,2.763511
419,2.612988,2.459481,2.762077
420,2.612862,2.46235,2.763511
421,2.612475,2.460916,2.762077
422,2.612436,2.460916,2.764945
423,2.612006,2.460916,2.763511
424,2.611819,2.459481,2.762077
425,2.611779,2.460916,2.762077
426,2.6114,2.459481,2.762077
427,2.611254,2.459481,2.763511
428,2.610904,2.459481,2.762077
429,2.610641,2.459481,2.759208
430,2.610546,2.458047,2.762077
431,2.610086,2.458047,2.760643
432,2.609944,2.459481,2.759208
433,2.610049,2.459481,2.760643
434,2.609634,2.458047,2.759208
435,2.609342,2.458047,2.757774
436,2.609041,2.459481,2.759208
437,2.608949,2.458047,2.759208
438,2.608645,2.458047,2.759208
439,2.608276,2.456613,2.759208
440,2.608307,2.458047,2.757774
441,2.608165,2.458047,2.757774
442,2.607966,2.458047,2.759208
443,2.607547,2.456613,2.757774
444,2.607417,2.455179,2.757774
445,2.607267,2.455179,2.754906
446,2.606938,2.458047,2.754906
447,2.606697,2.452311,2.754906
448,2.606383,2.456613,2.754906
449,2.606263,2.455179,2.75634
450,2.605832,2.453745,2.75634
451,2.605483,2.455179,2.754906
452,2.605254,2.452311,2.753472
453,2.605149,2.455179,2.753472
454,2.604865,2.455179,2.75634
455,2.604534,2.453745,2.75634
456,2.604237,2.453745,2.754906
457,2.604023,2.453745,2.753472
458,2.603796,2.450877,2.754906
459,2.603603,2.453745,2.752038
460,2.603499,2.452311,2.752038
461,2.60326,2.453745,2.753472
462,2.60288,2.453745,2.750604
463,2.602667,2.452311,2.752038
464,2.602216,2.450877,2.750604
465,2.602205,2.450877,2.750604
466,2.601974,2.449443,2.74917
467,2.601652,2.452311,2.752038
468,2.601408,2.449443,2.753472
469,2.601186,2.446574,2.74917
470,2.601413,2.449443,2.750604
471,2.600898,2.450877,2.747736
472,2.60065,2.452311,2.74917
473,2.600496,2.449443,2.747736
474,2.600207,2.448009,2.750604
475,2.6001,2.450877,2.750604
476,2.599854,2.449443,2.746301
477,2.599981,2.449443,2.747736
478,2.599789,2.449443,2.74917
479,2.599431,2.449443,2.747736
480,2.59903,2.448009,2.746301
481,2.598782,2.446574,2.747736
482,2.598255,2.446574,2.746301
483,2.598203,2.446574,2.746301
484,2.598129,2.449443,2.746301
485,2.597773,2.446574,2.746301
486,2.597513,2.448009,2.744867
487,2.597282,2.446574,2.746301
488,2.597222,2.448009,2.744867
489,2.597224,2.446574,2.744867
490,2.597269,2.449443,2.747736
491,2.597072,2.448009,2.746301
492,2.596774,2.448009,2.746301
493,2.596626,2.448009,2.744867
494,2.596553,2.446574,2.744867
495,2.596029,2.44514,2.744867
496,2.596,2.448009,2.743433
497,2.595823,2.448009,2.746301
498,2.595639,2.446574,2.741999
499,2.595519,2.443706,2.743433
500,2.595367,2.44514,2.743433
501,2.595059,2.44514,2.741999
502,2.59481,2.446574,2.741999
503,2.594696,2.44514,2.743433
504,2.594566,2.44514,2.741999
505,2.594606,2.443706,2.743433
506,2.593996,2.443706,2.740565
507,2.593646,2.44514,2.741999
508,2.593349,2.44514,2.740565
509,2.593092,2.443706,2.740565
510,2.593006,2.44514,2.740565
511,2.592692,2.442272,2.740565
512,2.59249,2.443706,2.741999
513,2.592322,2.443706,2.739131
514,2.592292,2.442272,2.740565
515,2.592189,2.442272,2.740565
516,2.591994,2.443706,2.739131
517,2.59184,2.443706,2.739131
518,2.59153,2.443706,2.737697
519,2.59122,2.442272,2.739131
520,2.591082,2.442272,2.737697
521,2.591067,2.442272,2.739131
522,2.590883,2.440838,2.740565
523,2.590525,2.440838,2.737697
524,2.590174,2.440838,2.737697
525,2.590014,2.440838,2.737697
526,2.589808,2.442272,2.739131
527,2.589411,2.440838,2.737697
528,2.589481,2.440838,2.737697
529,2.589158,2.439404,2.737697
530,2.589026,2.43797,2.737697
531,2.588975,2.439404,2.737697
532,2.588278,2.439404,2.737697
533,2.588167,2.439404,2.737697
534,2.587958,2.43797,2.734829
535,2.587838,2.439404,2.734829
536,2.587498,2.433668,2.734829
537,2.58713,2.439404,2.734829
538,2.586896,2.43797,2.733395
539,2.586787,2.436536,2.734829
540,2.586585,2.43797,2.736263
541,2.586486,2.43797,2.734829
542,2.586326,2.436536,2.733395
543,2.586147,2.43797,2.733395
544,2.585713,2.436536,2.734829
545,2.58554,2.436536,2.734829
546,2.585482,2.435102,2.733395
547,2.585199,2.435102,2.733395
548,2.58509,2.435102,2.734829
549,2.584912,2.436536,2.733395
550,2.584593,2.435102,2.733395
551,2.584438,2.435102,2.731961
552,2.584276,2.433668,2.733395
553,2.583946,2.436536,2.731961
554,2.583837,2.435102,2.731961
555,2.583375,2.433668,2.731961
556,2.583438,2.433668,2.733395
557,2.582953,2.432234,2.731961
558,2.582963,2.433668,2.730526
559,2.582693,2.430799,2.733395
560,2.582637,2.432234,2.731961
561,2.582648,2.433668,2.730526
562,2.582367,2.430799,2.730526
563,2.582179,2.433668,2.730526
564,2.582228,2.433668,2.730526
565,2.582052,2.432234,2.731961
566,2.582027,2.432234,2.730526
567,2.582176,2.432234,2.731961
568,2.582342,2.433668,2.729092
569,2.582128,2.432234,2.730526
570,2.581828,2.430799,2.729092
571,2.581602,2.432234,2.729092
572,2.581529,2.432234,2.730526
573,2.581337,2.432234,2.727658
574,2.581203,2.432234,2.726224
575,2.580714,2.430799,2.729092
576,2.580592,2.430799,2.729092
577,2.580304,2.430799,2.729092
578,2.580019,2.430799,2.727658
579,2.579925,2.429365,2.729092
580,2.579645,2.430799,2.727658
581,2.579299,2.430799,2.729092
582,2.579252,2.430799,2.726224
583,2.579215,2.430799,2.727658
584,2.579236,2.429365,2.726224
585,2.57903,2.430799,2.726224
586,2.578654,2.429365,2.726224
587,2.578543,2.427931,2.726224
588,2.578638,2.429365,2.727658
589,2.578486,2.430799,2.726224
590,2.578306,2.429365,2.727658
591,2.577815,2.429365,2.72479
592,2.577598,2.427931,2.72479
593,2.577584,2.429365,2.727658
594,2.577462,2.429365,2.723356
595,2.577445,2.429365,2.726224
596,2.57745,2.427931,2.723356
597,2.577203,2.429365,2.72479
598,2.577261,2.429365,2.723356
599,2.577465,2.429365,2.72479
600,2.577343,2.426497,2.723356
601,2.577285,2.426497,2.726224
602,2.577015,2.430799,2.72479
603,2.576763,2.427931,2.723356
604,2.576667,2.426497,2.723356
605,2.576485,2.426497,2.72479
606,2.576611,2.427931,2.723356
607,2.57637,2.425063,2.723356
608,2.576142,2.429365,2.721922
609,2.576051,2.426497,2.723356
610,2.575845,2.427931,2.723356
611,2.575922,2.427931,2.723356
612,2.575464,2.427931,2.723356
613,2.575159,2.426497,2.720488
614,2.57498,2.426497,2.720488
615,2.575103,2.427931,2.721922
616,2.57466,2.425063,2.720488
617,2.574645,2.427931,2.719054
618,2.57444,2.426497,2.721922
619,2.574366,2.426497,2.720488
620,2.574053,2.426497,2.720488
621,2.573701,2.423629,2.719054
622,2.573597,2.426497,2.720488
623,2.573818,2.423629,2.719054
624,2.573641,2.426497,2.719054
625,2.573589,2.425063,2.720488
626,2.573559,2.426497,2.721922
627,2.573584,2.425063,2.721922
628,2.573299,2.425063,2.720488
629,2.573088,2.426497,2.721922
630,2.572769,2.425063,2.719054
631,2.572722,2.420761,2.719054
632,2.572662,2.423629,2.717619
633,2.572556,2.423629,2.719054
634,2.572286,2.425063,2.719054
635,2.572071,2.422195,2.719054
636,2.5718,2.420761,2.719054
637,2.571695,2.423629,2.720488
638,2.571385,2.423629,2.719054
639,2.571272,2.425063,2.717619
640,2.571193,2.423629,2.717619
641,2.570999,2.423629,2.717619
642,2.570965,2.422195,2.717619
643,2.570694,2.420761,2.717619
644,2.570755,2.423629,2.717619
645,2.570641,2.420761,2.716185
646,2.570518,2.422195,2.716185
647,2.570635,2.422195,2.714751
648,2.570477,2.420761,2.717619
649,2.570656,2.423629,2.717619
650,2.570265,2.422195,2.717619
651,2.569946,2.419327,2.716185
652,2.569848,2.422195,2.714751
653,2.569727,2.423629,2.714751
654,2.569695,2.422195,2.716185
655,2.569921,2.420761,2.716185
656,2.569534,2.422195,2.714751
657,2.5696,2.423629,2.716185
658,2.56921,2.422195,2.714751
659,2.56919,2.422195,2.716185
660,2.569321,2.420761,2.714751
661,2.56911,2.420761,2.714751
662,2.569019,2.420761,2.714751
663,2.568756,2.420761,2.714751
664,2.568741,2.420761,2.713317
665,2.568605,2.422195,2.716185
666,2.56856,2.420761,2.714751
667,2.568286,2.420761,2.714751
668,2.568377,2.422195,2.716185
669,2.568239,2.419327,2.716185
670,2.567947,2.420761,2.713317
671,2.567959,2.417892,2.716185
672,2.567945,2.417892,2.714751
673,2.567776,2.420761,2.713317
674,2.567725,2.419327,2.714751
675,2.567664,2.420761,2.714751
676,2.567343,2.420761,2.711883
677,2.567501,2.422195,2.711883
678,2.567524,2.420761,2.714751
679,2.567579,2.420761,2.711883
680,2.567341,2.419327,2.713317
681,2.567098,2.420761,2.711883
682,2.566907,2.419327,2.711883
683,2.567328,2.422195,2.711883
684,2.567346,2.420761,2.713317
685,2.567169,2.422195,2.713317
686,2.566873,2.419327,2.711883
687,2.56654,2.417892,2.711883
688,2.566393,2.417892,2.713317
689,2.566206,2.417892,2.713317
690,2.566111,2.419327,2.711883
691,2.565969,2.416458,2.711883
692,2.566091,2.416458,2.710449
693,2.566255,2.420761,2.711883
694,2.566051,2.420761,2.710449
695,2.56626,2.420761,2.711883
696,2.566042,2.419327,2.711883
697,2.565872,2.419327,2.710449
698,2.565709,2.419327,2.711883
699,2.565634,2.417892,2.710449
700,2.565641,2.415024,2.711883
701,2.565322,2.417892,2.710449
702,2.564915,2.417892,2.710449
703,2.564777,2.416458,2.710449
704,2.564832,2.419327,2.710449
705,2.564728,2.419327,2.710449
706,2.56439,2.417892,2.710449
707,2.564377,2.419327,2.713317
708,2.564305,2.417892,2.707581
709,2.56425,2.416458,2.711883
710,2.564277,2.417892,2.710449
711,2.563918,2.417892,2.709015
712,2.563901,2.416458,2.707581
713,2.564123,2.416458,2.707581
714,2.563994,2.416458,2.709015
715,2.563847,2.416458,2.710449
716,2.564013,2.416458,2.707581
717,2.563909,2.415024,2.710449
718,2.563956,2.416458,2.709015
719,2.563567,2.415024,2.707581
720,2.563543,2.415024,2.707581
721,2.563514,2.417892,2.707581
722,2.563162,2.417892,2.707581
723,2.562905,2.416458,2.709015
724,2.563068,2.416458,2.709015
725,2.562827,2.416458,2.706147
726,2.563064,2.415024,2.709015
727,2.562805,2.417892,2.707581
728,2.5624,2.412156,2.707581
729,2.562286,2.415024,2.706147
730,2.562456,2.416458,2.707581
731,2.562305,2.412156,2.706147
732,2.562358,2.416458,2.706147
733,2.562159,2.416458,2.707581
734,2.5618,2.416458,2.706147
735,2.561686,2.41359,2.704713
736,2.561557,2.415024,2.707581
737,2.561441,2.41359,2.706147
738,2.56155,2.41359,2.710449
739,2.561182,2.416458,2.706147
740,2.56126,2.415024,2.707581
741,2.561158,2.415024,2.704713
742,2.561019,2.41359,2.704713
743,2.561204,2.412156,2.707581
744,2.561166,2.416458,2.704713
745,2.560902,2.415024,2.703279
746,2.560815,2.416458,2.704713
747,2.560732,2.416458,2.703279
748,2.560622,2.415024,2.703279
749,2.560542,2.41359,2.704713
750,2.560408,2.415024,2.704713
751,2.560396,2.41359,2.703279
752,2.560084,2.415024,2.703279
753,2.559901,2.41359,2.704713
754,2.55985,2.41359,2.703279
755,2.560022,2.415024,2.704713
756,2.55999,2.415024,2.704713
757,2.559635,2.415024,2.703279
758,2.559884,2.415024,2.703279
759,2.55999,2.415024,2.701844
760,2.560032,2.415024,2.704713
761,2.559848,2.415024,2.704713
762,2.559756,2.416458,2.703279
763,2.559421,2.412156,2.701844
764,2.559438,2.415024,2.703279
765,2.559375,2.412156,2.706147
766,2.559457,2.415024,2.703279
767,2.559342,2.41359,2.701844
768,2.559196,2.41359,2.701844
769,2.559013,2.41359,2.701844
770,2.558872,2.415024,2.703279
771,2.558776,2.41359,2.703279
772,2.558612,2.412156,2.701844
773,2.558476,2.41359,2.704713
774,2.558364,2.41359,2.703279
775,2.558551,2.415024,2.703279
776,2.55874,2.415024,2.701844
777,2.558704,2.415024,2.701844
778,2.558642,2.412156,2.70041
779,2.558737,2.41359,2.703279
780,2.558374,2.41359,2.70041
781,2.55817,2.41359,2.703279
782,2.558385,2.41359,2.703279
783,2.558233,2.41359,2.70041
784,2.558083,2.41359,2.701844
785,2.557636,2.412156,2.698976
786,2.557229,2.412156,2.70041
787,2.55731,2.410722,2.698976
788,2.557202,2.412156,2.70041
789,2.557161,2.41359,2.70041
790,2.556984,2.412156,2.701844
791,2.55711,2.412156,2.698976
792,2.557149,2.410722,2.70041
793,2.557119,2.41359,2.703279
794,2.557097,2.41359,2.698976
795,2.557099,2.412156,2.70041
796,2.556887,2.415024,2.698976
797,2.556609,2.412156,2.70041
798,2.556458,2.410722,2.697542
799,2.556444,2.41359,2.698976
800,2.556338,2.412156,2.697542
801,2.556237,2.412156,2.698976
802,2.556216,2.412156,2.70041
803,2.556262,2.410722,2.70041
804,2.556104,2.41359,2.696108
805,2.556194,2.412156,2.697542
806,2.55611,2.410722,2.697542
