5.223489336,2.841031654
8.012687599,2.839136716
10.90713863,2.837643881
13.80158965,2.841062955
16.69604068,2.837995419
19.59049171,2.832298567
22.48494273,2.830685342
25.37939376,2.833097956
28.27384479,2.836680761
31.16829581,2.839714588
34.06274684,2.841159267
36.95719787,2.844867277
39.85164889,2.844819121
42.74609992,2.84375969
45.64055095,2.840364693
48.53500197,2.841472281
51.429453,2.838337327
54.32390403,2.839714588
57.21835506,2.842170543
60.11280608,2.84351891
63.00725711,2.841997181
65.90170814,2.838029128
68.79615916,2.837836505
71.69061019,2.835496124
74.58506122,2.831431759
77.47951224,2.831913319
80.37396327,2.832202255
83.2684143,2.834610054
86.16286532,2.830757576
89.05731635,2.827030303
91.95176738,2.825990134
94.8462184,2.825027014
97.74066943,2.82273479
100.6351205,2.819392765
103.5295715,2.818959361
106.4240225,2.81556918
109.3184735,2.813276956
112.2129246,2.808750294
115.1073756,2.80735377
118.0018266,2.801286117
120.8962776,2.801026075
123.7907287,2.795748179
126.6851797,2.793918252
129.5796307,2.794496124
132.4740818,2.790321001
135.3685328,2.787898755
138.2629838,2.78520202
141.1574348,2.779736317
144.0518859,2.774655861
146.9463369,2.771843552
149.8407879,2.768732676
152.7352389,2.764865751
155.62969,2.762713178
158.524141,2.756886305
161.418592,2.752191097
164.313043,2.743860113
167.2074941,2.737238666
170.1019451,2.729808198
172.9963961,2.722541461
175.8908472,2.717889594
178.7852982,2.709356354
181.6797492,2.702123326
184.5742002,2.692867747
187.3370853,2.678064599
190.3631023,2.664908386
193.2575533,2.65205074
196.1520043,2.637050153
199.0464554,2.62216514
201.9409064,2.606658915
204.8353574,2.586115574
207.7298085,2.562263918
210.6242595,2.530134249
213.1240126,2.497703004
215.2290679,2.467527178
217.2025573,2.433449428
218.9129147,2.399460594
220.4917062,2.360755609
221.5442338,2.322261143
222.7283274,2.284353359
223.6680842,2.241870155
224.7018167,2.191676433
225.3070201,2.148984496
225.833284,2.115894918
226.2806082,2.075801321
226.5700533,2.033329888
226.9910644,1.988640039
227.4647018,1.953137984
227.6526532,1.905799557
228.1488448,1.873730565
228.1225316,1.830757752
228.3856635,1.800502153
228.6751086,1.753039621
228.8242167,1.707753968
229.0434933,1.673583938
229.0961197,1.629378738
229.3066252,1.601364341
