EL34143A exported datalog,
File type: CSV,
File version: 1,
,
Per division: 5.000000,
Offset: -3.111111,
Trigger position: 0,
Sample interval: 0.49999872,
Number of sample: 172800/172800,
Trigger sample: 0,
Number of pre-trigger sample: 0,
Date: 2025/03/03 03:23:09,
,
"V1: 0.500000, 1.340000",
"I1: 1.000000, 0.000000",
"P1: 5.000000, 0.000000",
,
Power Enabled:,None
,
Enable:,Volt avg 1
14200,2.709469
14201,2.709063
14202,2.709224
14203,2.709444
14204,2.709585
14205,2.709643
14206,2.70941
14207,2.70976
14208,2.709641
14209,2.709659
14210,2.709601
14211,2.709282
14212,2.709009
14213,2.708929
14214,2.709359
14215,2.709294
14216,2.709384
14217,2.709696
14218,2.709898
14219,2.709766
14220,2.70958
14221,2.709535
14222,2.709327
14223,2.709391
14224,2.709171
14225,2.709233
14226,2.709372
14227,2.709165
14228,2.70898
14229,2.709373
14230,2.709381
14231,2.709409
14232,2.709235
14233,2.709146
14234,2.709336
14235,2.709351
14236,2.709398
14237,2.709722
14238,2.709603
14239,2.70942
14240,2.709291
14241,2.709797
14242,2.7096
14243,2.70927
14244,2.709188
14245,2.709328
14246,2.709536
14247,2.709264
14248,2.709203
14249,2.709231
14250,2.709151
14251,2.709049
14252,2.70922
14253,2.709429
14254,2.709456
14255,2.709231
14256,2.709677
14257,2.70969
14258,2.709693
14259,2.709652
14260,2.709474
14261,2.709375
14262,2.70939
14263,2.709378
14264,2.709487
14265,2.709662
14266,2.709891
14267,2.709745
14268,2.709903
14269,2.709831
14270,2.709845
14271,2.709713
14272,2.709749
14273,2.709585
14274,2.709557
14275,2.709501
14276,2.709626
14277,2.709605
14278,2.709547
14279,2.709516
14280,2.70949
14281,2.709563
14282,2.709595
14283,2.709373
14284,2.709417
14285,2.709362
14286,2.70919
14287,2.709329
14288,2.709414
14289,2.709174
14290,2.709266
14291,2.709401
14292,2.709691
14293,2.709658
14294,2.709572
14295,2.709672
14296,2.709772
14297,2.709775
14298,2.709952
14299,2.709986
14300,2.709937
14301,2.709395
14302,2.70928
14303,2.70951
14304,2.709674
14305,2.709177
14306,2.709265
14307,2.709182
14308,2.709416
14309,2.709422
14310,2.709489
14311,2.709333
14312,2.709351
14313,2.709437
14314,2.709531
14315,2.709614
14316,2.709389
14317,2.709632
14318,2.709486
14319,2.709529
14320,2.709515
14321,2.709376
14322,2.709256
14323,2.708912
14324,2.709212
14325,2.709109
14326,2.709483
14327,2.709096
14328,2.708974
14329,2.708951
14330,2.709048
14331,2.708951
14332,2.709175
14333,2.709275
14334,2.709056
14335,2.708764
14336,2.708816
14337,2.708969
14338,2.709119
14339,2.709025
14340,2.709094
14341,2.708949
14342,2.708844
14343,2.70912
14344,2.709064
14345,2.708834
14346,2.708996
14347,2.70891
14348,2.709371
14349,2.70934
14350,2.709466
14351,2.70936
14352,2.709373
14353,2.709129
14354,2.709043
14355,2.708903
14356,2.709021
14357,2.709151
14358,2.709268
14359,2.708864
14360,2.708898
14361,2.708646
14362,2.708937
14363,2.708974
14364,2.709419
14365,2.709255
14366,2.708876
14367,2.709063
14368,2.709195
14369,2.709259
14370,2.709575
14371,2.709456
14372,2.709311
14373,2.709123
14374,2.709166
14375,2.708921
14376,2.708958
14377,2.7094
14378,2.709334
14379,2.709252
14380,2.709398
14381,2.708953
14382,2.708922
14383,2.70896
14384,2.70889
14385,2.708969
14386,2.709026
14387,2.708995
14388,2.70881
14389,2.708707
14390,2.708846
14391,2.708994
14392,2.709017
14393,2.709069
14394,2.70887
14395,2.708918
14396,2.708926
14397,2.708917
14398,2.708998
14399,2.709394
14400,2.709417
14401,2.709306
14402,2.709298
14403,2.709155
14404,2.709196
14405,2.709148
14406,2.708889
14407,2.709045
14408,2.709094
14409,2.709053
14410,2.708848
14411,2.709109
14412,2.709359
14413,2.709568
14414,2.709316
14415,2.709352
14416,2.709903
14417,2.70953
14418,2.709734
14419,2.709496
14420,2.709379
14421,2.709599
14422,2.709553
14423,2.709255
14424,2.709395
14425,2.709308
14426,2.709481
14427,2.709332
14428,2.709268
14429,2.70921
14430,2.709298
14431,2.70915
14432,2.709283
14433,2.709385
14434,2.709353
14435,2.709394
14436,2.709456
14437,2.709536
14438,2.709486
14439,2.709363
14440,2.709559
14441,2.709524
14442,2.709401
14443,2.709484
14444,2.709515
14445,2.709273
14446,2.709635
14447,2.709273
14448,2.709149
14449,2.709117
14450,2.709178
14451,2.708828
14452,2.709149
14453,2.709132
14454,2.709002
14455,2.709078
14456,2.708727
14457,2.708742
14458,2.708968
14459,2.709048
14460,2.708869
14461,2.708917
14462,2.708946
14463,2.708863
14464,2.709009
14465,2.709049
14466,2.708814
14467,2.708607
14468,2.7088
14469,2.708877
14470,2.709033
14471,2.709014
14472,2.709066
14473,2.709114
14474,2.709029
14475,2.708908
14476,2.70878
14477,2.708872
14478,2.709346
14479,2.708948
14480,2.709046
14481,2.708835
14482,2.708936
14483,2.708888
14484,2.709006
14485,2.70899
14486,2.709059
14487,2.70916
14488,2.709096
14489,2.709145
14490,2.709444
14491,2.709343
14492,2.708813
14493,2.708893
14494,2.709307
14495,2.709183
14496,2.708979
14497,2.708854
14498,2.708841
14499,2.708883
14500,2.709057
14501,2.709015
14502,2.709177
14503,2.709315
14504,2.709019
14505,2.709262
14506,2.70913
14507,2.709056
14508,2.709168
14509,2.709013
14510,2.708988
14511,2.708905
14512,2.708746
14513,2.708663
14514,2.709066
14515,2.709219
14516,2.709065
14517,2.70901
14518,2.7092
14519,2.709195
14520,2.709154
14521,2.709003
14522,2.709052
14523,2.709101
14524,2.709113
14525,2.709135
14526,2.709218
14527,2.70924
14528,2.709212
14529,2.708954
14530,2.709083
14531,2.708885
14532,2.709058
14533,2.709142
14534,2.7089
14535,2.709306
14536,2.709247
14537,2.708997
14538,2.709021
14539,2.70926
14540,2.709074
14541,2.709177
14542,2.709269
14543,2.709349
14544,2.709311
14545,2.709246
14546,2.709133
14547,2.709553
14548,2.709408
14549,2.709345
14550,2.709509
14551,2.709759
14552,2.709712
14553,2.709264
14554,2.709301
14555,2.709144
14556,2.709342
14557,2.709197
14558,2.709576
14559,2.709527
14560,2.709627
14561,2.709306
14562,2.709196
14563,2.709367
14564,2.709305
14565,2.709553
14566,2.709391
14567,2.709076
14568,2.709151
14569,2.709004
14570,2.709407
14571,2.709227
14572,2.709168
14573,2.709323
14574,2.709342
14575,2.709444
14576,2.70936
14577,2.70946
14578,2.709408
14579,2.709254
14580,2.709262
14581,2.709334
14582,2.709264
14583,2.709508
14584,2.709249
14585,2.709162
14586,2.709212
14587,2.709135
14588,2.709242
14589,2.709149
14590,2.709251
14591,2.709189
14592,2.709013
14593,2.709134
14594,2.709269
14595,2.709512
14596,2.709466
14597,2.709246
14598,2.709082
14599,2.709238
14600,2.70904
14601,2.70924
14602,2.709141
14603,2.709046
14604,2.709208
14605,2.708985
14606,2.709063
14607,2.708839
14608,2.708988
14609,2.708779
14610,2.709008
14611,2.709395
14612,2.709038
14613,2.709046
14614,2.709061
14615,2.709131
14616,2.709265
14617,2.709163
14618,2.709046
14619,2.709176
14620,2.709221
14621,2.708963
14622,2.709015
14623,2.709119
14624,2.708931
14625,2.708878
14626,2.708882
14627,2.709064
14628,2.709368
14629,2.709262
14630,2.709024
14631,2.708977
14632,2.708978
14633,2.709038
14634,2.708934
14635,2.708633
14636,2.70844
14637,2.708427
14638,2.70842
14639,2.708722
14640,2.70877
14641,2.70898
14642,2.708944
14643,2.709051
14644,2.709101
14645,2.709028
14646,2.708973
14647,2.709135
14648,2.709171
14649,2.709306
14650,2.709175
14651,2.709007
14652,2.708847
14653,2.708987
14654,2.709167
14655,2.709391
14656,2.709136
14657,2.709085
14658,2.708961
14659,2.708777
14660,2.709246
14661,2.709194
14662,2.709108
14663,2.709152
14664,2.709063
14665,2.709149
14666,2.709157
14667,2.70874
14668,2.708973
14669,2.708908
14670,2.708694
14671,2.708902
14672,2.70917
14673,2.709155
14674,2.709314
14675,2.70907
14676,2.709063
14677,2.709009
14678,2.708972
14679,2.708814
14680,2.709035
14681,2.709085
14682,2.709019
14683,2.708954
14684,2.708785
14685,2.708949
14686,2.709052
14687,2.708874
14688,2.708657
14689,2.708843
14690,2.70909
14691,2.709098
14692,2.708841
14693,2.70866
14694,2.708859
14695,2.709096
14696,2.709225
14697,2.708946
14698,2.708458
14699,2.708721
14700,2.708553
14701,2.70875
14702,2.708949
14703,2.708956
14704,2.708847
14705,2.708918
14706,2.7089
14707,2.709035
14708,2.709075
14709,2.708935
14710,2.708819
14711,2.708654
14712,2.708868
14713,2.70894
14714,2.708959
14715,2.708755
14716,2.708869
14717,2.708779
14718,2.708916
14719,2.708994
14720,2.708979
14721,2.709028
14722,2.709035
14723,2.708877
14724,2.708853
14725,2.708846
14726,2.708691
14727,2.70861
14728,2.708676
14729,2.708861
14730,2.709017
14731,2.709158
14732,2.709242
14733,2.708976
14734,2.709097
14735,2.708637
14736,2.708628
14737,2.708547
14738,2.708755
14739,2.708926
14740,2.708764
14741,2.708605
14742,2.708848
14743,2.708962
14744,2.708746
14745,2.708549
14746,2.709035
14747,2.70898
14748,2.708918
14749,2.70912
14750,2.709086
14751,2.709047
14752,2.709135
14753,2.709271
14754,2.709225
14755,2.709411
14756,2.709523
14757,2.709236
14758,2.709284
14759,2.709039
14760,2.709177
14761,2.708988
14762,2.709107
14763,2.709095
14764,2.70893
14765,2.709082
14766,2.709223
14767,2.709207
14768,2.709045
14769,2.709239
14770,2.709183
14771,2.708974
14772,2.708981
14773,2.709205
14774,2.708946
14775,2.709062
14776,2.709079
14777,2.708739
14778,2.708907
14779,2.708968
14780,2.709216
14781,2.709178
14782,2.709144
14783,2.709423
14784,2.709295
14785,2.709131
14786,2.709072
14787,2.709266
14788,2.709552
14789,2.709516
14790,2.709359
14791,2.70944
14792,2.709351
14793,2.708915
14794,2.70882
14795,2.709018
14796,2.709288
14797,2.709183
14798,2.709229
14799,2.709084
14800,2.708902
14801,2.708646
14802,2.708664
14803,2.708869
14804,2.70893
14805,2.70866
14806,2.708476
14807,2.708345
14808,2.708641
14809,2.708678
14810,2.708795
14811,2.709101
14812,2.708939
14813,2.708857
14814,2.708713
14815,2.709043
14816,2.709219
14817,2.709216
14818,2.709047
14819,2.708742
14820,2.708999
14821,2.708942
14822,2.708673
14823,2.708437
14824,2.708744
14825,2.708613
14826,2.708581
14827,2.70864
14828,2.709045
14829,2.708695
14830,2.708975
14831,2.709085
14832,2.708931
14833,2.709019
14834,2.709256
14835,2.709144
14836,2.70903
14837,2.708966
14838,2.709216
14839,2.708964
14840,2.709045
14841,2.708894
14842,2.708851
14843,2.709019
14844,2.70882
14845,2.70896
14846,2.709032
14847,2.709448
14848,2.709385
14849,2.709508
14850,2.709248
14851,2.709401
14852,2.70935
14853,2.709247
14854,2.709223
14855,2.709288
14856,2.70882
14857,2.708921
14858,2.708985
14859,2.709046
14860,2.709023
14861,2.709144
14862,2.709086
14863,2.709196
14864,2.709199
14865,2.709269
14866,2.709468
14867,2.709456
14868,2.709481
14869,2.709346
14870,2.709182
14871,2.708847
14872,2.708817
14873,2.709087
14874,2.709122
14875,2.709168
14876,2.709292
14877,2.709072
14878,2.709204
14879,2.709166
14880,2.709188
14881,2.709338
14882,2.709273
14883,2.70919
14884,2.709161
14885,2.709253
14886,2.709257
14887,2.708858
14888,2.709194
14889,2.708994
14890,2.709111
14891,2.709149
14892,2.709037
14893,2.709152
14894,2.709205
14895,2.709149
14896,2.708736
14897,2.709027
14898,2.708854
14899,2.708869
14900,2.708697
14901,2.708961
14902,2.709066
14903,2.709324
14904,2.709156
14905,2.709019
14906,2.709084
14907,2.709113
14908,2.708761
14909,2.708791
14910,2.70911
14911,2.709095
14912,2.709264
14913,2.709658
14914,2.709525
14915,2.70969
14916,2.709641
14917,2.709677
14918,2.709564
14919,2.709354
14920,2.709266
14921,2.709335
14922,2.708935
14923,2.70936
14924,2.709203
14925,2.7092
14926,2.709002
14927,2.709203
14928,2.709266
14929,2.709422
14930,2.709439
14931,2.709616
14932,2.709615
14933,2.70935
14934,2.709319
14935,2.709507
14936,2.709459
14937,2.70952
14938,2.709115
14939,2.709243
14940,2.709299
14941,2.709229
14942,2.709275
14943,2.709343
14944,2.709165
14945,2.709247
14946,2.708821
14947,2.709014
14948,2.709086
14949,2.708759
14950,2.708959
14951,2.709272
14952,2.709397
14953,2.709048
14954,2.709183
14955,2.709235
14956,2.709246
14957,2.709588
14958,2.70942
14959,2.709284
14960,2.709015
14961,2.709136
14962,2.70892
14963,2.709016
14964,2.709158
14965,2.708994
14966,2.709101
14967,2.709005
14968,2.70912
14969,2.709234
14970,2.709011
14971,2.708871
14972,2.708862
14973,2.708844
14974,2.708855
14975,2.708628
14976,2.709003
14977,2.709096
14978,2.708624
14979,2.708636
14980,2.708685
14981,2.708575
14982,2.70878
14983,2.70904
14984,2.708685
14985,2.709166
14986,2.709314
14987,2.709125
14988,2.708879
14989,2.708632
14990,2.708467
14991,2.708916
14992,2.708952
14993,2.708884
14994,2.708767
14995,2.708863
14996,2.709078
14997,2.70906
14998,2.709239
14999,2.709209
15000,2.709265
15001,2.70931
15002,2.709306
15003,2.709128
15004,2.708958
15005,2.709122
15006,2.709087
15007,2.708899
15008,2.708907
15009,2.708694
15010,2.70902
15011,2.709206
15012,2.709038
15013,2.70913
15014,2.709369
15015,2.709078
15016,2.70898
15017,2.708989
15018,2.708992
15019,2.708898
15020,2.708485
15021,2.708731
15022,2.708825
15023,2.708705
15024,2.708922
15025,2.708848
15026,2.708983
15027,2.709245
15028,2.708886
15029,2.709428
15030,2.709074
15031,2.709107
15032,2.709325
15033,2.709094
15034,2.709132
15035,2.709153
15036,2.709156
15037,2.709002
15038,2.70889
15039,2.708492
15040,2.708402
15041,2.708557
15042,2.708829
15043,2.708924
15044,2.70884
15045,2.709223
15046,2.708823
15047,2.708905
15048,2.709278
15049,2.709247
15050,2.709107
15051,2.709032
15052,2.709159
15053,2.708876
15054,2.709029
15055,2.708866
15056,2.708654
15057,2.709095
15058,2.708827
15059,2.708776
15060,2.70874
15061,2.709084
15062,2.709023
15063,2.708853
15064,2.70875
15065,2.708922
15066,2.708867
15067,2.708845
15068,2.708869
15069,2.708872
15070,2.709094
15071,2.708949
15072,2.709034
15073,2.709159
15074,2.709061
15075,2.709357
15076,2.709468
15077,2.709359
15078,2.709317
15079,2.708927
15080,2.708785
15081,2.709022
15082,2.709482
15083,2.709431
15084,2.709265
15085,2.709611
15086,2.709269
15087,2.709574
15088,2.709378
15089,2.709345
15090,2.709238
15091,2.708952
15092,2.70914
15093,2.708867
15094,2.708991
15095,2.709025
15096,2.709203
15097,2.709203
15098,2.709147
15099,2.709069
15100,2.708986
15101,2.709113
15102,2.709252
15103,2.709361
15104,2.709151
15105,2.709391
15106,2.709047
15107,2.708908
15108,2.709018
15109,2.709333
15110,2.709425
15111,2.709412
15112,2.709522
15113,2.70927
15114,2.709052
15115,2.709163
15116,2.708916
15117,2.709151
15118,2.709263
15119,2.70939
15120,2.70943
15121,2.709391
15122,2.709307
15123,2.709291
15124,2.709036
15125,2.709232
15126,2.709275
15127,2.709216
15128,2.709373
15129,2.709291
15130,2.708939
15131,2.70908
15132,2.708995
15133,2.708995
15134,2.708809
15135,2.708714
15136,2.709007
15137,2.709041
15138,2.709054
15139,2.709125
15140,2.709097
15141,2.709197
15142,2.709091
15143,2.708916
15144,2.708815
15145,2.708892
15146,2.708909
15147,2.708918
15148,2.709078
15149,2.709053
15150,2.709113
15151,2.709364
15152,2.70914
15153,2.709121
15154,2.708991
15155,2.709298
15156,2.709314
15157,2.70914
15158,2.708957
15159,2.708775
15160,2.708656
15161,2.708911
15162,2.709139
15163,2.708857
15164,2.708825
15165,2.708892
15166,2.70887
15167,2.709149
15168,2.708929
15169,2.70901
15170,2.708922
15171,2.708917
15172,2.709072
15173,2.708818
15174,2.708773
15175,2.70885
15176,2.708493
15177,2.708582
15178,2.708985
15179,2.708673
15180,2.708841
15181,2.708698
15182,2.708603
15183,2.708812
15184,2.708875
15185,2.708524
15186,2.708681
15187,2.708894
15188,2.708841
15189,2.708745
15190,2.708454
15191,2.708658
15192,2.708579
15193,2.708604
15194,2.708676
15195,2.708875
15196,2.7088
15197,2.708575
15198,2.708359
15199,2.708465
15200,2.708657
15201,2.708605
15202,2.708711
15203,2.708854
15204,2.708773
15205,2.708844
15206,2.709055
15207,2.709207
15208,2.708777
15209,2.708717
15210,2.708772
15211,2.709221
15212,2.708863
15213,2.7087
15214,2.708704
15215,2.709143
15216,2.709029
15217,2.70901
15218,2.70906
15219,2.709019
15220,2.708799
15221,2.708824
15222,2.708994
15223,2.708884
15224,2.709084
15225,2.708764
15226,2.708432
15227,2.708772
15228,2.708954
15229,2.708669
15230,2.709014
15231,2.709188
15232,2.70906
15233,2.709205
15234,2.709063
15235,2.708848
15236,2.708636
15237,2.708957
15238,2.709126
15239,2.708898
15240,2.709028
15241,2.708948
15242,2.709109
15243,2.709155
15244,2.708806
15245,2.709116
15246,2.709355
15247,2.709205
15248,2.709088
15249,2.70882
15250,2.70873
15251,2.708407
15252,2.70878
15253,2.708609
15254,2.708835
15255,2.70895
15256,2.708975
15257,2.708727
15258,2.708621
15259,2.708988
15260,2.709071
15261,2.708692
15262,2.708885
15263,2.70902
15264,2.709225
15265,2.709111
15266,2.709198
15267,2.709212
15268,2.709306
15269,2.70946
15270,2.70915
15271,2.709118
15272,2.709084
15273,2.709389
15274,2.709407
15275,2.709198
15276,2.709225
15277,2.709316
15278,2.709218
15279,2.70912
15280,2.708974
15281,2.708957
15282,2.709013
15283,2.709106
15284,2.708925
15285,2.709114
15286,2.709096
15287,2.709298
15288,2.709463
15289,2.709276
15290,2.709123
15291,2.709157
15292,2.709071
15293,2.70917
15294,2.709224
15295,2.709222
15296,2.709431
15297,2.709449
15298,2.709299
15299,2.709124
15300,2.709147
15301,2.708997
15302,2.709194
15303,2.709105
15304,2.708992
15305,2.708823
15306,2.709046
15307,2.708992
15308,2.708789
15309,2.70853
15310,2.708823
15311,2.709041
15312,2.70897
15313,2.708885
15314,2.708946
15315,2.709317
15316,2.709308
15317,2.709337
15318,2.709333
15319,2.709448
15320,2.709419
15321,2.70956
15322,2.708875
15323,2.708818
15324,2.708749
15325,2.708926
15326,2.708965
15327,2.709051
15328,2.709397
15329,2.709634
15330,2.709474
15331,2.709292
15332,2.709308
15333,2.709328
15334,2.709355
15335,2.709345
15336,2.709338
15337,2.709195
15338,2.708977
15339,2.709074
15340,2.709058
15341,2.708908
15342,2.708765
15343,2.708994
15344,2.708877
15345,2.708899
15346,2.70909
15347,2.708987
15348,2.709367
15349,2.709113
15350,2.709521
15351,2.709367
15352,2.709149
15353,2.709394
15354,2.709143
15355,2.709337
15356,2.70925
15357,2.709442
15358,2.709168
15359,2.70911
15360,2.709022
15361,2.709195
15362,2.709323
15363,2.709296
15364,2.708569
15365,2.708929
15366,2.709126
15367,2.70903
15368,2.709242
15369,2.708844
15370,2.708745
15371,2.708939
15372,2.709141
15373,2.709147
15374,2.709487
15375,2.709262
15376,2.709585
15377,2.70953
15378,2.709567
15379,2.709523
15380,2.709381
15381,2.709263
15382,2.709316
15383,2.709378
15384,2.709281
15385,2.709552
15386,2.709329
15387,2.709242
15388,2.709343
15389,2.709364
15390,2.709375
15391,2.709172
15392,2.709387
15393,2.709051
15394,2.709417
15395,2.709438
15396,2.709547
15397,2.709208
15398,2.709368
15399,2.709544
15400,2.709555
15401,2.709441
15402,2.709543
15403,2.709282
15404,2.709558
15405,2.70941
15406,2.709337
15407,2.709034
15408,2.709216
15409,2.709329
15410,2.709382
15411,2.709232
15412,2.709183
15413,2.709277
15414,2.7092
15415,2.709426
15416,2.709293
15417,2.709278
15418,2.709238
15419,2.708894
15420,2.709287
15421,2.70921
15422,2.709188
15423,2.709183
15424,2.709194
15425,2.709374
15426,2.709429
15427,2.709212
15428,2.709061
15429,2.708914
15430,2.708995
15431,2.709276
15432,2.709386
15433,2.709152
15434,2.709367
15435,2.709475
15436,2.709125
15437,2.709401
15438,2.709267
15439,2.709368
15440,2.709469
15441,2.709564
15442,2.709432
15443,2.709286
15444,2.709398
15445,2.709242
15446,2.709064
15447,2.708832
15448,2.709087
15449,2.709124
15450,2.709102
15451,2.709015
15452,2.709181
15453,2.70915
15454,2.708995
15455,2.709169
15456,2.709182
15457,2.709316
15458,2.709052
15459,2.709174
15460,2.709422
15461,2.709476
15462,2.709437
15463,2.709198
15464,2.709048
15465,2.709404
15466,2.709109
15467,2.709135
15468,2.709211
15469,2.709146
15470,2.708979
15471,2.70907
15472,2.709208
15473,2.709265
15474,2.709153
15475,2.709348
15476,2.709481
15477,2.709422
15478,2.709268
15479,2.70961
15480,2.709814
15481,2.709707
15482,2.709633
15483,2.709609
15484,2.709503
15485,2.709765
15486,2.709669
15487,2.709632
15488,2.709559
15489,2.709672
15490,2.70926
15491,2.709239
15492,2.709257
15493,2.708948
15494,2.709049
15495,2.708838
15496,2.709202
15497,2.709294
15498,2.709332
15499,2.70947
15500,2.709279
15501,2.709124
15502,2.709448
15503,2.709407
15504,2.709558
15505,2.709358
15506,2.709303
15507,2.709102
15508,2.708667
15509,2.708944
15510,2.709586
15511,2.709141
15512,2.709306
15513,2.709434
15514,2.709479
15515,2.709508
15516,2.709727
15517,2.709497
15518,2.709372
15519,2.709501
15520,2.709539
15521,2.709086
15522,2.708997
15523,2.708977
15524,2.709018
15525,2.709275
15526,2.709621
15527,2.70953
15528,2.70953
15529,2.70968
15530,2.709399
15531,2.709371
15532,2.709233
15533,2.709483
15534,2.709545
15535,2.709298
15536,2.709665
15537,2.709682
15538,2.709597
15539,2.709582
15540,2.709578
15541,2.709473
15542,2.709426
15543,2.709168
15544,2.709218
15545,2.709616
15546,2.709594
15547,2.709481
15548,2.709557
15549,2.709879
15550,2.709898
15551,2.709755
15552,2.709801
15553,2.709634
15554,2.709528
15555,2.709514
15556,2.709484
15557,2.709512
15558,2.709596
15559,2.709454
15560,2.709209
15561,2.70913
15562,2.709527
15563,2.709021
15564,2.709136
15565,2.709188
15566,2.709567
15567,2.709333
15568,2.70943
15569,2.709526
15570,2.709549
15571,2.709586
15572,2.70949
15573,2.70924
15574,2.709312
15575,2.709354
15576,2.709239
15577,2.709346
15578,2.709075
15579,2.70925
15580,2.709497
15581,2.70953
15582,2.709774
15583,2.709707
15584,2.709668
15585,2.709321
15586,2.70945
15587,2.709438
15588,2.709598
15589,2.709839
15590,2.709671
15591,2.709262
15592,2.709556
15593,2.709013
15594,2.709382
15595,2.709164
15596,2.709471
15597,2.709614
15598,2.709415
15599,2.709285
15600,2.709225
15601,2.709284
15602,2.709475
15603,2.708917
15604,2.709109
15605,2.708992
15606,2.708515
15607,2.708736
15608,2.708835
15609,2.708956
15610,2.709096
15611,2.709142
15612,2.709081
15613,2.709148
15614,2.709083
15615,2.709047
15616,2.709182
15617,2.709233
15618,2.708974
15619,2.708682
15620,2.708468
15621,2.708679
15622,2.708627
15623,2.708854
15624,2.709005
15625,2.709095
15626,2.708912
15627,2.708824
15628,2.708822
15629,2.709048
15630,2.708829
15631,2.708701
15632,2.708937
15633,2.709272
15634,2.709143
15635,2.708984
15636,2.708936
15637,2.709161
15638,2.709085
15639,2.709185
15640,2.709216
15641,2.708965
15642,2.709293
15643,2.709211
15644,2.709167
15645,2.70896
15646,2.709042
15647,2.70897
15648,2.709183
15649,2.70903
15650,2.708825
15651,2.708806
15652,2.708874
15653,2.709152
15654,2.709416
15655,2.70911
15656,2.708883
15657,2.709084
15658,2.708721
15659,2.7089
15660,2.708785
15661,2.709008
15662,2.709227
15663,2.70944
15664,2.70952
15665,2.709454
15666,2.709446
15667,2.709457
15668,2.709155
15669,2.709152
15670,2.709317
15671,2.709625
15672,2.709082
15673,2.709208
15674,2.709324
15675,2.709296
15676,2.709045
15677,2.709061
15678,2.709067
15679,2.709311
15680,2.709078
15681,2.708858
15682,2.708791
15683,2.708649
15684,2.708817
15685,2.708851
15686,2.708749
15687,2.709007
15688,2.709002
15689,2.70908
15690,2.70897
15691,2.708862
15692,2.708816
15693,2.708673
15694,2.708665
15695,2.708935
15696,2.70889
15697,2.70912
15698,2.709321
15699,2.709394
15700,2.709468
15701,2.709414
15702,2.709101
15703,2.709525
15704,2.709239
15705,2.709192
15706,2.709298
15707,2.70943
15708,2.709317
15709,2.708924
15710,2.709183
15711,2.709212
15712,2.709404
15713,2.709121
15714,2.709046
15715,2.709191
15716,2.709065
15717,2.708939
15718,2.708957
15719,2.708999
15720,2.708978
15721,2.70877
15722,2.708627
15723,2.708733
15724,2.709165
15725,2.709268
15726,2.709051
15727,2.708899
15728,2.709174
15729,2.709165
15730,2.709271
15731,2.709063
15732,2.70928
15733,2.709349
15734,2.709507
15735,2.709437
15736,2.709424
15737,2.709524
15738,2.709319
15739,2.708991
15740,2.70914
15741,2.709298
15742,2.709215
15743,2.709014
15744,2.708959
15745,2.708899
15746,2.709146
15747,2.70897
15748,2.709158
15749,2.709291
15750,2.709255
15751,2.709143
15752,2.708825
15753,2.709121
15754,2.70898
15755,2.708906
15756,2.709222
15757,2.709211
15758,2.709404
15759,2.709387
15760,2.709133
15761,2.708992
15762,2.70886
15763,2.709005
15764,2.70917
15765,2.709306
15766,2.709288
15767,2.709342
15768,2.709109
15769,2.70892
15770,2.708786
15771,2.709071
15772,2.708977
15773,2.708957
15774,2.70898
15775,2.70882
15776,2.708429
15777,2.708771
15778,2.708593
15779,2.708914
15780,2.708776
15781,2.708746
15782,2.708717
15783,2.708913
15784,2.709177
15785,2.709124
15786,2.70909
15787,2.708972
15788,2.70916
15789,2.70911
15790,2.708848
15791,2.708766
15792,2.70896
15793,2.708892
15794,2.709012
15795,2.709099
15796,2.709152
15797,2.709389
15798,2.70925
15799,2.708999
15800,2.708992
15801,2.709001
15802,2.70879
15803,2.708798
15804,2.708755
15805,2.708741
15806,2.708671
15807,2.709055
15808,2.709093
15809,2.708897
15810,2.70896
15811,2.70892
15812,2.708984
15813,2.708997
15814,2.70886
15815,2.708787
15816,2.70917
15817,2.709079
15818,2.708882
15819,2.709109
15820,2.708982
15821,2.708692
15822,2.708703
15823,2.708863
15824,2.708725
15825,2.708746
15826,2.708853
15827,2.709047
15828,2.709036
15829,2.709054
15830,2.708765
15831,2.709118
15832,2.709414
15833,2.709209
15834,2.708715
15835,2.708858
15836,2.70909
15837,2.709047
15838,2.70884
15839,2.708719
15840,2.708759
15841,2.70916
15842,2.70901
15843,2.709136
15844,2.709305
15845,2.709166
15846,2.70888
15847,2.708926
15848,2.708773
15849,2.708884
15850,2.709302
15851,2.708855
15852,2.708744
15853,2.70891
15854,2.709024
15855,2.709013
15856,2.708952
15857,2.708998
15858,2.709027
15859,2.709118
15860,2.709198
15861,2.709043
15862,2.708931
15863,2.7089
15864,2.709178
15865,2.709278
15866,2.709247
15867,2.709286
15868,2.70923
15869,2.709116
15870,2.709001
15871,2.709062
15872,2.70909
15873,2.709194
15874,2.709177
15875,2.708934
15876,2.70912
15877,2.70906
15878,2.709204
15879,2.708962
15880,2.708917
15881,2.70902
15882,2.709051
15883,2.709016
15884,2.708954
15885,2.709031
15886,2.708982
15887,2.709043
15888,2.709013
15889,2.708943
15890,2.708818
15891,2.708848
15892,2.709026
15893,2.709122
15894,2.708981
15895,2.708451
15896,2.708667
15897,2.708741
15898,2.709001
15899,2.708879
15900,2.708896
15901,2.70915
15902,2.709072
15903,2.708922
15904,2.709071
15905,2.709359
15906,2.709157
15907,2.709279
15908,2.708979
15909,2.709228
15910,2.709387
15911,2.709405
15912,2.709228
15913,2.708755
15914,2.708827
15915,2.70899
15916,2.708878
15917,2.708845
15918,2.70865
15919,2.708736
15920,2.70875
15921,2.708778
15922,2.70877
