EL34143A exported datalog,
File type: CSV,
File version: 1,
,
Per division: 5.000000,
Offset: -3.111111,
Trigger position: 0,
Sample interval: 0.49999872,
Number of sample: 172800/172800,
Trigger sample: 0,
Number of pre-trigger sample: 0,
Date: 2025/03/03 03:23:09,
,
"V1: 0.500000, 1.340000",
"I1: 1.000000, 0.000000",
"P1: 5.000000, 0.000000",
,
Power Enabled:,None
,
Enable:,Volt avg 1
97909,2.647156
97910,2.647472
97911,2.647631
97912,2.647502
97913,2.647478
97914,2.647257
97915,2.647208
97916,2.647008
97917,2.647576
97918,2.647885
97919,2.647516
97920,2.647542
97921,2.647339
97922,2.647148
97923,2.647019
97924,2.646959
97925,2.647242
97926,2.647266
97927,2.647219
97928,2.647333
97929,2.64732
97930,2.647337
97931,2.647053
97932,2.647341
97933,2.647664
97934,2.647364
97935,2.647501
97936,2.647678
97937,2.647175
97938,2.647161
97939,2.647132
97940,2.647302
97941,2.647508
97942,2.647285
97943,2.647272
97944,2.647051
97945,2.647082
97946,2.6472
97947,2.647294
97948,2.647375
97949,2.647515
97950,2.647501
97951,2.647339
97952,2.647364
97953,2.647365
97954,2.647495
97955,2.647517
97956,2.647537
97957,2.647556
97958,2.647714
97959,2.647509
97960,2.64728
97961,2.647164
97962,2.647552
97963,2.647338
97964,2.647195
97965,2.647389
97966,2.647475
97967,2.647696
97968,2.64755
97969,2.647299
97970,2.64719
97971,2.647588
97972,2.647559
97973,2.647491
97974,2.647456
97975,2.647148
97976,2.647125
97977,2.647009
97978,2.646972
97979,2.647469
97980,2.647413
97981,2.647316
97982,2.647473
97983,2.647543
97984,2.64757
97985,2.647474
97986,2.647581
97987,2.647736
97988,2.64776
97989,2.647714
97990,2.647742
97991,2.647708
97992,2.647826
97993,2.647733
97994,2.647829
97995,2.647502
97996,2.647563
97997,2.647627
97998,2.647376
97999,2.647349
98000,2.647676
98001,2.647397
98002,2.647273
98003,2.64706
98004,2.647344
98005,2.647019
98006,2.64711
98007,2.647108
98008,2.647195
98009,2.647071
98010,2.646811
98011,2.646849
98012,2.646981
98013,2.646637
98014,2.646999
98015,2.647207
98016,2.647071
98017,2.647078
98018,2.647104
98019,2.646963
98020,2.647002
98021,2.647346
98022,2.647466
98023,2.647324
98024,2.647243
98025,2.647111
98026,2.647332
98027,2.647069
98028,2.64716
98029,2.647425
98030,2.647565
98031,2.647459
98032,2.64713
98033,2.647042
98034,2.647228
98035,2.647406
98036,2.647079
98037,2.646935
98038,2.647079
98039,2.647091
98040,2.647557
98041,2.647383
98042,2.647249
98043,2.647224
98044,2.647341
98045,2.64715
98046,2.647294
98047,2.647238
98048,2.647308
98049,2.647531
98050,2.647084
98051,2.647399
98052,2.647564
98053,2.647335
98054,2.647431
98055,2.647605
98056,2.647491
98057,2.647508
98058,2.647797
98059,2.647726
98060,2.647388
98061,2.647275
98062,2.647122
98063,2.647261
98064,2.647252
98065,2.647057
98066,2.64755
98067,2.647301
98068,2.647661
98069,2.647869
98070,2.647766
98071,2.647426
98072,2.647632
98073,2.647388
98074,2.647321
98075,2.647169
98076,2.646976
98077,2.64729
98078,2.647015
98079,2.647384
98080,2.647274
98081,2.647012
98082,2.647255
98083,2.647421
98084,2.647141
98085,2.647096
98086,2.647374
98087,2.647296
98088,2.647295
98089,2.647087
98090,2.647326
98091,2.646986
98092,2.647387
98093,2.64751
98094,2.647511
98095,2.647216
98096,2.647142
98097,2.6473
98098,2.647127
98099,2.64728
98100,2.647216
98101,2.647063
98102,2.646921
98103,2.646914
98104,2.646941
98105,2.647128
98106,2.647304
98107,2.647088
98108,2.647061
98109,2.647147
98110,2.647287
98111,2.647372
98112,2.647377
98113,2.647349
98114,2.647213
98115,2.646986
98116,2.64709
98117,2.646938
98118,2.647044
98119,2.647164
98120,2.647055
98121,2.647287
98122,2.647367
98123,2.647334
98124,2.64694
98125,2.647108
98126,2.647496
98127,2.647212
98128,2.647249
98129,2.647008
98130,2.647065
98131,2.64699
98132,2.646955
98133,2.646895
98134,2.64703
98135,2.647185
98136,2.647094
98137,2.646998
98138,2.647101
98139,2.647178
98140,2.64717
98141,2.647077
98142,2.647113
98143,2.646948
98144,2.646885
98145,2.646931
98146,2.647279
98147,2.647337
98148,2.647242
98149,2.647501
98150,2.647298
98151,2.647456
98152,2.647162
98153,2.647146
98154,2.647143
98155,2.646988
98156,2.647277
98157,2.647188
98158,2.647299
98159,2.647245
98160,2.647257
98161,2.647512
98162,2.64742
98163,2.647485
98164,2.647386
98165,2.647293
98166,2.647357
98167,2.647165
98168,2.647267
98169,2.647255
98170,2.647027
98171,2.646808
98172,2.647066
98173,2.646941
98174,2.646868
98175,2.646717
98176,2.64691
98177,2.646936
98178,2.647058
98179,2.646842
98180,2.646877
98181,2.646797
98182,2.646534
98183,2.646714
98184,2.646713
98185,2.646863
98186,2.647235
98187,2.647211
98188,2.646864
98189,2.646738
98190,2.646713
98191,2.646985
98192,2.647142
98193,2.647259
98194,2.647338
98195,2.647115
98196,2.647351
98197,2.647516
98198,2.647428
98199,2.647088
98200,2.647202
98201,2.647123
98202,2.647198
98203,2.6473
98204,2.647202
98205,2.646842
98206,2.646974
98207,2.647138
98208,2.646884
98209,2.646985
98210,2.646928
98211,2.646646
98212,2.646818
98213,2.646585
98214,2.646825
98215,2.646933
98216,2.64716
98217,2.646877
98218,2.64717
98219,2.647188
98220,2.647163
98221,2.647214
98222,2.647128
98223,2.647256
98224,2.647356
98225,2.647063
98226,2.64699
98227,2.646762
98228,2.646959
98229,2.647133
98230,2.646719
98231,2.646704
98232,2.646576
98233,2.646574
98234,2.646729
98235,2.646589
98236,2.646881
98237,2.647065
98238,2.647082
98239,2.647065
98240,2.646749
98241,2.646972
98242,2.646782
98243,2.64676
98244,2.64681
98245,2.647229
98246,2.646937
98247,2.646802
98248,2.646728
98249,2.646703
98250,2.646787
98251,2.64704
98252,2.647047
98253,2.646637
98254,2.646601
98255,2.646712
98256,2.646996
98257,2.646693
98258,2.646984
98259,2.647052
98260,2.646976
98261,2.646507
98262,2.646551
98263,2.646587
98264,2.646934
98265,2.647212
98266,2.647042
98267,2.647081
98268,2.646604
98269,2.646688
98270,2.646452
98271,2.646737
98272,2.646867
98273,2.646788
98274,2.646596
98275,2.646523
98276,2.646734
98277,2.646493
98278,2.646801
98279,2.647003
98280,2.647254
98281,2.646864
98282,2.647116
98283,2.647022
98284,2.646838
98285,2.647003
98286,2.646884
98287,2.646852
98288,2.646865
98289,2.646894
98290,2.647043
98291,2.647102
98292,2.647079
98293,2.647001
98294,2.647118
98295,2.64704
98296,2.647089
98297,2.647046
98298,2.647135
98299,2.646938
98300,2.646936
98301,2.646823
98302,2.647177
98303,2.647192
98304,2.646851
98305,2.646965
98306,2.646745
98307,2.646982
98308,2.646994
98309,2.646794
98310,2.646744
98311,2.646921
98312,2.646661
98313,2.646698
98314,2.646577
98315,2.646319
98316,2.64657
98317,2.646936
98318,2.646969
98319,2.64689
98320,2.646906
98321,2.6469
98322,2.647011
98323,2.647133
98324,2.647199
98325,2.646965
98326,2.64711
98327,2.647258
98328,2.647097
98329,2.647035
98330,2.647077
98331,2.647193
98332,2.647181
98333,2.647237
98334,2.647109
98335,2.646895
98336,2.647044
98337,2.647218
98338,2.647002
98339,2.647035
98340,2.647141
98341,2.647313
98342,2.64723
98343,2.647235
98344,2.647347
98345,2.647113
98346,2.646818
98347,2.6468
98348,2.646836
98349,2.646966
98350,2.646784
98351,2.646966
98352,2.646887
98353,2.646917
98354,2.647188
98355,2.647242
98356,2.647412
98357,2.647228
98358,2.647114
98359,2.646896
98360,2.646981
98361,2.647046
98362,2.647388
98363,2.647083
98364,2.64708
98365,2.647104
98366,2.646856
98367,2.647019
98368,2.647145
98369,2.647233
98370,2.647212
98371,2.647007
98372,2.647187
98373,2.647121
98374,2.647286
98375,2.647228
98376,2.646787
98377,2.646699
98378,2.646739
98379,2.646893
98380,2.646695
98381,2.646811
98382,2.646915
98383,2.646965
98384,2.646931
98385,2.646825
98386,2.64655
98387,2.646354
98388,2.646463
98389,2.646865
98390,2.646784
98391,2.646714
98392,2.646831
98393,2.646922
98394,2.64691
98395,2.646994
98396,2.646514
98397,2.64674
98398,2.646708
98399,2.646688
98400,2.646604
98401,2.646747
98402,2.646667
98403,2.646757
98404,2.646729
98405,2.646861
98406,2.64703
98407,2.646867
98408,2.646939
98409,2.646742
98410,2.646692
98411,2.646724
98412,2.64668
98413,2.646672
98414,2.646845
98415,2.646762
98416,2.646906
98417,2.646822
98418,2.646783
98419,2.646755
98420,2.646737
98421,2.646909
98422,2.646688
98423,2.646601
98424,2.646339
98425,2.646225
98426,2.646326
98427,2.646217
98428,2.646392
98429,2.646522
98430,2.646737
98431,2.646633
98432,2.646472
98433,2.646405
98434,2.646241
98435,2.646259
98436,2.646497
98437,2.646466
98438,2.646351
98439,2.646511
98440,2.646461
98441,2.646756
98442,2.646601
98443,2.646456
98444,2.646551
98445,2.646739
98446,2.646744
98447,2.646735
98448,2.646533
98449,2.646443
98450,2.646497
98451,2.646215
98452,2.64665
98453,2.646703
98454,2.646915
98455,2.646763
98456,2.646668
98457,2.646586
98458,2.646863
98459,2.64663
98460,2.646616
98461,2.646321
98462,2.64654
98463,2.646652
98464,2.646488
98465,2.64627
98466,2.646039
98467,2.646077
98468,2.645937
98469,2.646178
98470,2.646242
98471,2.646414
98472,2.646578
98473,2.646781
98474,2.646789
98475,2.647009
98476,2.646861
98477,2.646588
98478,2.646455
98479,2.646565
98480,2.646631
98481,2.646729
98482,2.646455
98483,2.646308
98484,2.646713
98485,2.646632
98486,2.64658
98487,2.646327
98488,2.64632
98489,2.646832
98490,2.646683
98491,2.646679
98492,2.646402
98493,2.646755
98494,2.646741
98495,2.646801
98496,2.646668
98497,2.646778
98498,2.646791
98499,2.646763
98500,2.646665
98501,2.64662
98502,2.64657
98503,2.646735
98504,2.647074
98505,2.646935
98506,2.646905
98507,2.646787
98508,2.646581
98509,2.646904
98510,2.646813
98511,2.646808
98512,2.646641
98513,2.646625
98514,2.646664
98515,2.646515
98516,2.646698
98517,2.646847
98518,2.646685
98519,2.646575
98520,2.646675
98521,2.646571
98522,2.646611
98523,2.64637
98524,2.646584
98525,2.646723
98526,2.646535
98527,2.646761
98528,2.646378
98529,2.64667
98530,2.64641
98531,2.646394
98532,2.6464
98533,2.646382
98534,2.646502
98535,2.646698
98536,2.646537
98537,2.646717
98538,2.646964
98539,2.646798
98540,2.646875
98541,2.646631
98542,2.646794
98543,2.64659
98544,2.64673
98545,2.646651
98546,2.646792
98547,2.646546
98548,2.646723
98549,2.646457
98550,2.646652
98551,2.646945
98552,2.64684
98553,2.646806
98554,2.646725
98555,2.646562
98556,2.646569
98557,2.646669
98558,2.646418
98559,2.646399
98560,2.646027
98561,2.646221
98562,2.646423
98563,2.646255
98564,2.646283
98565,2.646275
98566,2.646406
98567,2.646421
98568,2.646527
98569,2.646631
98570,2.646208
98571,2.646497
98572,2.646571
98573,2.646531
98574,2.646466
98575,2.646123
98576,2.646255
98577,2.646519
98578,2.646388
98579,2.646091
98580,2.646296
98581,2.646322
98582,2.646175
98583,2.646606
98584,2.646662
98585,2.646753
98586,2.646649
98587,2.646643
98588,2.646157
98589,2.646088
98590,2.646204
98591,2.646043
98592,2.646342
98593,2.646576
98594,2.646463
98595,2.646336
98596,2.646248
98597,2.646201
98598,2.646526
98599,2.646096
98600,2.646148
98601,2.646114
98602,2.646337
98603,2.646287
98604,2.646543
98605,2.646755
98606,2.646482
98607,2.646393
98608,2.646102
98609,2.646522
98610,2.646286
98611,2.646141
98612,2.646137
98613,2.646549
98614,2.646515
98615,2.64608
98616,2.645903
98617,2.646218
98618,2.646337
98619,2.645961
98620,2.64587
98621,2.645719
98622,2.646049
98623,2.645991
98624,2.645911
98625,2.645865
98626,2.645968
98627,2.645887
98628,2.645873
98629,2.645883
98630,2.645769
98631,2.646132
98632,2.646116
98633,2.646214
98634,2.646249
98635,2.646259
98636,2.645974
98637,2.64607
98638,2.646353
98639,2.64628
98640,2.646431
98641,2.646168
98642,2.646042
98643,2.64635
98644,2.646322
98645,2.646464
98646,2.646823
98647,2.646686
98648,2.646456
98649,2.646343
98650,2.646631
98651,2.646334
98652,2.646181
98653,2.646458
98654,2.646451
98655,2.64652
98656,2.646634
98657,2.646377
98658,2.64636
98659,2.646563
98660,2.646684
98661,2.646751
98662,2.646717
98663,2.646747
98664,2.646548
98665,2.646586
98666,2.646679
98667,2.646616
98668,2.646356
98669,2.646592
98670,2.646455
98671,2.646717
98672,2.64662
98673,2.646749
98674,2.646582
98675,2.646309
98676,2.646516
98677,2.646373
98678,2.646336
98679,2.646645
98680,2.646654
98681,2.646767
98682,2.646625
98683,2.646632
98684,2.646568
98685,2.646234
98686,2.646025
98687,2.645921
98688,2.646132
98689,2.646064
98690,2.64612
98691,2.646139
98692,2.645982
98693,2.646154
98694,2.646558
98695,2.646067
98696,2.646093
98697,2.646344
98698,2.646385
98699,2.646285
98700,2.646077
98701,2.646679
98702,2.646741
98703,2.64668
98704,2.646252
98705,2.64654
98706,2.64632
98707,2.646404
98708,2.646002
98709,2.646228
98710,2.646291
98711,2.646472
98712,2.646214
98713,2.646052
98714,2.64628
98715,2.646129
98716,2.646228
98717,2.646098
98718,2.646023
98719,2.646002
98720,2.646232
98721,2.646044
98722,2.646456
98723,2.646369
98724,2.646159
98725,2.645901
98726,2.646249
98727,2.646269
98728,2.646091
98729,2.646225
98730,2.646298
98731,2.646305
98732,2.646358
98733,2.646109
98734,2.646551
98735,2.64647
98736,2.646259
98737,2.645848
98738,2.646134
98739,2.646171
98740,2.646277
98741,2.646545
98742,2.646517
98743,2.64648
98744,2.646438
98745,2.64622
98746,2.64644
98747,2.64633
98748,2.646302
98749,2.646636
98750,2.64647
98751,2.646279
98752,2.646706
98753,2.646412
98754,2.646521
98755,2.64624
98756,2.646105
98757,2.645738
98758,2.646077
98759,2.646005
98760,2.646023
98761,2.645902
98762,2.645819
98763,2.645774
98764,2.645808
98765,2.64596
98766,2.64569
98767,2.645604
98768,2.645451
98769,2.645565
98770,2.645782
98771,2.645753
98772,2.645285
98773,2.64555
98774,2.645958
98775,2.646048
98776,2.646043
98777,2.646013
98778,2.645854
98779,2.645944
98780,2.645934
98781,2.645856
98782,2.645865
98783,2.645871
98784,2.646072
98785,2.646404
98786,2.646328
98787,2.645995
98788,2.645852
98789,2.646045
98790,2.645869
98791,2.646043
98792,2.645515
98793,2.64571
98794,2.64575
98795,2.645906
98796,2.645361
98797,2.645238
98798,2.645604
98799,2.645474
98800,2.645817
98801,2.646073
98802,2.646168
98803,2.645758
98804,2.645955
98805,2.646101
98806,2.646215
98807,2.645992
98808,2.645888
98809,2.645955
98810,2.646082
98811,2.646024
98812,2.645912
98813,2.645935
98814,2.645589
98815,2.645865
98816,2.646029
98817,2.646022
98818,2.645663
98819,2.645807
98820,2.645704
98821,2.645645
98822,2.645962
98823,2.645888
98824,2.645698
98825,2.645593
98826,2.645928
98827,2.645815
98828,2.646053
98829,2.646078
98830,2.645988
98831,2.646152
98832,2.646012
98833,2.645779
98834,2.645782
98835,2.645823
98836,2.645713
98837,2.645853
98838,2.646009
98839,2.646219
98840,2.645988
98841,2.645974
98842,2.64611
98843,2.645989
98844,2.646254
98845,2.646252
98846,2.646314
98847,2.646309
98848,2.646177
98849,2.646059
98850,2.646038
98851,2.64598
98852,2.646096
98853,2.645916
98854,2.645903
98855,2.646078
98856,2.646255
98857,2.646334
98858,2.646269
98859,2.646406
98860,2.646395
98861,2.646337
98862,2.646007
98863,2.646108
98864,2.646158
98865,2.646015
98866,2.646213
98867,2.646299
98868,2.646515
98869,2.64628
98870,2.646168
98871,2.646114
98872,2.646115
98873,2.645662
98874,2.646041
98875,2.645911
98876,2.646015
98877,2.64616
98878,2.646193
98879,2.646238
98880,2.646158
98881,2.646218
98882,2.646444
98883,2.646259
98884,2.646237
98885,2.646105
98886,2.645867
98887,2.645601
98888,2.645651
98889,2.645677
98890,2.645818
98891,2.646113
98892,2.645977
98893,2.645804
98894,2.645776
98895,2.645757
98896,2.645905
98897,2.645961
98898,2.645775
98899,2.645927
98900,2.646101
98901,2.646247
98902,2.646146
98903,2.64582
98904,2.646208
98905,2.646184
98906,2.646023
98907,2.645637
98908,2.64595
98909,2.645724
98910,2.645566
98911,2.64569
98912,2.645783
98913,2.645617
98914,2.645652
98915,2.645469
98916,2.645662
98917,2.645799
98918,2.645963
98919,2.645873
98920,2.645694
98921,2.64545
98922,2.645449
98923,2.645674
98924,2.645211
98925,2.645671
98926,2.645689
98927,2.645649
98928,2.645427
98929,2.645537
98930,2.645382
98931,2.645783
98932,2.645789
98933,2.645715
98934,2.645686
98935,2.645717
98936,2.645951
98937,2.645971
98938,2.645677
98939,2.645661
98940,2.645646
98941,2.645856
98942,2.645865
98943,2.645851
98944,2.646056
98945,2.646086
98946,2.645801
98947,2.645553
98948,2.645732
98949,2.645679
98950,2.645675
98951,2.645478
98952,2.645509
98953,2.645452
98954,2.645471
98955,2.645303
98956,2.645074
98957,2.644927
98958,2.64522
98959,2.645308
98960,2.645624
98961,2.645578
98962,2.645487
98963,2.645478
98964,2.645448
98965,2.645592
98966,2.645292
98967,2.645261
98968,2.645351
98969,2.645254
98970,2.645208
98971,2.645535
98972,2.645357
98973,2.645507
98974,2.645164
98975,2.645397
98976,2.645674
98977,2.645702
98978,2.645678
98979,2.645623
98980,2.645637
98981,2.646041
98982,2.645983
98983,2.645542
98984,2.645197
98985,2.645462
98986,2.645473
98987,2.645552
98988,2.645247
98989,2.645613
98990,2.645541
98991,2.645514
98992,2.64584
98993,2.645915
98994,2.645786
98995,2.645497
98996,2.645627
98997,2.645689
98998,2.645736
98999,2.645487
99000,2.645399
99001,2.645271
99002,2.645467
99003,2.645553
99004,2.645376
99005,2.64524
99006,2.645044
99007,2.645434
99008,2.645397
99009,2.645478
99010,2.645519
99011,2.645547
99012,2.64547
99013,2.645635
99014,2.645475
99015,2.645129
99016,2.645385
99017,2.645545
99018,2.64549
99019,2.645523
99020,2.645574
99021,2.645559
99022,2.64519
99023,2.645247
99024,2.645505
99025,2.645675
99026,2.645547
99027,2.645571
99028,2.645473
99029,2.645825
99030,2.645693
99031,2.64568
99032,2.64569
99033,2.645582
99034,2.645252
99035,2.645347
99036,2.645262
99037,2.645437
99038,2.645282
99039,2.64523
99040,2.645151
99041,2.645036
99042,2.645424
99043,2.645655
99044,2.645564
99045,2.645357
99046,2.645324
99047,2.645477
99048,2.645305
99049,2.64552
99050,2.645427
99051,2.645536
99052,2.645341
99053,2.645415
99054,2.64506
99055,2.645339
99056,2.645452
99057,2.645471
99058,2.645299
99059,2.64541
99060,2.645514
99061,2.645621
99062,2.645848
99063,2.645993
99064,2.6461
99065,2.646057
99066,2.64584
99067,2.645342
99068,2.645431
99069,2.645824
99070,2.645724
99071,2.645679
99072,2.645851
99073,2.645715
99074,2.645631
99075,2.645515
99076,2.645608
99077,2.645537
99078,2.645772
99079,2.645598
99080,2.645469
99081,2.645662
99082,2.645495
99083,2.645514
99084,2.645521
99085,2.645713
99086,2.645775
99087,2.645535
99088,2.645504
99089,2.645693
99090,2.645775
99091,2.645906
99092,2.645577
99093,2.645882
99094,2.645631
99095,2.645703
99096,2.645689
99097,2.645284
99098,2.645461
99099,2.645393
99100,2.645265
99101,2.645511
99102,2.645819
99103,2.64576
99104,2.645615
99105,2.6455
99106,2.645143
99107,2.645064
99108,2.64531
99109,2.64542
99110,2.645226
99111,2.644995
99112,2.645166
99113,2.645339
99114,2.64564
99115,2.645562
99116,2.645505
99117,2.6455
99118,2.645223
99119,2.645426
99120,2.645637
99121,2.645529
99122,2.645283
99123,2.645444
99124,2.64556
99125,2.645424
99126,2.645731
99127,2.645601
99128,2.645808
99129,2.645602
99130,2.645509
99131,2.645231
99132,2.64553
99133,2.645768
99134,2.645543
99135,2.645429
99136,2.645377
99137,2.645537
99138,2.645446
99139,2.64555
99140,2.645749
99141,2.645961
99142,2.645837
99143,2.64582
99144,2.645883
99145,2.645886
99146,2.646093
99147,2.646159
99148,2.645926
99149,2.645528
99150,2.645444
99151,2.645344
99152,2.64541
99153,2.645773
99154,2.645719
99155,2.64581
99156,2.645524
99157,2.64561
99158,2.645594
99159,2.645776
99160,2.64576
99161,2.645447
99162,2.645342
99163,2.645552
99164,2.645221
99165,2.645307
99166,2.645516
99167,2.64553
99168,2.645325
99169,2.645421
99170,2.645414
99171,2.645442
99172,2.646115
99173,2.645746
99174,2.6458
99175,2.645334
99176,2.645526
99177,2.645701
99178,2.645743
99179,2.645694
99180,2.645445
99181,2.645587
99182,2.645738
99183,2.645882
99184,2.64599
99185,2.645745
99186,2.645813
99187,2.645576
99188,2.645962
99189,2.645853
99190,2.645654
99191,2.64558
99192,2.645558
99193,2.645842
99194,2.64587
99195,2.645839
99196,2.645537
99197,2.645574
99198,2.645451
99199,2.645527
99200,2.645285
99201,2.645708
99202,2.645744
99203,2.645765
99204,2.645567
99205,2.645609
99206,2.64552
99207,2.64564
99208,2.645239
99209,2.64535
99210,2.645507
99211,2.645549
99212,2.645254
99213,2.645348
99214,2.64543
99215,2.645332
99216,2.645354
99217,2.64549
99218,2.645995
99219,2.645816
99220,2.645641
99221,2.645206
99222,2.645536
99223,2.645712
99224,2.645806
99225,2.645347
99226,2.645788
99227,2.645626
99228,2.645687
99229,2.645206
99230,2.645133
99231,2.645172
99232,2.645095
99233,2.645274
99234,2.645405
99235,2.645449
99236,2.645472
99237,2.645583
99238,2.645455
99239,2.645438
99240,2.645478
99241,2.64542
99242,2.645534
99243,2.645628
99244,2.64566
99245,2.64582
99246,2.645911
99247,2.646021
99248,2.645872
99249,2.645986
99250,2.645911
99251,2.645505
99252,2.645657
99253,2.645433
99254,2.645443
99255,2.645167
99256,2.645345
99257,2.645338
99258,2.64551
99259,2.645598
99260,2.645594
99261,2.645528
99262,2.645541
99263,2.645164
99264,2.645266
99265,2.645121
99266,2.645037
99267,2.645382
99268,2.644968
99269,2.645171
99270,2.64526
99271,2.645624
99272,2.645419
99273,2.64517
99274,2.645122
99275,2.64532
99276,2.64512
99277,2.645163
99278,2.64519
99279,2.645306
99280,2.645418
99281,2.645212
99282,2.645299
99283,2.645261
99284,2.645083
99285,2.645114
99286,2.64523
99287,2.645268
99288,2.645263
99289,2.645468
99290,2.645202
99291,2.645337
99292,2.64535
99293,2.645278
99294,2.645202
99295,2.645336
99296,2.64506
99297,2.645095
99298,2.645299
99299,2.645297
99300,2.645172
99301,2.64532
99302,2.645626
99303,2.645623
99304,2.645509
99305,2.645443
99306,2.645432
99307,2.645208
99308,2.645548
99309,2.645732
99310,2.645596
99311,2.645504
99312,2.645083
99313,2.645154
99314,2.645305
99315,2.645367
99316,2.645149
99317,2.645299
99318,2.645573
99319,2.645309
99320,2.645364
99321,2.645387
99322,2.645826
99323,2.645891
99324,2.645774
99325,2.645655
99326,2.645399
99327,2.645369
99328,2.645056
99329,2.645181
99330,2.645486
99331,2.645387
99332,2.645411
99333,2.645216
99334,2.645088
99335,2.645334
99336,2.645214
99337,2.645414
99338,2.645738
99339,2.645594
99340,2.645646
99341,2.645866
99342,2.645781
99343,2.645782
99344,2.645537
99345,2.645356
99346,2.645097
99347,2.645444
99348,2.645344
99349,2.645363
99350,2.645331
99351,2.645308
99352,2.645341
99353,2.645437
99354,2.645831
99355,2.646019
99356,2.645695
99357,2.645605
99358,2.645661
99359,2.645371
99360,2.645254
99361,2.645503
99362,2.645555
99363,2.645686
99364,2.645637
99365,2.645807
99366,2.645766
99367,2.645508
99368,2.645589
99369,2.645643
99370,2.645344
99371,2.645189
99372,2.645141
99373,2.644996
99374,2.644809
99375,2.645038
99376,2.645293
99377,2.645133
99378,2.645109
99379,2.645081
99380,2.645316
99381,2.644984
99382,2.644973
99383,2.645061
99384,2.645028
99385,2.645009
99386,2.64482
99387,2.645108
99388,2.645353
99389,2.644994
99390,2.645296
99391,2.645053
99392,2.644801
99393,2.644374
99394,2.644536
99395,2.644932
99396,2.645007
99397,2.645195
99398,2.64544
99399,2.645352
99400,2.644893
99401,2.645027
99402,2.644898
99403,2.644881
99404,2.644938
99405,2.644959
99406,2.644628
99407,2.644658
99408,2.644912
99409,2.645169
99410,2.645052
99411,2.644977
99412,2.644868
99413,2.645032
99414,2.644642
99415,2.644791
99416,2.645094
99417,2.6448
99418,2.644834
99419,2.645241
99420,2.645049
99421,2.644726
99422,2.644841
99423,2.645432
99424,2.645821
99425,2.646074
99426,2.645783
99427,2.645827
99428,2.645666
99429,2.645738
99430,2.645672
99431,2.645544
99432,2.645674
99433,2.645499
99434,2.645226
99435,2.645307
99436,2.645455
99437,2.645168
99438,2.645232
99439,2.645087
99440,2.645367
99441,2.645422
99442,2.64556
99443,2.645456
99444,2.645122
99445,2.645404
99446,2.64537
99447,2.645235
99448,2.645285
99449,2.645442
99450,2.645405
99451,2.645675
99452,2.645909
99453,2.645631
99454,2.645437
99455,2.645594
99456,2.645528
99457,2.645553
99458,2.645398
99459,2.645474
99460,2.645833
99461,2.646056
99462,2.646006
99463,2.646195
99464,2.64602
99465,2.645927
99466,2.645771
99467,2.645549
99468,2.645474
99469,2.645904
99470,2.646054
99471,2.645674
99472,2.645729
99473,2.64537
99474,2.645287
99475,2.645705
99476,2.645482
99477,2.645283
99478,2.645191
99479,2.645118
99480,2.645355
99481,2.645476
99482,2.645608
99483,2.645809
99484,2.645674
99485,2.645876
99486,2.646259
99487,2.646212
99488,2.646281
99489,2.64593
99490,2.645893
99491,2.645984
99492,2.646101
99493,2.645936
99494,2.645914
99495,2.645489
99496,2.645802
99497,2.645883
99498,2.646091
99499,2.646131
99500,2.645709
99501,2.645922
99502,2.64606
99503,2.646207
99504,2.645883
99505,2.646178
99506,2.646158
99507,2.646033
99508,2.645986
99509,2.646153
99510,2.645943
99511,2.645753
99512,2.645884
99513,2.645775
99514,2.645711
99515,2.645538
99516,2.645875
99517,2.645733
99518,2.645691
99519,2.646064
99520,2.645837
99521,2.645691
99522,2.64582
99523,2.645808
99524,2.645643
99525,2.645799
99526,2.645562
99527,2.645276
99528,2.645425
99529,2.645442
99530,2.645469
99531,2.645215
99532,2.645324
99533,2.645615
99534,2.645689
99535,2.645563
99536,2.645686
99537,2.64568
99538,2.64565
99539,2.645599
99540,2.645864
99541,2.645864
99542,2.645659
99543,2.64559
99544,2.645882
99545,2.645816
99546,2.645944
99547,2.64584
99548,2.645755
99549,2.645548
99550,2.645789
99551,2.645864
99552,2.645742
99553,2.645802
99554,2.645805
99555,2.645718
99556,2.645594
99557,2.6453
99558,2.645315
99559,2.64535
99560,2.645402
99561,2.645479
99562,2.645657
99563,2.645707
99564,2.645466
99565,2.645525
99566,2.645952
99567,2.645819
99568,2.645912
99569,2.645755
99570,2.645403
99571,2.645708
99572,2.645593
99573,2.645394
99574,2.645184
99575,2.645202
99576,2.645284
99577,2.645264
99578,2.644834
99579,2.644817
99580,2.645143
99581,2.645498
99582,2.645532
99583,2.64549
99584,2.645401
99585,2.645118
99586,2.64516
99587,2.645351
99588,2.645241
99589,2.645545
99590,2.64544
99591,2.645504
99592,2.645447
99593,2.645341
99594,2.645544
99595,2.645334
99596,2.645187
99597,2.645123
99598,2.645561
99599,2.645344
99600,2.645499
99601,2.645456
99602,2.645419
99603,2.645351
99604,2.645056
99605,2.645168
99606,2.645052
99607,2.645336
99608,2.645293
99609,2.645454
99610,2.645161
99611,2.645289
99612,2.645635
99613,2.64559
99614,2.645466
99615,2.645297
99616,2.645196
99617,2.645363
99618,2.645436
99619,2.645117
99620,2.64506
99621,2.644936
99622,2.645177
99623,2.645169
99624,2.644995
99625,2.644657
99626,2.644963
99627,2.645118
99628,2.645321
99629,2.645247
99630,2.645255
99631,2.645209
