EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/20 02:42:35"

"V1: 1.000000, 1.343750"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.132913
1,3.121530
2,3.114375
3,3.108400
4,3.104557
5,3.100095
6,3.095653
7,3.092237
8,3.088931
9,3.085670
10,3.082527
11,3.079657
12,3.076933
13,3.074611
14,3.072026
15,3.069471
16,3.067146
17,3.064844
18,3.062743
19,3.061008
20,3.059087
21,3.057081
22,3.055113
23,3.053031
24,3.051452
25,3.049490
26,3.047808
27,3.046225
28,3.044147
29,3.042382
30,3.040874
31,3.039285
32,3.037564
33,3.036027
34,3.034479
35,3.033154
36,3.031268
37,3.029917
38,3.028178
39,3.026921
40,3.025590
41,3.024095
42,3.022875
43,3.021624
44,3.020556
45,3.019641
46,3.018292
47,3.017114
48,3.015866
49,3.014734
50,3.013479
51,3.012441
52,3.011067
53,3.010094
54,3.009077
55,3.008036
56,3.007182
57,3.006041
58,3.004786
59,3.004179
60,3.003237
61,3.002102
62,3.001094
63,3.000196
64,2.999292
65,2.998411
66,2.997500
67,2.996614
68,2.995883
69,2.994824
70,2.993532
71,2.992712
72,2.991794
73,2.990865
74,2.990039
75,2.988925
76,2.988178
77,2.987436
78,2.986840
79,2.985917
80,2.984964
81,2.984418
82,2.983435
83,2.982615
84,2.982125
85,2.981308
86,2.980558
87,2.979560
88,2.978763
89,2.978076
90,2.977500
91,2.976746
92,2.976025
93,2.975369
94,2.974575
95,2.973698
96,2.973058
97,2.972358
98,2.971601
99,2.970912
100,2.970161
101,2.969726
102,2.968933
103,2.968265
104,2.967685
105,2.966870
106,2.966172
107,2.965447
108,2.964903
109,2.964434
110,2.963744
111,2.963155
112,2.962599
113,2.961954
114,2.961395
115,2.960759
116,2.960107
117,2.959442
118,2.958912
119,2.958293
120,2.957753
121,2.957041
122,2.956362
123,2.955860
124,2.955378
125,2.954765
126,2.954212
127,2.953512
128,2.953096
129,2.952416
130,2.951711
131,2.951372
132,2.950813
133,2.950133
134,2.949872
135,2.949278
136,2.948568
137,2.948237
138,2.947591
139,2.947278
140,2.946386
141,2.945985
142,2.945775
143,2.945071
144,2.944191
145,2.943612
146,2.943235
147,2.942967
148,2.942338
149,2.941780
150,2.941470
151,2.941198
152,2.940193
153,2.939902
154,2.939569
155,2.938948
156,2.938412
157,2.938096
158,2.937502
159,2.936836
160,2.936795
161,2.936322
162,2.935823
163,2.935589
164,2.935070
165,2.934437
166,2.934031
167,2.933442
168,2.932762
169,2.932366
170,2.932012
171,2.931517
172,2.931157
173,2.930560
174,2.930279
175,2.930089
176,2.929852
177,2.929571
178,2.928851
179,2.928252
180,2.927601
181,2.927337
182,2.927053
183,2.926777
184,2.926417
185,2.925540
186,2.925166
187,2.924784
188,2.924560
189,2.924175
190,2.923971
191,2.923486
192,2.922984
193,2.922576
194,2.922260
195,2.921848
196,2.921535
197,2.921003
198,2.920589
199,2.920516
200,2.919965
201,2.919549
202,2.919195
203,2.918686
204,2.918363
205,2.917979
206,2.917510
207,2.917216
208,2.916996
209,2.916491
210,2.916148
211,2.915889
212,2.915689
213,2.915298
214,2.914855
215,2.914271
216,2.913970
217,2.913688
218,2.913055
219,2.912600
220,2.912109
221,2.911843
222,2.911697
223,2.911338
224,2.910883
225,2.910554
226,2.910022
227,2.909860
228,2.909632
229,2.909149
230,2.908700
231,2.908124
232,2.907922
233,2.907519
234,2.907205
235,2.907001
236,2.907160
237,2.906721
238,2.906124
239,2.905838
240,2.905552
241,2.905370
242,2.904962
243,2.904608
244,2.904265
245,2.903956
246,2.903612
247,2.903368
248,2.903297
249,2.902619
250,2.902497
251,2.902388
252,2.901943
253,2.901556
254,2.901026
255,2.900821
256,2.900510
257,2.900077
258,2.900142
259,2.899725
260,2.899385
261,2.899203
262,2.899174
263,2.898787
264,2.898392
265,2.897958
266,2.897613
267,2.897358
268,2.897147
269,2.896885
270,2.896185
271,2.896139
272,2.895837
273,2.895484
274,2.895025
275,2.894586
276,2.894763
277,2.894417
278,2.894131
279,2.893972
280,2.893885
281,2.893705
282,2.893327
283,2.892947
284,2.892682
285,2.892283
286,2.891944
287,2.891562
288,2.891234
289,2.891050
290,2.890763
291,2.890117
292,2.889890
293,2.889780
294,2.889507
295,2.889386
296,2.888951
297,2.888630
298,2.888303
299,2.887876
300,2.887881
301,2.887522
302,2.887415
303,2.887228
304,2.886767
305,2.886667
306,2.886238
307,2.886154
308,2.885945
309,2.885463
310,2.885259
311,2.885160
312,2.884841
313,2.884303
314,2.884063
315,2.883797
316,2.884045
317,2.883960
318,2.883401
319,2.883363
320,2.883272
321,2.882552
322,2.882502
323,2.882278
324,2.882003
325,2.881593
326,2.881233
327,2.881341
328,2.881057
329,2.880629
330,2.880366
331,2.880269
332,2.879991
333,2.879901
334,2.879412
335,2.879177
336,2.879294
337,2.878850
338,2.878724
339,2.878462
340,2.878072
341,2.877943
342,2.877694
343,2.877297
344,2.877264
345,2.876898
346,2.876791
347,2.876403
348,2.876407
349,2.876078
350,2.875741
351,2.875664
352,2.875446
353,2.875217
354,2.874783
355,2.874752
356,2.874394
357,2.874348
358,2.874098
359,2.873910
360,2.873738
361,2.873210
362,2.873132
363,2.872990
364,2.872798
365,2.872707
366,2.872713
367,2.872195
368,2.871900
369,2.871887
370,2.871513
371,2.871373
372,2.871493
373,2.871136
374,2.870732
375,2.870292
376,2.870232
377,2.869940
378,2.869967
379,2.869782
380,2.869230
381,2.869057
382,2.868905
383,2.868924
384,2.868699
385,2.868400
386,2.868127
387,2.867898
388,2.867935
389,2.867641
390,2.867539
391,2.867338
392,2.867052
393,2.867126
394,2.867151
