EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 34002/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/17 01:39:50"

"V1: 1.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.132388
1,3.102067
2,3.092022
3,3.087759
4,3.082980
5,3.077488
6,3.071757
7,3.066567
8,3.061302
9,3.056524
10,3.051310
11,3.046241
12,3.041223
13,3.036353
14,3.031834
15,3.027054
16,3.023029
17,3.020827
18,3.016688
19,3.014601
20,3.013647
21,3.008825
22,3.006484
23,3.002149
24,3.000791
25,2.999039
26,2.995570
27,2.992990
28,2.991005
29,2.988881
30,2.987826
31,2.986658
32,2.983896
33,2.981096
34,2.979635
35,2.978884
36,2.975582
37,2.974326
38,2.972594
39,2.971606
40,2.970214
41,2.968133
42,2.966164
43,2.964746
44,2.963168
45,2.961431
46,2.960101
47,2.958365
48,2.956737
49,2.955821
50,2.953998
51,2.952444
52,2.951352
53,2.949731
54,2.948505
55,2.947167
56,2.945226
57,2.943713
58,2.942405
59,2.940927
60,2.939749
61,2.938102
62,2.936791
63,2.935920
64,2.934597
65,2.933099
66,2.931972
67,2.930455
68,2.929092
69,2.927828
70,2.926593
71,2.925365
72,2.924143
73,2.922827
74,2.921692
75,2.920765
76,2.919873
77,2.918677
78,2.917156
79,2.915707
80,2.914655
81,2.913399
82,2.912438
83,2.911491
84,2.910667
85,2.909547
86,2.908247
87,2.907536
88,2.906568
89,2.905016
90,2.904026
91,2.903151
92,2.902345
93,2.901494
94,2.900557
95,2.899367
96,2.898210
97,2.897358
98,2.896238
99,2.895260
100,2.894136
101,2.893212
102,2.892441
103,2.891481
104,2.890344
105,2.889623
106,2.888542
107,2.887816
108,2.886897
109,2.886178
110,2.885346
111,2.884652
112,2.883660
113,2.883012
114,2.882257
115,2.881302
116,2.880141
117,2.879324
118,2.878607
119,2.877793
120,2.877009
121,2.876661
122,2.875715
123,2.874857
124,2.873803
125,2.873068
126,2.872272
127,2.871933
128,2.871144
129,2.870188
130,2.869287
131,2.868703
132,2.868101
133,2.867230
134,2.866491
135,2.865925
136,2.865084
137,2.863975
138,2.863417
139,2.862840
140,2.862260
141,2.861586
142,2.860821
143,2.860185
144,2.859765
145,2.859283
146,2.858568
147,2.857854
148,2.857222
149,2.856419
150,2.855588
151,2.855056
152,2.854287
153,2.853668
154,2.852885
155,2.852346
156,2.851660
157,2.850925
158,2.850411
159,2.850150
160,2.849231
161,2.848650
162,2.847806
163,2.847284
164,2.846797
165,2.845914
166,2.845339
167,2.844767
168,2.844021
169,2.843676
170,2.843177
171,2.842522
172,2.841862
173,2.841400
174,2.840818
175,2.840203
176,2.839806
177,2.839307
178,2.839107
179,2.838722
180,2.837795
181,2.837411
182,2.836518
183,2.836106
184,2.835522
185,2.835045
186,2.834623
187,2.833787
188,2.833443
189,2.832856
190,2.832397
191,2.831860
192,2.831168
193,2.830765
194,2.830557
195,2.829873
196,2.829235
197,2.828629
198,2.828630
199,2.827900
200,2.827680
201,2.827099
202,2.826362
203,2.825868
204,2.825180
205,2.824950
206,2.824538
207,2.823808
208,2.823608
209,2.823063
210,2.822824
211,2.822592
212,2.821881
213,2.821247
214,2.820784
215,2.820213
216,2.820000
217,2.819470
218,2.819025
219,2.818467
220,2.818168
221,2.817387
222,2.817058
223,2.816377
224,2.815817
225,2.815334
226,2.815117
227,2.814714
228,2.814207
229,2.813920
230,2.813615
231,2.813383
232,2.812899
233,2.812066
234,2.811821
235,2.811560
236,2.810903
237,2.810730
238,2.810384
239,2.809983
240,2.809613
241,2.809006
242,2.808522
243,2.808307
244,2.807717
245,2.807231
246,2.806827
247,2.806355
248,2.806062
249,2.805581
250,2.804998
251,2.804545
252,2.804152
253,2.804173
254,2.803646
255,2.803186
256,2.802735
257,2.802550
258,2.802249
259,2.802397
260,2.801968
261,2.801544
262,2.801189
263,2.800645
264,2.800577
265,2.799755
266,2.799630
267,2.799181
268,2.798927
269,2.798584
270,2.798285
271,2.797877
272,2.797376
273,2.797053
274,2.796979
275,2.796564
276,2.796268
277,2.795953
278,2.795917
279,2.795325
280,2.794991
281,2.794710
282,2.794771
283,2.794279
284,2.793803
285,2.793762
286,2.793361
287,2.793060
288,2.792594
289,2.792156
290,2.792113
291,2.791855
292,2.791460
293,2.791244
294,2.791054
295,2.790647
296,2.790085
297,2.790171
298,2.790016
299,2.789602
300,2.789629
301,2.789331
302,2.788894
303,2.788944
304,2.788384
305,2.788383
306,2.788100
307,2.787639
308,2.787525
309,2.787292
310,2.786947
311,2.786792
312,2.786817
313,2.786446
314,2.786096
315,2.786008
316,2.785539
317,2.785078
318,2.784919
319,2.784763
320,2.784834
321,2.784532
322,2.784538
323,2.784172
324,2.783761
325,2.783365
326,2.783320
327,2.782931
328,2.782758
329,2.782729
330,2.782574
331,2.782319
332,2.782097
333,2.781485
334,2.781597
335,2.781039
336,2.781176
337,2.781129
338,2.780689
339,2.780562
340,2.780392
341,2.780356
342,2.780170
343,2.779842
344,2.779583
345,2.779426
346,2.779370
347,2.778953
348,2.778587
349,2.778327
350,2.778045
351,2.777847
352,2.777818
353,2.778011
354,2.777961
355,2.777559
356,2.777346
357,2.777241
358,2.777239
359,2.776792
360,2.776634
361,2.776389
362,2.776427
363,2.776240
364,2.776174
365,2.775898
366,2.775781
367,2.775629
368,2.775605
369,2.775184
370,2.775009
371,2.774831
372,2.774674
373,2.774486
374,2.774376
375,2.774330
376,2.774320
377,2.774100
378,2.773942
379,2.773674
380,2.773628
381,2.773465
382,2.773520
383,2.773235
384,2.773154
385,2.773139
386,2.772766
387,2.772475
388,2.772648
389,2.772466
390,2.772261
391,2.772380
392,2.772322
393,2.771993
394,2.771822
