EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/26 01:31:57"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.242666
1,3.232085
2,3.225650
3,3.220400
4,3.216189
5,3.212542
6,3.209031
7,3.205858
8,3.203335
9,3.200773
10,3.198431
11,3.195806
12,3.193787
13,3.191654
14,3.189024
15,3.186521
16,3.184231
17,3.181798
18,3.180030
19,3.177875
20,3.175383
21,3.174016
22,3.172856
23,3.171508
24,3.170114
25,3.168737
26,3.166944
27,3.165354
28,3.164322
29,3.162821
30,3.161238
31,3.159723
32,3.158140
33,3.156876
34,3.155578
35,3.154084
36,3.152789
37,3.151684
38,3.150342
39,3.148734
40,3.147852
41,3.146188
42,3.145162
43,3.143718
44,3.142397
45,3.140939
46,3.140145
47,3.138499
48,3.137421
49,3.135897
50,3.134629
51,3.133713
52,3.132510
53,3.131100
54,3.130095
55,3.129242
56,3.127925
57,3.126573
58,3.125512
59,3.124589
60,3.123370
61,3.122422
62,3.121831
63,3.121176
64,3.120554
65,3.119382
66,3.118814
67,3.117832
68,3.116728
69,3.115919
70,3.115069
71,3.114237
72,3.113353
73,3.112959
74,3.111982
75,3.111241
76,3.110387
77,3.109298
78,3.108283
79,3.107727
80,3.107066
81,3.106397
82,3.105336
83,3.104227
84,3.103376
85,3.102522
86,3.101569
87,3.100767
88,3.099706
89,3.098992
90,3.098058
91,3.097380
92,3.096545
93,3.095900
94,3.095286
95,3.094405
96,3.093522
97,3.092899
98,3.091985
99,3.091354
100,3.090739
101,3.089946
102,3.088837
103,3.088099
104,3.087310
105,3.086808
106,3.086323
107,3.085719
108,3.084930
109,3.084302
110,3.083406
111,3.082601
112,3.081936
113,3.081269
114,3.080781
115,3.080085
116,3.079403
117,3.078634
118,3.078138
119,3.077389
120,3.076885
121,3.076245
122,3.075549
123,3.075125
124,3.074380
125,3.073625
126,3.073256
127,3.072618
128,3.071923
129,3.071327
130,3.070652
131,3.070026
132,3.069803
133,3.069315
134,3.068537
135,3.067721
136,3.067271
137,3.066583
138,3.065802
139,3.065534
140,3.064729
141,3.064182
142,3.063663
143,3.062867
144,3.062471
145,3.062459
146,3.061459
147,3.060837
148,3.060391
149,3.059713
150,3.059096
151,3.058568
152,3.057949
153,3.057487
154,3.057152
155,3.056545
156,3.056181
157,3.055524
158,3.055111
159,3.054845
160,3.054367
161,3.053845
162,3.053164
163,3.052866
164,3.052144
165,3.051649
166,3.051094
167,3.050587
168,3.050062
169,3.049923
170,3.049389
171,3.049079
172,3.049110
173,3.048207
174,3.047439
175,3.047344
176,3.046924
177,3.046316
178,3.046148
179,3.045439
180,3.045137
181,3.044902
182,3.044296
183,3.044089
184,3.043679
185,3.043176
186,3.042789
187,3.042205
188,3.041781
189,3.041601
190,3.041651
191,3.040944
192,3.040092
193,3.039666
194,3.039325
195,3.038973
196,3.038627
197,3.038127
198,3.037622
199,3.037547
200,3.037025
201,3.036583
202,3.036252
203,3.035882
204,3.035700
205,3.035274
206,3.034852
207,3.034575
208,3.034129
209,3.033475
210,3.032836
211,3.032667
212,3.032302
213,3.031892
214,3.031364
215,3.031015
216,3.030564
217,3.030163
218,3.029453
219,3.029122
220,3.028977
221,3.028555
222,3.028121
223,3.028070
224,3.027544
225,3.026955
226,3.026825
227,3.026425
228,3.026165
229,3.025907
230,3.025404
231,3.025121
232,3.024548
233,3.024295
234,3.023796
235,3.023464
236,3.023037
237,3.022576
238,3.022378
239,3.021636
240,3.021312
241,3.020979
242,3.020701
243,3.020360
244,3.019967
245,3.019919
246,3.019742
247,3.019170
248,3.018622
249,3.018542
250,3.018488
251,3.017805
252,3.017596
253,3.017524
254,3.016951
255,3.016531
256,3.015920
257,3.015482
258,3.015257
259,3.014888
260,3.014598
261,3.014327
262,3.014068
263,3.013738
264,3.013635
265,3.013330
266,3.012826
267,3.012534
268,3.012329
269,3.011876
270,3.011646
271,3.011144
272,3.010666
273,3.010429
274,3.010334
275,3.009651
276,3.009082
277,3.008858
278,3.008390
279,3.008430
280,3.008544
281,3.007789
282,3.007406
283,3.007488
284,3.006817
285,3.006333
286,3.006282
287,3.006067
288,3.005727
289,3.005569
290,3.004967
291,3.004723
292,3.004392
293,3.003989
294,3.003488
295,3.003480
296,3.003155
297,3.002788
298,3.002655
299,3.002422
300,3.002172
301,3.002001
302,3.001636
303,3.001271
304,3.001044
305,3.000519
306,3.000244
307,2.999962
308,2.999652
309,2.999750
310,2.999432
311,2.999252
312,2.998861
313,2.998523
314,2.998294
315,2.998024
316,2.997671
317,2.997099
318,2.996953
319,2.996694
320,2.996529
321,2.996159
322,2.995835
323,2.995292
324,2.995377
325,2.995158
326,2.994850
327,2.994510
328,2.994357
329,2.994019
330,2.993606
331,2.993242
332,2.993047
333,2.992779
334,2.992616
335,2.992082
336,2.992030
337,2.991765
338,2.991401
339,2.991153
340,2.990908
341,2.990651
342,2.990390
343,2.990416
344,2.990202
345,2.989992
346,2.989779
347,2.989324
348,2.988932
349,2.988688
350,2.988506
351,2.988193
352,2.987903
353,2.987428
354,2.987210
355,2.987137
356,2.986840
357,2.986519
358,2.986363
359,2.985938
360,2.985621
361,2.985522
362,2.985222
363,2.985313
364,2.984945
365,2.984637
366,2.984483
367,2.984101
368,2.983937
369,2.983531
370,2.983134
371,2.982872
372,2.982644
373,2.982689
374,2.982636
375,2.982483
376,2.981905
377,2.981364
378,2.981122
379,2.981062
380,2.980779
381,2.980653
382,2.980234
383,2.979824
384,2.979804
385,2.979448
386,2.979182
387,2.979100
388,2.979090
389,2.978783
390,2.978379
391,2.978369
392,2.978068
393,2.977985
394,2.977979
