EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 10.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/26 01:33:48"

"V1: 5.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.185591
1,3.164500
2,3.151700
3,3.142426
4,3.135889
5,3.131485
6,3.127118
7,3.123542
8,3.120723
9,3.117971
10,3.115123
11,3.112418
12,3.109025
13,3.106015
14,3.103182
15,3.100168
16,3.097421
17,3.094526
18,3.091546
19,3.088599
20,3.086106
21,3.083270
22,3.080591
23,3.078318
24,3.075614
25,3.073169
26,3.070469
27,3.067565
28,3.065023
29,3.063205
30,3.061017
31,3.059067
32,3.056841
33,3.055134
34,3.053099
35,3.050976
36,3.049417
37,3.047828
38,3.046010
39,3.043864
40,3.042536
41,3.040969
42,3.038836
43,3.037047
44,3.035350
45,3.033339
46,3.031472
47,3.029675
48,3.027873
49,3.026175
50,3.024745
51,3.023209
52,3.021876
53,3.020404
54,3.018654
55,3.017218
56,3.015815
57,3.014494
58,3.013001
59,3.011723
60,3.010322
61,3.008933
62,3.007720
63,3.006400
64,3.004984
65,3.003565
66,3.002227
67,3.001080
68,2.999719
69,2.998788
70,2.997418
71,2.996296
72,2.995068
73,2.993726
74,2.992601
75,2.991209
76,2.990199
77,2.988756
78,2.987601
79,2.986537
80,2.985448
81,2.984548
82,2.983537
83,2.982490
84,2.981335
85,2.980535
86,2.979567
87,2.978524
88,2.977427
89,2.976840
90,2.975787
91,2.975029
92,2.973909
93,2.973019
94,2.972003
95,2.971153
96,2.970230
97,2.969262
98,2.968417
99,2.967195
100,2.966143
101,2.965104
102,2.964337
103,2.963737
104,2.962728
105,2.961845
106,2.961094
107,2.960168
108,2.959606
109,2.958864
110,2.957885
111,2.957052
112,2.956424
113,2.955944
114,2.955061
115,2.953946
116,2.953448
117,2.952328
118,2.951550
119,2.950675
120,2.949907
121,2.948684
122,2.948212
123,2.947072
124,2.946281
125,2.945562
126,2.944951
127,2.944106
128,2.943038
129,2.942397
130,2.941853
131,2.941127
132,2.940279
133,2.939793
134,2.939390
135,2.938562
136,2.938175
137,2.937733
138,2.936785
139,2.936314
140,2.935568
141,2.934912
142,2.934445
143,2.933728
144,2.933132
145,2.932256
146,2.931696
147,2.931073
148,2.930573
149,2.929869
150,2.929194
151,2.928761
152,2.928046
153,2.927299
154,2.926727
155,2.926121
156,2.925638
157,2.924860
158,2.924237
159,2.923877
160,2.923413
161,2.922915
162,2.922165
163,2.921448
164,2.921018
165,2.920509
166,2.920025
167,2.919678
168,2.919200
169,2.918611
170,2.917596
171,2.917061
172,2.916548
173,2.916206
174,2.915421
175,2.915072
176,2.914400
177,2.914034
178,2.913829
179,2.913289
180,2.912542
181,2.912125
182,2.911357
183,2.910930
184,2.910274
185,2.909856
186,2.909445
187,2.909176
188,2.908502
189,2.907877
190,2.907593
191,2.907146
192,2.906389
193,2.905836
194,2.905721
195,2.904969
196,2.904359
197,2.903777
198,2.903357
199,2.902993
200,2.902432
201,2.901740
202,2.901491
203,2.900953
204,2.900582
205,2.900223
206,2.899675
207,2.899390
208,2.898883
209,2.898313
210,2.897972
211,2.897561
212,2.897322
213,2.896509
214,2.896105
215,2.895658
216,2.895330
217,2.894780
218,2.894290
219,2.893833
220,2.893372
221,2.892755
222,2.892700
223,2.892267
224,2.891887
225,2.891579
226,2.891254
227,2.890743
228,2.890257
229,2.889882
230,2.889366
231,2.888946
232,2.888885
233,2.888410
234,2.887912
235,2.887421
236,2.887045
237,2.886485
238,2.886112
239,2.885675
240,2.885468
241,2.885222
242,2.884878
243,2.884522
244,2.883912
245,2.883358
246,2.883166
247,2.882891
248,2.882447
249,2.882230
250,2.881595
251,2.881299
252,2.881000
253,2.880558
254,2.880309
255,2.879644
256,2.879227
257,2.878847
258,2.878649
259,2.878356
260,2.878024
261,2.877760
262,2.877141
263,2.876948
264,2.876485
265,2.876043
266,2.875749
267,2.875360
268,2.874614
269,2.874512
270,2.874040
271,2.873889
272,2.873510
273,2.873378
274,2.872820
275,2.872370
276,2.872030
277,2.871899
278,2.871499
279,2.871077
280,2.870866
281,2.870329
282,2.870122
283,2.869818
284,2.869410
285,2.868983
286,2.868899
287,2.868792
288,2.868563
289,2.868043
290,2.867716
291,2.867509
292,2.867176
293,2.866556
294,2.866506
295,2.866062
296,2.865723
297,2.865382
298,2.865153
299,2.864658
300,2.864574
301,2.864224
302,2.863746
303,2.863634
304,2.863243
305,2.862961
306,2.862727
307,2.862568
308,2.861967
309,2.861845
310,2.861788
311,2.861333
312,2.860878
313,2.860507
314,2.860420
315,2.860011
316,2.859857
317,2.859350
318,2.858800
319,2.858549
320,2.858302
321,2.858101
322,2.857674
323,2.857329
324,2.857143
325,2.856751
326,2.856552
327,2.856233
328,2.856128
329,2.855683
330,2.855285
331,2.855100
332,2.854971
333,2.854626
334,2.854323
335,2.854056
336,2.853904
337,2.853448
338,2.853091
339,2.852693
340,2.852486
341,2.852279
342,2.851942
343,2.851691
344,2.851480
345,2.851253
346,2.850954
347,2.850597
348,2.850341
349,2.850064
350,2.849649
351,2.849371
352,2.849222
353,2.848938
354,2.848961
355,2.848370
356,2.848018
357,2.847786
358,2.847258
359,2.846983
360,2.846986
361,2.846731
362,2.846750
363,2.846463
364,2.846083
365,2.846258
366,2.846089
367,2.845874
368,2.845218
369,2.845031
370,2.844750
371,2.844552
372,2.844043
373,2.844048
374,2.843857
375,2.843319
376,2.843372
377,2.843099
378,2.842878
379,2.842750
380,2.841930
381,2.842059
382,2.841806
383,2.841613
384,2.841353
385,2.841146
386,2.840863
387,2.840433
388,2.840397
389,2.839865
390,2.839646
391,2.839466
392,2.839335
393,2.839241
394,2.838766
