EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 35844/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/28 03:31:06"

"V1: 1.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.144378
1,3.115504
2,3.100341
3,3.089833
4,3.081605
5,3.074121
6,3.067791
7,3.062162
8,3.056444
9,3.050932
10,3.045815
11,3.040921
12,3.035609
13,3.031211
14,3.026718
15,3.022516
16,3.018602
17,3.014262
18,3.010479
19,3.007688
20,3.004143
21,3.000630
22,2.997485
23,2.994583
24,2.991779
25,2.988877
26,2.985881
27,2.983068
28,2.980650
29,2.977786
30,2.975331
31,2.973494
32,2.970985
33,2.968562
34,2.966710
35,2.963910
36,2.961659
37,2.960006
38,2.957820
39,2.955478
40,2.953811
41,2.951416
42,2.949520
43,2.947930
44,2.945962
45,2.943874
46,2.942528
47,2.940430
48,2.938620
49,2.937041
50,2.935274
51,2.933750
52,2.932257
53,2.930334
54,2.928320
55,2.927243
56,2.925907
57,2.924590
58,2.923038
59,2.921498
60,2.919506
61,2.918109
62,2.916567
63,2.914948
64,2.913774
65,2.911942
66,2.910711
67,2.910059
68,2.908571
69,2.907456
70,2.906524
71,2.905093
72,2.903617
73,2.902635
74,2.901260
75,2.900014
76,2.899049
77,2.897514
78,2.896566
79,2.895504
80,2.894073
81,2.893203
82,2.892242
83,2.891227
84,2.890214
85,2.889354
86,2.888158
87,2.886941
88,2.886077
89,2.884803
90,2.883914
91,2.883191
92,2.881588
93,2.880927
94,2.879782
95,2.878466
96,2.877689
97,2.876818
98,2.875644
99,2.874371
100,2.873695
101,2.872658
102,2.871701
103,2.870884
104,2.869898
105,2.869146
106,2.868448
107,2.867143
108,2.866358
109,2.865562
110,2.864211
111,2.863529
112,2.863378
113,2.861977
114,2.861457
115,2.860792
116,2.859788
117,2.858590
118,2.858229
119,2.857337
120,2.856523
121,2.856026
122,2.855189
123,2.853980
124,2.853160
125,2.852559
126,2.852213
127,2.851739
128,2.850444
129,2.849834
130,2.848894
131,2.847372
132,2.846817
133,2.846574
134,2.845645
135,2.845273
136,2.844690
137,2.843551
138,2.842799
139,2.842384
140,2.841537
141,2.840708
142,2.840523
143,2.839368
144,2.838473
145,2.837981
146,2.836934
147,2.836469
148,2.835967
149,2.834925
150,2.834307
151,2.833984
152,2.833217
153,2.832469
154,2.831913
155,2.831240
156,2.830451
157,2.830186
158,2.829284
159,2.828594
160,2.827969
161,2.827243
162,2.826672
163,2.826113
164,2.825569
165,2.824929
166,2.824613
167,2.823454
168,2.822707
169,2.822539
170,2.821470
171,2.820817
172,2.820351
173,2.819756
174,2.819308
175,2.818725
176,2.818446
177,2.817781
178,2.817784
179,2.816214
180,2.815517
181,2.815190
182,2.814583
183,2.814017
184,2.813491
185,2.812812
186,2.812231
187,2.811788
188,2.811235
189,2.810831
190,2.810306
191,2.809620
192,2.808929
193,2.808957
194,2.808285
195,2.807649
196,2.806853
197,2.806417
198,2.806174
199,2.805920
200,2.805115
201,2.804914
202,2.804606
203,2.804022
204,2.803370
205,2.802984
206,2.802345
207,2.802044
208,2.801542
209,2.800592
210,2.799982
211,2.800121
212,2.799519
213,2.799076
214,2.798681
215,2.798019
216,2.797400
217,2.796970
218,2.796390
219,2.795977
220,2.796024
221,2.795305
222,2.794772
223,2.794749
224,2.793847
225,2.793482
226,2.793322
227,2.792827
228,2.792399
229,2.791992
230,2.791692
231,2.791135
232,2.791216
233,2.790724
234,2.790103
235,2.789608
236,2.788893
237,2.788718
238,2.788526
239,2.787784
240,2.787267
241,2.787333
242,2.786776
243,2.785916
244,2.786024
245,2.785508
246,2.785007
247,2.785141
248,2.784510
249,2.784272
250,2.784281
251,2.783440
252,2.783297
253,2.783271
254,2.782445
255,2.782214
256,2.782378
257,2.781682
258,2.781387
259,2.781488
260,2.780444
261,2.780128
262,2.780145
263,2.779676
264,2.779186
265,2.779365
266,2.778764
267,2.778376
268,2.778227
269,2.778152
270,2.777646
271,2.777251
272,2.776885
273,2.777005
274,2.776704
275,2.775991
276,2.775668
277,2.775525
278,2.775012
279,2.774843
280,2.774964
281,2.774415
282,2.773939
283,2.774050
284,2.773738
285,2.773276
286,2.772992
287,2.772678
288,2.772452
289,2.772242
290,2.771795
291,2.771512
292,2.771610
293,2.771445
294,2.771186
295,2.771127
296,2.770920
297,2.770392
298,2.770330
299,2.769872
300,2.769833
301,2.769732
302,2.769372
303,2.768917
304,2.768603
305,2.768054
306,2.767846
307,2.767799
308,2.767606
309,2.767378
310,2.767818
311,2.767217
312,2.766824
313,2.766949
314,2.766818
315,2.766630
316,2.766276
317,2.766121
318,2.765996
319,2.766257
320,2.765596
321,2.765845
322,2.765535
323,2.765071
324,2.764719
325,2.764690
326,2.764464
327,2.764349
328,2.764334
329,2.764222
330,2.763811
331,2.763665
332,2.763167
333,2.762866
334,2.763313
335,2.762876
336,2.762552
337,2.763003
338,2.762706
339,2.762291
340,2.762530
341,2.762170
342,2.761700
343,2.761706
344,2.761400
345,2.761312
346,2.761374
347,2.760558
348,2.760966
349,2.761023
350,2.760561
351,2.760522
352,2.760529
353,2.760425
354,2.760235
355,2.760059
356,2.759762
357,2.759536
358,2.759470
359,2.759371
360,2.759405
361,2.759232
362,2.758568
363,2.758631
364,2.758537
365,2.758560
366,2.758630
367,2.758690
368,2.758265
369,2.758013
370,2.758077
371,2.757817
372,2.757750
373,2.757799
374,2.757614
375,2.757639
376,2.757525
377,2.757584
378,2.757549
379,2.757592
380,2.757144
381,2.756972
382,2.757112
383,2.756601
384,2.756175
385,2.756346
386,2.756128
387,2.756157
388,2.756486
389,2.756085
390,2.755597
391,2.755794
392,2.755484
393,2.755275
394,2.755387
