EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/08/02 04:50:18"

"V1: 1.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.133642
1,3.117725
2,3.106227
3,3.098075
4,3.092291
5,3.086879
6,3.082479
7,3.079869
8,3.075969
9,3.072203
10,3.068828
11,3.065099
12,3.060569
13,3.052650
14,3.045691
15,3.048336
16,3.046596
17,3.043464
18,3.040524
19,3.037653
20,3.033206
21,3.026569
22,3.023827
23,3.022021
24,3.020452
25,3.015177
26,3.012555
27,3.009213
28,3.005689
29,3.002930
30,3.001928
31,2.998945
32,2.995724
33,2.993204
34,2.991422
35,2.989286
36,2.987568
37,2.986004
38,2.983991
39,2.981787
40,2.979869
41,2.980124
42,2.979747
43,2.978439
44,2.976605
45,2.974268
46,2.970156
47,2.967201
48,2.965465
49,2.963637
50,2.961770
51,2.960639
52,2.959558
53,2.958436
54,2.958058
55,2.957874
56,2.957131
57,2.955374
58,2.952852
59,2.950992
60,2.947622
61,2.946556
62,2.946126
63,2.944011
64,2.943429
65,2.941705
66,2.939625
67,2.938653
68,2.936648
69,2.935502
70,2.934215
71,2.932961
72,2.931435
73,2.929974
74,2.929094
75,2.928082
76,2.926591
77,2.925810
78,2.924595
79,2.924144
80,2.923022
81,2.922617
82,2.922649
83,2.921265
84,2.920999
85,2.920621
86,2.919431
87,2.917637
88,2.916089
89,2.914088
90,2.913433
91,2.911689
92,2.907922
93,2.908551
94,2.905944
95,2.908208
96,2.908000
97,2.906030
98,2.904690
99,2.903730
100,2.904510
101,2.905173
102,2.903876
103,2.901688
104,2.898959
105,2.896867
106,2.896778
107,2.899144
108,2.899851
109,2.896014
110,2.892993
111,2.890005
112,2.888589
113,2.887028
114,2.887575
115,2.888039
116,2.886566
117,2.885691
118,2.884037
119,2.885842
120,2.884850
121,2.883456
122,2.882268
123,2.881718
124,2.881745
125,2.881263
126,2.880295
127,2.879630
128,2.879213
129,2.880984
130,2.880013
131,2.879590
132,2.879685
133,2.879355
134,2.878432
135,2.877450
136,2.876629
137,2.875370
138,2.875315
139,2.875783
140,2.876143
141,2.876154
142,2.875882
143,2.875753
144,2.875162
145,2.874521
146,2.873983
147,2.873299
148,2.873371
149,2.872971
150,2.872247
151,2.871388
152,2.870925
153,2.870168
154,2.869823
155,2.869403
156,2.869042
157,2.868834
158,2.868276
159,2.867490
160,2.867332
161,2.866421
162,2.866242
163,2.865695
164,2.864999
165,2.864929
166,2.864592
167,2.863944
168,2.863092
169,2.862566
170,2.862066
171,2.861480
172,2.860999
173,2.860842
174,2.859741
175,2.859300
176,2.858598
177,2.858165
178,2.857279
179,2.856428
180,2.855647
181,2.854991
182,2.854776
183,2.854013
184,2.853326
185,2.852365
186,2.851457
187,2.851063
188,2.850439
189,2.849789
190,2.849145
191,2.848458
192,2.847662
193,2.846900
194,2.845428
195,2.844592
196,2.843899
197,2.842664
198,2.841932
199,2.841525
200,2.840592
201,2.839716
202,2.838513
203,2.837861
204,2.837307
205,2.836596
206,2.836324
207,2.835570
208,2.834844
209,2.834135
210,2.833246
211,2.832180
212,2.830521
213,2.832029
214,2.831245
215,2.830784
216,2.830144
217,2.829856
218,2.829024
219,2.828110
220,2.826924
221,2.826606
222,2.825874
223,2.826269
224,2.826034
225,2.826023
226,2.826841
227,2.826494
228,2.826340
229,2.825940
230,2.825507
231,2.824759
232,2.824523
233,2.824207
234,2.823908
235,2.823543
236,2.823342
237,2.822853
238,2.822461
239,2.822008
240,2.821531
241,2.821172
242,2.821160
243,2.820969
244,2.820559
245,2.820378
246,2.819794
247,2.819821
248,2.819116
249,2.818113
250,2.817706
251,2.817350
252,2.817181
253,2.816895
254,2.816417
255,2.815811
256,2.815345
257,2.815068
258,2.814673
259,2.814115
260,2.813843
261,2.813787
262,2.813620
263,2.813418
264,2.813249
265,2.813153
266,2.813230
267,2.812763
268,2.812126
269,2.811575
270,2.811439
271,2.810886
272,2.810656
273,2.810282
274,2.810043
275,2.809733
276,2.809234
277,2.808990
278,2.808706
279,2.808509
280,2.808175
281,2.807595
282,2.807547
283,2.807087
284,2.806779
285,2.806274
286,2.805898
287,2.805445
288,2.805061
289,2.804554
290,2.804445
291,2.804127
292,2.804018
293,2.803391
294,2.802948
295,2.802315
296,2.802165
297,2.801963
298,2.801941
299,2.801459
300,2.800861
301,2.800534
302,2.800402
303,2.799667
304,2.799085
305,2.799015
306,2.798733
307,2.798552
308,2.797785
309,2.797091
310,2.796877
311,2.796579
312,2.796555
313,2.796197
314,2.795666
315,2.795325
316,2.795078
317,2.794625
318,2.794837
319,2.794706
320,2.794611
321,2.794336
322,2.793950
323,2.793594
324,2.792993
325,2.793069
326,2.792657
327,2.792652
328,2.792684
329,2.792420
330,2.791988
331,2.791078
332,2.790823
333,2.790761
334,2.790809
335,2.790304
336,2.789442
337,2.788892
338,2.788718
339,2.788597
340,2.788217
341,2.788031
342,2.787886
343,2.787418
344,2.787150
345,2.786769
346,2.786420
347,2.786195
348,2.786237
349,2.786156
350,2.786199
351,2.785985
352,2.785528
353,2.785106
354,2.784939
355,2.784691
356,2.784494
357,2.784120
358,2.783935
359,2.783612
360,2.783391
361,2.783008
362,2.782648
363,2.781846
364,2.781542
365,2.781357
366,2.780781
367,2.780137
368,2.779622
369,2.779223
370,2.778656
371,2.778464
372,2.778327
373,2.777923
374,2.777842
375,2.777582
376,2.777399
377,2.777050
378,2.776404
379,2.776128
380,2.776058
381,2.775243
382,2.774935
383,2.774448
384,2.773910
385,2.773595
386,2.773299
387,2.772908
388,2.772642
389,2.772383
390,2.772360
391,2.772921
392,2.772791
393,2.772722
394,2.772440
