EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/08/02 04:49:26"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.095663
1,3.067844
2,3.050505
3,3.037088
4,3.025667
5,3.015761
6,3.006902
7,2.999124
8,2.992097
9,2.985591
10,2.979909
11,2.974317
12,2.969244
13,2.964763
14,2.960019
15,2.955537
16,2.951270
17,2.947169
18,2.943118
19,2.939584
20,2.936135
21,2.932647
22,2.929425
23,2.926230
24,2.922853
25,2.919798
26,2.916780
27,2.914116
28,2.910976
29,2.908564
30,2.905691
31,2.903151
32,2.900875
33,2.898691
34,2.896402
35,2.893857
36,2.891424
37,2.889249
38,2.886947
39,2.884624
40,2.882713
41,2.880390
42,2.878380
43,2.876103
44,2.874355
45,2.872165
46,2.870143
47,2.867950
48,2.866024
49,2.864238
50,2.862580
51,2.860814
52,2.858929
53,2.857131
54,2.855623
55,2.854194
56,2.852569
57,2.850924
58,2.849401
59,2.847783
60,2.845902
61,2.844348
62,2.842901
63,2.841677
64,2.840302
65,2.838902
66,2.837391
67,2.835742
68,2.834359
69,2.833222
70,2.831831
71,2.830038
72,2.828725
73,2.827228
74,2.826032
75,2.824762
76,2.823359
77,2.822031
78,2.820490
79,2.819253
80,2.818252
81,2.817132
82,2.815965
83,2.814963
84,2.813601
85,2.812502
86,2.811058
87,2.810240
88,2.809310
89,2.808115
90,2.807007
91,2.805927
92,2.804843
93,2.803656
94,2.802481
95,2.801675
96,2.800502
97,2.799429
98,2.798627
99,2.797327
100,2.796182
101,2.795064
102,2.794105
103,2.793212
104,2.791961
105,2.790937
106,2.790132
107,2.789104
108,2.787923
109,2.787314
110,2.786053
111,2.785106
112,2.784147
113,2.783399
114,2.782438
115,2.781552
116,2.780626
117,2.779917
118,2.778955
119,2.778355
120,2.777536
121,2.776813
122,2.776156
123,2.775041
124,2.774185
125,2.773505
126,2.772452
127,2.771613
128,2.770945
129,2.770088
130,2.769513
131,2.768698
132,2.767864
133,2.767072
134,2.766143
135,2.765524
136,2.764644
137,2.763935
138,2.763149
139,2.762453
140,2.761524
141,2.760808
142,2.760415
143,2.759661
144,2.758625
145,2.757894
146,2.757230
147,2.756804
148,2.756383
149,2.755538
150,2.755017
151,2.753986
152,2.753711
153,2.753187
154,2.752797
155,2.752163
156,2.751692
157,2.751522
158,2.750729
159,2.750069
160,2.749391
161,2.749159
162,2.748549
163,2.747711
164,2.747456
165,2.746967
166,2.746466
167,2.745708
168,2.745414
169,2.745073
170,2.744225
171,2.743766
172,2.743637
173,2.742996
174,2.742832
175,2.742003
176,2.741527
177,2.741825
178,2.741477
179,2.740847
180,2.740195
181,2.740089
182,2.739696
183,2.739480
184,2.739041
185,2.738825
186,2.738385
187,2.738044
188,2.737502
189,2.737146
190,2.736752
191,2.736610
192,2.736187
193,2.735891
194,2.735490
195,2.735501
196,2.735096
197,2.734798
198,2.734406
199,2.734484
200,2.733796
201,2.733406
202,2.733043
203,2.732948
204,2.732535
205,2.732421
206,2.732205
207,2.731825
208,2.731532
209,2.731182
210,2.730860
211,2.730455
212,2.730194
213,2.729916
214,2.729677
215,2.729375
216,2.729306
217,2.728826
218,2.728779
219,2.728353
220,2.728340
221,2.727986
222,2.727997
223,2.727938
224,2.727602
225,2.727421
226,2.726966
227,2.726475
228,2.726119
229,2.726274
230,2.726297
231,2.725792
232,2.725679
233,2.725323
234,2.725110
235,2.725102
236,2.724882
237,2.724812
238,2.724460
239,2.723953
240,2.723642
241,2.723412
242,2.723312
243,2.723171
244,2.722947
245,2.722915
246,2.722442
247,2.722204
248,2.722011
249,2.721820
250,2.721678
251,2.721439
252,2.721267
253,2.720967
254,2.720446
255,2.720527
256,2.720603
257,2.720483
258,2.719860
259,2.719546
260,2.719452
261,2.719329
262,2.719263
263,2.719056
264,2.719195
265,2.718670
266,2.718853
267,2.718630
268,2.718378
269,2.718119
270,2.718018
271,2.717997
272,2.717517
273,2.717071
274,2.716831
275,2.716903
276,2.716451
277,2.716552
278,2.716225
279,2.716135
280,2.715870
281,2.715810
282,2.715609
283,2.715471
284,2.715292
285,2.715075
286,2.714608
287,2.714457
288,2.714389
289,2.714213
290,2.714090
291,2.713724
292,2.713643
293,2.713697
294,2.713289
295,2.713262
296,2.713356
297,2.713003
298,2.712752
299,2.712751
300,2.712455
301,2.712415
302,2.712323
303,2.711957
304,2.711868
305,2.711574
306,2.711422
307,2.711369
308,2.711138
309,2.710963
310,2.710465
311,2.710227
312,2.710166
313,2.710068
314,2.709763
315,2.709776
316,2.709671
317,2.709826
318,2.709646
319,2.709371
320,2.708951
321,2.708716
322,2.708640
323,2.708182
324,2.708225
325,2.708206
326,2.708041
327,2.708047
328,2.707811
329,2.707555
330,2.707493
331,2.707128
332,2.706821
333,2.706890
334,2.706802
335,2.706810
336,2.706564
337,2.706126
338,2.705871
339,2.705516
340,2.705626
341,2.705700
342,2.705212
343,2.705197
344,2.704987
345,2.704560
346,2.704305
347,2.704144
348,2.704350
349,2.704315
350,2.704250
351,2.703727
352,2.703325
353,2.703292
354,2.703260
355,2.703059
356,2.702902
357,2.703041
358,2.702995
359,2.702616
360,2.702471
361,2.702284
362,2.702003
363,2.701926
364,2.702081
365,2.701762
366,2.701545
367,2.701243
368,2.701198
369,2.700799
370,2.701011
371,2.700482
372,2.700504
373,2.700552
374,2.700052
375,2.699841
376,2.699459
377,2.699578
378,2.699342
379,2.699306
380,2.699335
381,2.699026
382,2.699100
383,2.698811
384,2.698571
385,2.698688
386,2.698155
387,2.698173
388,2.698078
389,2.698115
390,2.697744
391,2.697832
392,2.697587
393,2.697527
394,2.697531
