EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/08/02 04:52:48"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.242470
1,3.230581
2,3.223090
3,3.217360
4,3.212344
5,3.208255
6,3.204291
7,3.200560
8,3.196651
9,3.193494
10,3.190278
11,3.187134
12,3.184033
13,3.180989
14,3.178084
15,3.175253
16,3.172515
17,3.169894
18,3.167196
19,3.164730
20,3.162069
21,3.159691
22,3.157247
23,3.154646
24,3.152152
25,3.149987
26,3.148068
27,3.146070
28,3.143723
29,3.141729
30,3.139636
31,3.137459
32,3.135355
33,3.133358
34,3.131683
35,3.129818
36,3.127971
37,3.126002
38,3.124010
39,3.122010
40,3.120456
41,3.118837
42,3.117212
43,3.115477
44,3.113651
45,3.112303
46,3.110783
47,3.109309
48,3.107803
49,3.106152
50,3.104527
51,3.103042
52,3.101762
53,3.100394
54,3.098963
55,3.097568
56,3.096299
57,3.095003
58,3.093738
59,3.092313
60,3.090985
61,3.089972
62,3.088827
63,3.087529
64,3.086246
65,3.084932
66,3.083654
67,3.082642
68,3.081458
69,3.080630
70,3.079404
71,3.078145
72,3.077180
73,3.075930
74,3.074858
75,3.073855
76,3.073073
77,3.072201
78,3.071306
79,3.070093
80,3.069221
81,3.068306
82,3.067241
83,3.066278
84,3.065153
85,3.064492
86,3.063357
87,3.062378
88,3.061774
89,3.060622
90,3.059593
91,3.059132
92,3.058436
93,3.057514
94,3.056598
95,3.055795
96,3.054740
97,3.054090
98,3.053229
99,3.052400
100,3.051727
101,3.050753
102,3.049875
103,3.049277
104,3.048506
105,3.047622
106,3.046662
107,3.045710
108,3.045073
109,3.044397
110,3.043801
111,3.042949
112,3.042469
113,3.041631
114,3.040965
115,3.040228
116,3.039447
117,3.038696
118,3.038121
119,3.037320
120,3.036551
121,3.036110
122,3.035603
123,3.034931
124,3.034237
125,3.033691
126,3.032769
127,3.032216
128,3.031601
129,3.030984
130,3.030366
131,3.029757
132,3.029013
133,3.028486
134,3.028072
135,3.027289
136,3.026480
137,3.026075
138,3.025436
139,3.024884
140,3.024320
141,3.023544
142,3.023159
143,3.022538
144,3.021879
145,3.021168
146,3.020724
147,3.020179
148,3.019603
149,3.019047
150,3.018577
151,3.017965
152,3.017283
153,3.016881
154,3.016331
155,3.015790
156,3.015330
157,3.014884
158,3.014490
159,3.013808
160,3.013483
161,3.012955
162,3.012177
163,3.011858
164,3.011184
165,3.010640
166,3.010022
167,3.009326
168,3.008675
169,3.008199
170,3.008093
171,3.007345
172,3.006751
173,3.006508
174,3.006227
175,3.005548
176,3.005167
177,3.004327
178,3.003814
179,3.003437
180,3.002833
181,3.002341
182,3.002074
183,3.001693
184,3.001223
185,3.000738
186,3.000346
187,2.999721
188,2.999025
189,2.998781
190,2.998304
191,2.997677
192,2.997358
193,2.996809
194,2.996417
195,2.996222
196,2.995803
197,2.995505
198,2.995132
199,2.994348
200,2.993985
201,2.993286
202,2.992831
203,2.992536
204,2.992078
205,2.991599
206,2.991238
207,2.990742
208,2.990391
209,2.990000
210,2.989659
211,2.989406
212,2.988887
213,2.988367
214,2.988050
215,2.987829
216,2.987292
217,2.987082
218,2.986535
219,2.986280
220,2.985826
221,2.985338
222,2.984800
223,2.984250
224,2.984129
225,2.983665
226,2.983322
227,2.982810
228,2.982408
229,2.981800
230,2.981699
231,2.981310
232,2.980829
233,2.980506
234,2.980295
235,2.979929
236,2.979457
237,2.979049
238,2.978844
239,2.978364
240,2.977992
241,2.977707
242,2.977400
243,2.976896
244,2.976509
245,2.976248
246,2.976123
247,2.975617
248,2.975095
249,2.974698
250,2.974222
251,2.973934
252,2.973624
253,2.973426
254,2.973151
255,2.972957
256,2.972811
257,2.972323
258,2.972170
259,2.971779
260,2.971610
261,2.971071
262,2.970759
263,2.970318
264,2.970087
265,2.969980
266,2.969823
267,2.969620
268,2.969384
269,2.968798
270,2.968527
271,2.968056
272,2.967774
273,2.967495
274,2.966865
275,2.966610
276,2.966158
277,2.965787
278,2.965595
279,2.965349
280,2.965160
281,2.964764
282,2.964429
283,2.964415
284,2.963974
285,2.963576
286,2.963375
287,2.963219
288,2.962838
289,2.962576
290,2.962320
291,2.962029
292,2.961760
293,2.961268
294,2.960888
295,2.960687
296,2.960352
297,2.960060
298,2.959581
299,2.959154
300,2.958786
301,2.958701
302,2.958375
303,2.958217
304,2.958163
305,2.957566
306,2.957266
307,2.956919
308,2.956515
309,2.956090
310,2.955760
311,2.955699
312,2.955032
313,2.954981
314,2.954793
315,2.954555
316,2.954233
317,2.954232
318,2.953753
319,2.953433
320,2.953355
321,2.952920
322,2.952587
323,2.952307
324,2.951818
325,2.951260
326,2.950979
327,2.950801
328,2.950439
329,2.950187
330,2.949550
331,2.949462
332,2.949470
333,2.949479
334,2.949241
335,2.948887
336,2.948869
337,2.948514
338,2.948181
339,2.947870
340,2.947618
341,2.947464
342,2.947257
343,2.947145
344,2.946816
345,2.946384
346,2.946216
347,2.945815
348,2.945873
349,2.945773
350,2.945086
351,2.944974
352,2.944672
353,2.944339
354,2.944021
355,2.943779
356,2.943485
357,2.943077
358,2.942906
359,2.942580
360,2.942207
361,2.941781
362,2.941596
363,2.941346
364,2.941133
365,2.940792
366,2.940609
367,2.940370
368,2.940231
369,2.939817
370,2.939481
371,2.939388
372,2.939363
373,2.939178
374,2.938833
375,2.938538
376,2.938489
377,2.938062
378,2.937946
379,2.937723
380,2.937337
381,2.936955
382,2.936659
383,2.936546
384,2.936292
385,2.935972
386,2.935979
387,2.935725
388,2.935625
389,2.935373
390,2.935052
391,2.934873
392,2.934539
393,2.934735
394,2.934285
