EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 34019/51840"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/17 01:38:54"

"V1: 1.000000, 1.421875"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,2.925658
1,2.942694
2,3.069182
3,3.073226
4,3.072225
5,3.070019
6,3.067021
7,3.063695
8,3.060076
9,3.056586
10,3.052929
11,3.049276
12,3.045741
13,3.042381
14,3.038822
15,3.035619
16,3.032317
17,3.029158
18,3.026087
19,3.023213
20,3.020687
21,3.017573
22,3.015181
23,3.012486
24,3.010171
25,3.007913
26,3.005552
27,3.003234
28,3.000767
29,2.998296
30,2.996108
31,2.994150
32,2.991732
33,2.989407
34,2.987506
35,2.985572
36,2.983614
37,2.981575
38,2.979791
39,2.978016
40,2.976442
41,2.974795
42,2.972738
43,2.971013
44,2.969313
45,2.967399
46,2.965848
47,2.964391
48,2.963043
49,2.961500
50,2.959832
51,2.958279
52,2.956599
53,2.954965
54,2.953401
55,2.952008
56,2.950421
57,2.948939
58,2.947575
59,2.946225
60,2.944761
61,2.943448
62,2.941954
63,2.940767
64,2.939489
65,2.938208
66,2.936941
67,2.935548
68,2.934564
69,2.933166
70,2.931726
71,2.930426
72,2.929403
73,2.928140
74,2.927284
75,2.926080
76,2.924933
77,2.923767
78,2.922785
79,2.921674
80,2.920373
81,2.919539
82,2.918177
83,2.917222
84,2.916274
85,2.914988
86,2.913863
87,2.912976
88,2.911726
89,2.910796
90,2.910086
91,2.908984
92,2.907970
93,2.907038
94,2.905960
95,2.904978
96,2.903740
97,2.902732
98,2.901793
99,2.901151
100,2.900455
101,2.899565
102,2.899144
103,2.898031
104,2.897042
105,2.896321
106,2.895117
107,2.894385
108,2.893384
109,2.892562
110,2.891882
111,2.890910
112,2.889607
113,2.888951
114,2.888276
115,2.887594
116,2.886866
117,2.886115
118,2.885277
119,2.884500
120,2.883708
121,2.883217
122,2.882552
123,2.881851
124,2.881066
125,2.880184
126,2.879346
127,2.878648
128,2.878113
129,2.877153
130,2.876491
131,2.875791
132,2.875219
133,2.874499
134,2.873852
135,2.873262
136,2.872540
137,2.871988
138,2.871247
139,2.870597
140,2.869999
141,2.869538
142,2.868675
143,2.867900
144,2.867383
145,2.866736
146,2.866137
147,2.865429
148,2.864854
149,2.864539
150,2.864128
151,2.863349
152,2.862606
153,2.862018
154,2.861447
155,2.860991
156,2.860419
157,2.859684
158,2.858999
159,2.858776
160,2.858136
161,2.857548
162,2.856740
163,2.856264
164,2.855467
165,2.854865
166,2.854545
167,2.854112
168,2.853748
169,2.852867
170,2.852401
171,2.851989
172,2.851465
173,2.850887
174,2.850152
175,2.850022
176,2.849596
177,2.849005
178,2.848751
179,2.848081
180,2.847596
181,2.847085
182,2.846382
183,2.845965
184,2.845379
185,2.844788
186,2.844290
187,2.843906
188,2.843543
189,2.843281
190,2.842685
191,2.842306
192,2.841866
193,2.841212
194,2.840762
195,2.840330
196,2.839935
197,2.839396
198,2.838830
199,2.838504
200,2.838127
201,2.837659
202,2.837156
203,2.836746
204,2.836416
205,2.835808
206,2.835254
207,2.834755
208,2.834340
209,2.834032
210,2.833542
211,2.833230
212,2.832924
213,2.832338
214,2.832189
215,2.831564
216,2.830994
217,2.830871
218,2.830474
219,2.829890
220,2.829506
221,2.829281
222,2.828975
223,2.828260
224,2.827870
225,2.827249
226,2.826863
227,2.826799
228,2.826591
229,2.826137
230,2.825973
231,2.825568
232,2.824841
233,2.824456
234,2.823894
235,2.823629
236,2.823251
237,2.823157
238,2.822901
239,2.822467
240,2.822074
241,2.821403
242,2.821121
243,2.820898
244,2.820597
245,2.820250
246,2.819968
247,2.819705
248,2.819437
249,2.818833
250,2.818616
251,2.818337
252,2.818220
253,2.817766
254,2.817251
255,2.816734
256,2.816643
257,2.816560
258,2.816332
259,2.815796
260,2.815215
261,2.814624
262,2.814263
263,2.813830
264,2.813559
265,2.813222
266,2.813059
267,2.812849
268,2.812805
269,2.812342
270,2.812159
271,2.812163
272,2.811751
273,2.811189
274,2.810458
275,2.810192
276,2.810240
277,2.809827
278,2.809510
279,2.809181
280,2.808812
281,2.808315
282,2.808099
283,2.807808
284,2.807749
285,2.807510
286,2.807202
287,2.806961
288,2.806879
289,2.806577
290,2.806096
291,2.805725
292,2.805581
293,2.805237
294,2.804912
295,2.804914
296,2.804560
297,2.804033
298,2.803988
299,2.803559
300,2.803529
301,2.803325
302,2.803341
303,2.802822
304,2.802773
305,2.802366
306,2.802316
307,2.802073
308,2.801644
309,2.801492
310,2.801240
311,2.800798
312,2.800753
313,2.800561
314,2.800075
315,2.799869
316,2.799807
317,2.799357
318,2.799281
319,2.798828
320,2.798675
321,2.798654
322,2.798749
323,2.798348
324,2.798153
325,2.798181
326,2.797659
327,2.797498
328,2.797242
329,2.796929
330,2.796655
331,2.796613
332,2.796626
333,2.796242
334,2.796225
335,2.795900
336,2.795505
337,2.795192
338,2.795127
339,2.794997
340,2.795017
341,2.794930
342,2.794472
343,2.794205
344,2.794093
345,2.793809
346,2.793866
347,2.794071
348,2.793784
349,2.793556
350,2.793394
351,2.793276
352,2.793145
353,2.793166
354,2.792741
355,2.792649
356,2.792302
357,2.792033
358,2.791874
359,2.791718
360,2.791488
361,2.791202
362,2.790853
363,2.790665
364,2.790637
365,2.790569
366,2.790475
367,2.790487
368,2.790395
369,2.790155
370,2.790095
371,2.789944
372,2.789720
373,2.789564
374,2.789478
375,2.789249
376,2.789221
377,2.789034
378,2.788888
379,2.788677
380,2.788386
381,2.788188
382,2.788154
383,2.787989
384,2.787796
385,2.787787
386,2.787659
387,2.787624
388,2.787744
389,2.787555
390,2.787299
391,2.787143
392,2.787076
393,2.786817
394,2.786711
