EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 2.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/20 02:27:31"

"V1: 1.000000, 0.587500"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.163232
1,3.143252
2,3.131758
3,3.125895
4,3.123376
5,3.121888
6,3.120215
7,3.118119
8,3.115796
9,3.112704
10,3.110451
11,3.107501
12,3.104311
13,3.100885
14,3.098005
15,3.094984
16,3.091725
17,3.088692
18,3.086193
19,3.082734
20,3.080094
21,3.077439
22,3.074403
23,3.072020
24,3.069594
25,3.067228
26,3.065229
27,3.063109
28,3.060693
29,3.059068
30,3.057404
31,3.055025
32,3.053429
33,3.051942
34,3.049803
35,3.047836
36,3.045683
37,3.043546
38,3.041167
39,3.039165
40,3.038136
41,3.036840
42,3.034844
43,3.033663
44,3.032300
45,3.030663
46,3.028636
47,3.026623
48,3.025229
49,3.023216
50,3.021904
51,3.020556
52,3.019031
53,3.017647
54,3.016699
55,3.015416
56,3.014011
57,3.012465
58,3.010714
59,3.009050
60,3.007967
61,3.006631
62,3.005384
63,3.003828
64,3.003088
65,3.001847
66,3.000013
67,2.998717
68,2.997781
69,2.996634
70,2.995408
71,2.994157
72,2.992769
73,2.991690
74,2.990677
75,2.989338
76,2.988091
77,2.987796
78,2.987727
79,2.986915
80,2.986000
81,2.984977
82,2.984185
83,2.983183
84,2.982310
85,2.981844
86,2.980860
87,2.980125
88,2.979021
89,2.978568
90,2.977700
91,2.977065
92,2.976505
93,2.975389
94,2.974717
95,2.973615
96,2.972692
97,2.971261
98,2.970650
99,2.970022
100,2.969231
101,2.968050
102,2.967109
103,2.965964
104,2.965761
105,2.965053
106,2.964128
107,2.963541
108,2.962763
109,2.961656
110,2.960630
111,2.960147
112,2.959694
113,2.959279
114,2.958634
115,2.958058
116,2.957292
117,2.956529
118,2.955760
119,2.955171
120,2.954469
121,2.953923
122,2.952878
123,2.952276
124,2.951823
125,2.951150
126,2.950644
127,2.949807
128,2.948803
129,2.947806
130,2.947267
131,2.946831
132,2.946071
133,2.944954
134,2.944201
135,2.943614
136,2.943092
137,2.942528
138,2.941847
139,2.941196
140,2.940498
141,2.940192
142,2.939163
143,2.938474
144,2.937871
145,2.937410
146,2.937161
147,2.936773
148,2.936421
149,2.935616
150,2.934827
151,2.934207
152,2.933434
153,2.932402
154,2.931602
155,2.931025
156,2.930264
157,2.929565
158,2.928859
159,2.928265
160,2.927890
161,2.927122
162,2.926705
163,2.926427
164,2.925525
165,2.924756
166,2.924519
167,2.923843
168,2.923647
169,2.923368
170,2.923001
171,2.922870
172,2.922003
173,2.920934
174,2.920307
175,2.919593
176,2.919320
177,2.918766
178,2.918136
179,2.917747
180,2.917447
181,2.916901
182,2.916818
183,2.916066
184,2.915625
185,2.915506
186,2.914921
187,2.914318
188,2.914345
189,2.913445
190,2.912519
191,2.912266
192,2.911475
193,2.910966
194,2.910918
195,2.910460
196,2.909499
197,2.908406
198,2.907882
199,2.907171
200,2.906458
201,2.906502
202,2.906149
203,2.905324
204,2.905125
205,2.905002
206,2.904391
207,2.903872
208,2.903175
209,2.902125
210,2.901597
211,2.901269
212,2.902013
213,2.902561
214,2.902096
215,2.901544
216,2.901012
217,2.901080
218,2.900954
219,2.900728
220,2.900277
221,2.899504
222,2.899112
223,2.898553
224,2.898431
225,2.898103
226,2.897988
227,2.897606
228,2.897280
229,2.896907
230,2.896356
231,2.895729
232,2.895359
233,2.894953
234,2.894584
235,2.894475
236,2.894200
237,2.893787
238,2.893520
239,2.893208
240,2.893054
241,2.892644
242,2.892084
243,2.891584
244,2.891351
245,2.891198
246,2.890483
247,2.890319
248,2.889722
249,2.889296
250,2.888685
251,2.888269
252,2.887981
253,2.887644
254,2.887187
255,2.886842
256,2.886801
257,2.886294
258,2.886063
259,2.885331
260,2.884976
261,2.884577
262,2.884317
263,2.884065
264,2.883493
265,2.882899
266,2.882224
267,2.881816
268,2.881653
269,2.881280
270,2.880986
271,2.881271
272,2.881078
273,2.880704
274,2.880410
275,2.879905
276,2.879797
277,2.879609
278,2.879640
279,2.878815
280,2.878444
281,2.877928
282,2.877416
283,2.877515
284,2.877190
285,2.876978
286,2.876359
287,2.875887
288,2.875623
289,2.875210
290,2.874775
291,2.874710
292,2.874451
293,2.873928
294,2.873769
295,2.873386
296,2.872989
297,2.872750
298,2.872331
299,2.871883
300,2.871595
301,2.871249
302,2.870756
303,2.870533
304,2.870367
305,2.870015
306,2.869736
307,2.868778
308,2.868714
309,2.868633
310,2.868913
311,2.869014
312,2.868502
313,2.867751
314,2.867171
315,2.867126
316,2.867073
317,2.866456
318,2.866261
319,2.866575
320,2.865941
321,2.865557
322,2.865506
323,2.865243
324,2.864511
325,2.864333
326,2.864195
327,2.864105
328,2.863687
329,2.863072
330,2.862750
331,2.862779
332,2.862883
333,2.862158
334,2.861803
335,2.861566
336,2.861130
337,2.860953
338,2.860643
339,2.860614
340,2.860250
341,2.860099
342,2.859805
343,2.859579
344,2.859562
345,2.859277
346,2.859050
347,2.858863
348,2.858761
349,2.858462
350,2.858282
351,2.857985
352,2.857694
353,2.857832
354,2.857741
355,2.857192
356,2.856861
357,2.856764
358,2.856000
359,2.856070
360,2.855814
361,2.855284
362,2.855071
363,2.854901
364,2.854740
365,2.854164
366,2.853847
367,2.853759
368,2.853693
369,2.853338
370,2.853376
371,2.852706
372,2.852665
373,2.852400
374,2.852511
375,2.852214
376,2.852081
377,2.851917
378,2.851830
379,2.851553
380,2.851416
381,2.850840
382,2.850346
383,2.849882
384,2.849721
385,2.849320
386,2.848995
387,2.848930
388,2.848337
389,2.848067
390,2.847978
391,2.847808
392,2.847664
393,2.847337
394,2.847272
