2.750049368,2.748844257
5.644500395,2.732808316
8.538951422,2.72269556
11.43340245,2.716483439
14.32785348,2.712871741
17.2223045,2.711715997
20.11675553,2.709115574
23.01120656,2.708682171
25.90565758,2.706948555
28.80010861,2.705359408
31.69455964,2.702470049
34.58901066,2.702325581
37.48346169,2.702325581
40.37791272,2.70102537
43.27236374,2.697413672
46.16681477,2.693946441
49.0612658,2.689612403
51.95571682,2.685278365
54.85016785,2.681522199
57.74461888,2.676610289
60.63906991,2.668231149
63.53352093,2.661007752
66.42797196,2.655951374
69.32242299,2.651039464
72.21687401,2.646849894
75.11132504,2.64222692
78.00577607,2.637170543
80.90022709,2.631680761
83.79467812,2.62546864
86.68912915,2.618967583
89.58358017,2.612322058
92.4780312,2.605243129
95.37248223,2.597730796
98.26693325,2.58906272
101.1613843,2.581116984
104.0558353,2.570426357
106.9502863,2.562769556
109.8447374,2.555546159
112.7391884,2.54572234
115.6336394,2.533442565
118.5280904,2.519718111
121.4225415,2.504115574
124.3169925,2.48620155
127.2114435,2.465976039
130.1058945,2.44141649
131.8491435,2.409525194
134.3160051,2.378457364
136.8449952,2.341942291
139.0172953,2.304297158
140.874062,2.264087657
142.3415284,2.22574031
143.4466825,2.189031008
144.2711625,2.154864341
145.2000978,2.118819591
146.1569412,2.084147287
146.9463369,2.049892334
147.656793,2.011682171
148.2619964,1.973542636
149.1171752,1.931986434
149.7929457,1.892438337
150.7313882,1.848709004
151.3717372,1.805179704
152.2696979,1.761604717
152.9983709,1.716476392
153.7877666,1.670968992
154.5771623,1.626761804
155.2349921,1.596875
