EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/08/02 04:39:27"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.226535
1,3.217218
2,3.211044
3,3.206226
4,3.202305
5,3.198662
6,3.195145
7,3.191857
8,3.188591
9,3.185497
10,3.182820
11,3.178829
12,3.175468
13,3.172727
14,3.169897
15,3.167029
16,3.164232
17,3.161380
18,3.159040
19,3.156776
20,3.154114
21,3.151561
22,3.149303
23,3.146749
24,3.144583
25,3.142555
26,3.140063
27,3.137790
28,3.135680
29,3.133382
30,3.131031
31,3.129051
32,3.126633
33,3.124863
34,3.122762
35,3.120802
36,3.118545
37,3.116357
38,3.113950
39,3.111966
40,3.110120
41,3.108370
42,3.106695
43,3.105140
44,3.103406
45,3.101662
46,3.100553
47,3.098387
48,3.096813
49,3.095835
50,3.094304
51,3.092547
52,3.091566
53,3.089603
54,3.088193
55,3.087128
56,3.085576
57,3.083541
58,3.082299
59,3.080719
60,3.079511
61,3.078623
62,3.076975
63,3.076563
64,3.075282
65,3.073012
66,3.072027
67,3.070775
68,3.069368
69,3.068733
70,3.067630
71,3.066115
72,3.065046
73,3.064170
74,3.062892
75,3.062142
76,3.061192
77,3.060211
78,3.059373
79,3.058135
80,3.056561
81,3.055707
82,3.054370
83,3.053534
84,3.052781
85,3.052022
86,3.050955
87,3.049923
88,3.049393
89,3.047464
90,3.047172
91,3.046779
92,3.045600
93,3.043760
94,3.043430
95,3.042897
96,3.042110
97,3.041590
98,3.039976
99,3.039335
100,3.037892
101,3.036904
102,3.035558
103,3.035512
104,3.034697
105,3.034428
106,3.034069
107,3.032738
108,3.031918
109,3.030901
110,3.029746
111,3.029140
112,3.028852
113,3.027802
114,3.027189
115,3.026459
116,3.025981
117,3.025158
118,3.025000
119,3.024258
120,3.023587
121,3.023365
122,3.022599
123,3.021917
124,3.021322
125,3.020885
126,3.020183
127,3.019552
128,3.018792
129,3.017625
130,3.017303
131,3.016431
132,3.015200
133,3.014979
134,3.014176
135,3.013455
136,3.012904
137,3.012059
138,3.011390
139,3.010932
140,3.010144
141,3.009698
142,3.009113
143,3.008249
144,3.008118
145,3.007304
146,3.007287
147,3.006482
148,3.005857
149,3.005302
150,3.004648
151,3.004039
152,3.003551
153,3.002501
154,3.001768
155,3.001009
156,3.000488
157,2.999967
158,2.998769
159,2.998260
160,2.997379
161,2.996851
162,2.996806
163,2.996004
164,2.995852
165,2.996214
166,2.995921
167,2.995836
168,2.995353
169,2.994601
170,2.993482
171,2.993558
172,2.993562
173,2.992302
174,2.991822
175,2.991415
176,2.990656
177,2.990264
178,2.989763
179,2.989736
180,2.989327
181,2.989201
182,2.988534
183,2.987929
184,2.987696
185,2.986973
186,2.986305
187,2.986277
188,2.985031
189,2.984130
190,2.983869
191,2.982998
192,2.982260
193,2.982013
194,2.981644
195,2.981775
196,2.981375
197,2.980980
198,2.980287
199,2.980379
200,2.979730
201,2.979536
202,2.979387
203,2.978938
204,2.978334
205,2.978150
206,2.977176
207,2.977327
208,2.976918
209,2.976599
210,2.975996
211,2.975927
212,2.975577
213,2.974875
214,2.974648
215,2.974064
216,2.973520
217,2.973562
218,2.972988
219,2.972522
220,2.972031
221,2.971537
222,2.971575
223,2.971536
224,2.970417
225,2.970118
226,2.969709
227,2.969320
228,2.969395
229,2.969317
230,2.968288
231,2.967851
232,2.967176
233,2.966878
234,2.966347
235,2.966486
236,2.965847
237,2.964991
238,2.964879
239,2.964342
240,2.963836
241,2.963860
242,2.962907
243,2.962791
244,2.962416
245,2.962065
246,2.962062
247,2.961556
248,2.961091
249,2.960685
250,2.960902
251,2.959738
252,2.959337
253,2.959006
254,2.958750
255,2.958378
256,2.958350
257,2.957830
258,2.957956
259,2.957770
260,2.957675
261,2.956609
262,2.956437
263,2.956123
264,2.956181
265,2.955971
266,2.954961
267,2.954983
268,2.954389
269,2.954017
270,2.953424
271,2.953433
272,2.952786
273,2.952466
274,2.952617
275,2.951739
276,2.951340
277,2.951251
278,2.951461
279,2.951020
280,2.950742
281,2.949729
282,2.949165
283,2.948833
284,2.948664
285,2.948199
286,2.947793
287,2.946741
288,2.946800
289,2.947156
290,2.946470
291,2.946063
292,2.945839
293,2.945370
294,2.945093
295,2.944734
296,2.944496
297,2.944391
298,2.944108
299,2.944054
300,2.943573
301,2.943356
302,2.942364
303,2.942078
304,2.941562
305,2.941095
306,2.940880
307,2.941366
308,2.940890
309,2.940223
310,2.940313
311,2.940036
312,2.939863
313,2.939385
314,2.938761
315,2.938406
316,2.938498
317,2.938185
318,2.937959
319,2.937541
320,2.937241
321,2.936987
322,2.936797
323,2.936575
324,2.936209
325,2.935849
326,2.935725
327,2.935401
328,2.934742
329,2.934576
330,2.933866
331,2.934046
332,2.933673
333,2.933748
334,2.933201
335,2.932818
336,2.932349
337,2.931732
338,2.931373
339,2.931241
340,2.931230
341,2.931006
342,2.930630
343,2.930095
344,2.929822
345,2.929322
346,2.929420
347,2.929150
348,2.929147
349,2.928569
350,2.928717
351,2.928030
352,2.927710
353,2.926924
354,2.926761
355,2.926090
356,2.925816
357,2.925494
358,2.925344
359,2.924633
360,2.924130
361,2.924368
362,2.923527
363,2.923692
364,2.923646
365,2.923260
366,2.923046
367,2.923053
368,2.922405
369,2.922106
370,2.922451
371,2.922049
372,2.921874
373,2.921519
374,2.921303
375,2.921007
376,2.920651
377,2.920313
378,2.920248
379,2.920559
380,2.919717
381,2.919151
382,2.919332
383,2.919300
384,2.918851
385,2.918751
386,2.918410
387,2.918645
388,2.918439
389,2.917708
390,2.917412
391,2.917631
392,2.917132
393,2.917578
394,2.917017
