EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/08/07 04:37:26"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.201692
1,3.182610
2,3.168984
3,3.157941
4,3.148854
5,3.140581
6,3.132553
7,3.126258
8,3.120176
9,3.114537
10,3.108464
11,3.103055
12,3.098810
13,3.093249
14,3.089047
15,3.084806
16,3.080571
17,3.076603
18,3.072769
19,3.068925
20,3.065449
21,3.062500
22,3.058881
23,3.055898
24,3.052451
25,3.048976
26,3.046187
27,3.043539
28,3.040492
29,3.037523
30,3.035278
31,3.032927
32,3.030406
33,3.027712
34,3.025540
35,3.022893
36,3.020756
37,3.018638
38,3.016683
39,3.014920
40,3.013050
41,3.010839
42,3.009481
43,3.008119
44,3.005796
45,3.005891
46,3.003932
47,3.002270
48,3.000607
49,2.998817
50,2.997190
51,2.995308
52,2.993378
53,2.991879
54,2.990773
55,2.989422
56,2.987614
57,2.986091
58,2.984657
59,2.983574
60,2.982208
61,2.980107
62,2.978184
63,2.976670
64,2.975633
65,2.974048
66,2.972080
67,2.972984
68,2.973987
69,2.972712
70,2.969170
71,2.966707
72,2.966989
73,2.966704
74,2.966116
75,2.964316
76,2.963246
77,2.961416
78,2.959764
79,2.958869
80,2.957844
81,2.956685
82,2.955485
83,2.954482
84,2.953235
85,2.952067
86,2.951533
87,2.950448
88,2.949913
89,2.948696
90,2.947306
91,2.946792
92,2.945410
93,2.944831
94,2.943065
95,2.942276
96,2.941442
97,2.941148
98,2.940059
99,2.939085
100,2.937704
101,2.936132
102,2.936210
103,2.934925
104,2.934422
105,2.934170
106,2.932225
107,2.931368
108,2.930436
109,2.929358
110,2.928918
111,2.927865
112,2.927075
113,2.926589
114,2.925434
115,2.924821
116,2.924105
117,2.923273
118,2.922776
119,2.922457
120,2.921740
121,2.920524
122,2.919556
123,2.919127
124,2.918066
125,2.917342
126,2.916829
127,2.915895
128,2.914335
129,2.914607
130,2.914671
131,2.913986
132,2.912029
133,2.911116
134,2.910480
135,2.909804
136,2.909277
137,2.908487
138,2.907639
139,2.906380
140,2.907013
141,2.907081
142,2.905831
143,2.904098
144,2.903955
145,2.902905
146,2.902272
147,2.901526
148,2.900348
149,2.899949
150,2.899146
151,2.898232
152,2.897749
153,2.896977
154,2.895456
155,2.895126
156,2.894814
157,2.893644
158,2.892735
159,2.892133
160,2.891605
161,2.890370
162,2.890291
163,2.889936
164,2.889046
165,2.889035
166,2.887633
167,2.888089
168,2.887240
169,2.886035
170,2.885641
171,2.884940
172,2.884268
173,2.884484
174,2.884404
175,2.882982
176,2.881803
177,2.881062
178,2.880462
179,2.880074
180,2.879439
181,2.878554
182,2.878021
183,2.877672
184,2.877201
185,2.876636
186,2.876949
187,2.876787
188,2.876266
189,2.875836
190,2.875046
191,2.874412
192,2.873971
193,2.873040
194,2.873223
195,2.872468
196,2.871957
197,2.870888
198,2.870741
199,2.870872
200,2.870387
201,2.869734
202,2.869288
203,2.868821
204,2.868284
205,2.867883
206,2.867262
207,2.866604
208,2.865918
209,2.865714
210,2.864562
211,2.863476
212,2.863978
213,2.863705
214,2.863358
215,2.862584
216,2.861968
217,2.860901
218,2.860696
219,2.860055
220,2.859460
221,2.859642
222,2.858746
223,2.858380
224,2.858366
225,2.857959
226,2.857624
227,2.857238
228,2.856951
229,2.856231
230,2.855589
231,2.855420
232,2.854325
233,2.853399
234,2.853475
235,2.853407
236,2.852318
237,2.851662
238,2.852034
239,2.851670
240,2.851181
241,2.850934
242,2.850403
243,2.850319
244,2.850117
245,2.848946
246,2.848417
247,2.848099
248,2.848017
249,2.847755
250,2.847141
251,2.847014
252,2.847607
253,2.847477
254,2.847556
255,2.847457
256,2.847225
257,2.846949
258,2.845560
259,2.844597
260,2.844465
261,2.844530
262,2.844125
263,2.843230
264,2.842912
265,2.842742
266,2.842727
267,2.842229
268,2.841811
269,2.841370
270,2.841008
271,2.841026
272,2.840508
273,2.839851
274,2.839402
275,2.838317
276,2.838162
277,2.837911
278,2.837119
279,2.837162
280,2.836912
281,2.836643
282,2.836328
283,2.835716
284,2.834869
285,2.834776
286,2.835002
287,2.834914
288,2.834199
289,2.834162
290,2.834327
291,2.833598
292,2.833255
293,2.832542
294,2.832913
295,2.832139
296,2.831737
297,2.831953
298,2.831161
299,2.830424
300,2.829710
301,2.830128
302,2.829929
303,2.829198
304,2.828864
305,2.829052
306,2.828489
307,2.827999
308,2.827187
309,2.825831
310,2.824826
311,2.825326
312,2.829118
313,2.828978
314,2.828503
315,2.831116
316,2.829534
317,2.830279
318,2.829659
319,2.829757
320,2.832593
321,2.831311
322,2.827889
323,2.827842
324,2.827037
325,2.826784
326,2.826540
327,2.826394
328,2.826153
329,2.825802
330,2.825491
331,2.825128
332,2.824844
333,2.824459
334,2.824268
335,2.823934
336,2.823508
337,2.823275
338,2.822893
339,2.822654
340,2.822482
341,2.823181
342,2.822360
343,2.821600
344,2.823034
345,2.825953
346,2.825832
347,2.825062
348,2.823447
349,2.824288
350,2.821903
351,2.823725
352,2.823559
353,2.822774
354,2.820594
355,2.819797
356,2.819060
357,2.818311
358,2.818900
359,2.820859
360,2.817273
361,2.817533
362,2.815787
363,2.816590
364,2.816316
365,2.816850
366,2.817261
367,2.816053
368,2.815345
369,2.815055
370,2.815485
371,2.814880
372,2.815273
373,2.814044
374,2.814804
375,2.815058
376,2.814505
377,2.812467
378,2.812853
379,2.811658
380,2.811106
381,2.811761
382,2.812416
383,2.810208
384,2.810146
385,2.809384
386,2.809026
387,2.808814
388,2.808441
389,2.808366
390,2.808158
391,2.807867
392,2.811036
393,2.809200
394,2.808246
