EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/08/07 04:33:59"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.184832
1,3.164234
2,3.153259
3,3.147302
4,3.144873
5,3.142407
6,3.139216
7,3.136084
8,3.133002
9,3.129946
10,3.126632
11,3.122966
12,3.119682
13,3.116727
14,3.113568
15,3.110171
16,3.106938
17,3.103937
18,3.100630
19,3.097742
20,3.094913
21,3.091964
22,3.089218
23,3.086680
24,3.084116
25,3.081692
26,3.079305
27,3.076869
28,3.074732
29,3.072089
30,3.069866
31,3.067815
32,3.065444
33,3.063359
34,3.061202
35,3.059263
36,3.057209
37,3.055427
38,3.053979
39,3.051816
40,3.049956
41,3.048125
42,3.046271
43,3.044504
44,3.042680
45,3.041101
46,3.039681
47,3.037899
48,3.036315
49,3.034924
50,3.033242
51,3.031761
52,3.030317
53,3.028741
54,3.027166
55,3.025652
56,3.024350
57,3.022816
58,3.021566
59,3.020545
60,3.019067
61,3.017912
62,3.017024
63,3.015599
64,3.014282
65,3.013169
66,3.012037
67,3.010875
68,3.009710
69,3.008620
70,3.007444
71,3.006365
72,3.005514
73,3.004614
74,3.003191
75,3.001729
76,3.000746
77,2.999603
78,2.998443
79,2.997334
80,2.996395
81,2.995501
82,2.994462
83,2.993490
84,2.992751
85,2.991771
86,2.990655
87,2.989566
88,2.988574
89,2.987671
90,2.986706
91,2.985634
92,2.985105
93,2.984218
94,2.983191
95,2.982149
96,2.981354
97,2.980429
98,2.979766
99,2.979108
100,2.978510
101,2.977605
102,2.976437
103,2.975773
104,2.974956
105,2.974082
106,2.973527
107,2.972749
108,2.972473
109,2.971390
110,2.970743
111,2.969969
112,2.969353
113,2.968748
114,2.968137
115,2.967187
116,2.966827
117,2.966164
118,2.965268
119,2.964437
120,2.963856
121,2.962955
122,2.962314
123,2.961712
124,2.961206
125,2.960321
126,2.959725
127,2.959095
128,2.958119
129,2.957391
130,2.956925
131,2.956227
132,2.955873
133,2.955267
134,2.954227
135,2.953450
136,2.952597
137,2.951839
138,2.951287
139,2.951073
140,2.950490
141,2.949758
142,2.948894
143,2.948124
144,2.947763
145,2.947005
146,2.946401
147,2.945650
148,2.945066
149,2.944501
150,2.944086
151,2.943725
152,2.942538
153,2.942258
154,2.941762
155,2.941429
156,2.940498
157,2.939723
158,2.939160
159,2.938287
160,2.937721
161,2.937379
162,2.936697
163,2.936130
164,2.935682
165,2.935079
166,2.934756
167,2.934196
168,2.933257
169,2.932945
170,2.932733
171,2.931428
172,2.931374
173,2.931221
174,2.930481
175,2.929769
176,2.929187
177,2.928507
178,2.927800
179,2.927578
180,2.927118
181,2.926358
182,2.925757
183,2.925200
184,2.924793
185,2.924118
186,2.923618
187,2.923223
188,2.922843
189,2.922436
190,2.922009
191,2.921397
192,2.920571
193,2.919972
194,2.919488
195,2.919362
196,2.919270
197,2.918685
198,2.918158
199,2.917540
200,2.917297
201,2.916770
202,2.916367
203,2.916053
204,2.915439
205,2.915181
206,2.914447
207,2.913930
208,2.913498
209,2.912938
210,2.912695
211,2.912198
212,2.911764
213,2.911180
214,2.910603
215,2.910036
216,2.909757
217,2.909433
218,2.909175
219,2.908919
220,2.908363
221,2.908174
222,2.907670
223,2.907722
224,2.907474
225,2.906679
226,2.905924
227,2.905743
228,2.905764
229,2.905086
230,2.904230
231,2.904098
232,2.903827
233,2.903087
234,2.902618
235,2.902456
236,2.902137
237,2.901508
238,2.900977
239,2.900877
240,2.900606
241,2.900148
242,2.899348
243,2.899127
244,2.898996
245,2.898453
246,2.897876
247,2.897706
248,2.897400
249,2.897097
250,2.896838
251,2.896136
252,2.895756
253,2.895606
254,2.895402
255,2.895100
256,2.894923
257,2.894389
258,2.893709
259,2.893375
260,2.893249
261,2.892868
262,2.892318
263,2.892149
264,2.891682
265,2.891323
266,2.890944
267,2.890574
268,2.890236
269,2.890040
270,2.889781
271,2.889340
272,2.888902
273,2.888610
274,2.888459
275,2.888369
276,2.888222
277,2.887781
278,2.887377
279,2.887152
280,2.886645
281,2.886274
282,2.886059
283,2.885578
284,2.884983
285,2.884585
286,2.884354
287,2.883949
288,2.883723
289,2.883274
290,2.882842
291,2.882588
292,2.882284
293,2.882017
294,2.882025
295,2.881346
296,2.881319
297,2.881191
298,2.880472
299,2.880266
300,2.880269
301,2.880159
302,2.879436
303,2.879182
304,2.879032
305,2.878287
306,2.877872
307,2.877999
308,2.877684
309,2.877397
310,2.877338
311,2.876680
312,2.876553
313,2.876340
314,2.876042
315,2.875673
316,2.875317
317,2.874990
318,2.874850
319,2.874593
320,2.874479
321,2.873735
322,2.873554
323,2.873131
324,2.872683
325,2.872596
326,2.872521
327,2.872239
328,2.871867
329,2.871855
330,2.871379
331,2.870783
332,2.870437
333,2.870072
334,2.870124
335,2.870001
336,2.869369
337,2.868960
338,2.868988
339,2.868456
340,2.868150
341,2.868381
342,2.868302
343,2.867898
344,2.867656
345,2.867193
346,2.866797
347,2.866741
348,2.866846
349,2.866309
350,2.866004
351,2.865823
352,2.866028
353,2.866157
354,2.865715
355,2.865236
356,2.864858
357,2.864475
358,2.864171
359,2.864027
360,2.863549
361,2.863254
362,2.863005
363,2.862472
364,2.862163
365,2.861966
366,2.861744
367,2.861806
368,2.861037
369,2.860962
370,2.860906
371,2.860400
372,2.860369
373,2.860181
374,2.859740
375,2.859248
376,2.859021
377,2.858636
378,2.858913
379,2.858889
380,2.858534
381,2.858285
382,2.857893
383,2.857479
384,2.857301
385,2.857059
386,2.856853
387,2.856667
388,2.856370
389,2.856285
390,2.855944
391,2.855788
392,2.855427
393,2.854977
394,2.854937
