EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/08/07 04:41:31"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.195693
1,3.178757
2,3.173413
3,3.171875
4,3.169089
5,3.166114
6,3.163144
7,3.159625
8,3.155476
9,3.151496
10,3.146357
11,3.142998
12,3.139893
13,3.136175
14,3.132136
15,3.129303
16,3.125782
17,3.122426
18,3.119076
19,3.115505
20,3.112210
21,3.109371
22,3.106028
23,3.101895
24,3.099968
25,3.096110
26,3.093410
27,3.091944
28,3.090085
29,3.087770
30,3.085341
31,3.082012
32,3.079816
33,3.078451
34,3.076019
35,3.073061
36,3.072143
37,3.069784
38,3.067205
39,3.066534
40,3.064070
41,3.062553
42,3.060963
43,3.058436
44,3.055950
45,3.053746
46,3.052146
47,3.050363
48,3.048957
49,3.047132
50,3.044710
51,3.044281
52,3.043089
53,3.041342
54,3.039821
55,3.038398
56,3.036782
57,3.035673
58,3.034020
59,3.033173
60,3.031896
61,3.030466
62,3.028925
63,3.028227
64,3.026727
65,3.025514
66,3.024388
67,3.023207
68,3.022146
69,3.021116
70,3.019440
71,3.018465
72,3.017308
73,3.016113
74,3.015111
75,3.014135
76,3.012794
77,3.011454
78,3.010676
79,3.009214
80,3.008141
81,3.007351
82,3.005857
83,3.004991
84,3.003885
85,3.002276
86,3.001462
87,3.000668
88,2.999245
89,2.998316
90,2.997610
91,2.996360
92,2.995647
93,2.995393
94,2.994603
95,2.993219
96,2.992417
97,2.991788
98,2.990916
99,2.990059
100,2.988781
101,2.987952
102,2.987392
103,2.986218
104,2.985157
105,2.984360
106,2.983240
107,2.982316
108,2.981454
109,2.980564
110,2.980000
111,2.979610
112,2.978281
113,2.977368
114,2.976956
115,2.975703
116,2.974906
117,2.974691
118,2.973517
119,2.972956
120,2.972570
121,2.971839
122,2.970675
123,2.970031
124,2.969044
125,2.968469
126,2.967877
127,2.966863
128,2.966329
129,2.965710
130,2.964955
131,2.964124
132,2.963713
133,2.962893
134,2.961817
135,2.961154
136,2.960294
137,2.959692
138,2.959101
139,2.957961
140,2.957087
141,2.957014
142,2.956071
143,2.955509
144,2.954970
145,2.954398
146,2.953568
147,2.952838
148,2.951596
149,2.950997
150,2.950865
151,2.950013
152,2.949423
153,2.949035
154,2.948024
155,2.947443
156,2.947021
157,2.946041
158,2.945477
159,2.945016
160,2.944293
161,2.943832
162,2.943350
163,2.942604
164,2.942139
165,2.941590
166,2.940521
167,2.940131
168,2.939876
169,2.939074
170,2.938102
171,2.937909
172,2.937206
173,2.936784
174,2.936319
175,2.935690
176,2.935308
177,2.934984
178,2.934335
179,2.933420
180,2.933280
181,2.932806
182,2.932301
183,2.931946
184,2.931147
185,2.930735
186,2.930181
187,2.929255
188,2.928735
189,2.928455
190,2.927708
191,2.927067
192,2.926723
193,2.926387
194,2.926017
195,2.925915
196,2.925120
197,2.924368
198,2.924281
199,2.923813
200,2.923431
201,2.923060
202,2.922356
203,2.921854
204,2.921728
205,2.920985
206,2.920429
207,2.920257
208,2.919563
209,2.919309
210,2.919005
211,2.918270
212,2.917708
213,2.917330
214,2.916871
215,2.916485
216,2.915934
217,2.915219
218,2.915003
219,2.914844
220,2.914136
221,2.913659
222,2.913399
223,2.912755
224,2.912051
225,2.911514
226,2.910776
227,2.910546
228,2.910468
229,2.909708
230,2.909339
231,2.908783
232,2.908278
233,2.907761
234,2.907448
235,2.906896
236,2.906581
237,2.906210
238,2.905436
239,2.904885
240,2.904620
241,2.904109
242,2.903956
243,2.903616
244,2.902757
245,2.902741
246,2.902283
247,2.901756
248,2.901354
249,2.901201
250,2.900612
251,2.900226
252,2.899954
253,2.899444
254,2.898731
255,2.898864
256,2.898158
257,2.897887
258,2.897578
259,2.896977
260,2.896796
261,2.896600
262,2.895597
263,2.895375
264,2.895039
265,2.894711
266,2.894394
267,2.894431
268,2.893780
269,2.893358
270,2.893406
271,2.892819
272,2.892519
273,2.892420
274,2.891793
275,2.891241
276,2.891307
277,2.890851
278,2.890378
279,2.890163
280,2.889794
281,2.889219
282,2.889350
283,2.888687
284,2.888630
285,2.888379
286,2.887762
287,2.887406
288,2.887149
289,2.886694
290,2.886610
291,2.886439
292,2.885831
293,2.885746
294,2.885990
295,2.885569
296,2.885342
297,2.884866
298,2.883685
299,2.883501
300,2.883353
301,2.882846
302,2.882407
303,2.882325
304,2.881884
305,2.881755
306,2.881576
307,2.880828
308,2.880468
309,2.880502
310,2.879865
311,2.879698
312,2.879614
313,2.879205
314,2.879201
315,2.879255
316,2.878781
317,2.878567
318,2.878398
319,2.877911
320,2.877776
321,2.877494
322,2.877052
323,2.876901
324,2.876595
325,2.876330
326,2.875904
327,2.875730
328,2.875256
329,2.875172
330,2.874882
331,2.874314
332,2.874040
333,2.874118
334,2.873473
335,2.872846
336,2.873255
337,2.872948
338,2.872771
339,2.872359
340,2.872135
341,2.871465
342,2.871456
343,2.871072
344,2.870691
345,2.870889
346,2.870499
347,2.870205
348,2.869963
349,2.869639
350,2.869509
351,2.869549
352,2.868788
353,2.868481
354,2.868419
355,2.868016
356,2.867552
357,2.867494
358,2.867117
359,2.866645
360,2.866351
361,2.866071
362,2.865789
363,2.865891
364,2.865400
365,2.864840
366,2.865305
367,2.864501
368,2.864242
369,2.863998
370,2.863573
371,2.863680
372,2.863749
373,2.863024
374,2.862946
375,2.862932
376,2.862603
377,2.862300
378,2.862284
379,2.861858
380,2.861606
381,2.861266
382,2.860645
383,2.860517
384,2.860342
385,2.860143
386,2.859994
387,2.860063
388,2.859482
389,2.859147
390,2.859089
391,2.858885
392,2.858506
393,2.858421
394,2.857641
