EL34143A exported datalog
File type: CSV
File version: 1

"Per division: 5.000000"
"Offset: 0.000000"
"Trigger position: 0"
"Sample interval: 5.00000763"
"Number of sample: 51846/51846"
"Trigger sample: 0"
"Number of pre-trigger sample: 0"
"Date: 2025/07/28 03:25:07"

"V1: 2.000000, 0.000000"
"I1: 1.000000, 0.000000"
"P1: 5.000000, 0.000000"

Power Enabled:,None

Enable:,"Volt avg 1"
0,3.194799
1,3.187346
2,3.181522
3,3.176058
4,3.170789
5,3.165770
6,3.160328
7,3.155364
8,3.150493
9,3.145874
10,3.141304
11,3.136774
12,3.132779
13,3.129428
14,3.125484
15,3.121877
16,3.118118
17,3.114719
18,3.111042
19,3.107834
20,3.104446
21,3.101460
22,3.098219
23,3.094846
24,3.092153
25,3.089419
26,3.086975
27,3.084361
28,3.081993
29,3.079315
30,3.076792
31,3.074482
32,3.071558
33,3.069195
34,3.067033
35,3.065038
36,3.062718
37,3.060864
38,3.058428
39,3.056141
40,3.054387
41,3.052596
42,3.050845
43,3.049592
44,3.047354
45,3.045365
46,3.043857
47,3.041999
48,3.040230
49,3.039272
50,3.037285
51,3.035447
52,3.034035
53,3.032427
54,3.030366
55,3.029214
56,3.027878
57,3.026009
58,3.024757
59,3.022812
60,3.021611
61,3.020679
62,3.019231
63,3.017841
64,3.016763
65,3.014910
66,3.013570
67,3.012794
68,3.011828
69,3.010823
70,3.009603
71,3.008174
72,3.006990
73,3.005939
74,3.004692
75,3.003658
76,3.002590
77,3.001514
78,3.000273
79,2.999328
80,2.997976
81,2.996770
82,2.995966
83,2.994418
84,2.993374
85,2.992598
86,2.991534
87,2.990666
88,2.989893
89,2.988513
90,2.987765
91,2.987211
92,2.986602
93,2.985570
94,2.984826
95,2.983762
96,2.982899
97,2.981789
98,2.981021
99,2.980383
100,2.979755
101,2.978942
102,2.977890
103,2.976781
104,2.976119
105,2.975623
106,2.974778
107,2.974113
108,2.972942
109,2.972245
110,2.971103
111,2.970383
112,2.969603
113,2.968401
114,2.967836
115,2.967156
116,2.966723
117,2.966214
118,2.965265
119,2.964355
120,2.963531
121,2.962950
122,2.962180
123,2.961324
124,2.960683
125,2.959831
126,2.959414
127,2.958585
128,2.958190
129,2.957625
130,2.956581
131,2.955713
132,2.955081
133,2.954251
134,2.953497
135,2.952427
136,2.951934
137,2.951286
138,2.950631
139,2.949967
140,2.949213
141,2.948500
142,2.947811
143,2.946707
144,2.946113
145,2.945623
146,2.944849
147,2.944270
148,2.943660
149,2.943086
150,2.942613
151,2.941992
152,2.941004
153,2.940427
154,2.940269
155,2.939858
156,2.939160
157,2.938652
158,2.938149
159,2.937633
160,2.937006
161,2.936192
162,2.935685
163,2.935102
164,2.934048
165,2.933799
166,2.933348
167,2.932917
168,2.932280
169,2.931823
170,2.931219
171,2.930568
172,2.930130
173,2.929471
174,2.929260
175,2.928503
176,2.927535
177,2.926909
178,2.926706
179,2.926288
180,2.925589
181,2.925127
182,2.924517
183,2.924219
184,2.923638
185,2.922781
186,2.922357
187,2.922056
188,2.921408
189,2.920944
190,2.920785
191,2.920117
192,2.919434
193,2.919260
194,2.918610
195,2.918189
196,2.918066
197,2.917110
198,2.916526
199,2.916029
200,2.915568
201,2.915458
202,2.914847
203,2.914231
204,2.913593
205,2.913309
206,2.913041
207,2.912729
208,2.912151
209,2.911623
210,2.911473
211,2.910929
212,2.910576
213,2.910032
214,2.909570
215,2.908852
216,2.908705
217,2.908290
218,2.907721
219,2.907388
220,2.907070
221,2.906522
222,2.906371
223,2.906219
224,2.905497
225,2.905129
226,2.904820
227,2.903735
228,2.903215
229,2.903153
230,2.902284
231,2.901952
232,2.901660
233,2.901183
234,2.900777
235,2.900524
236,2.899501
237,2.899057
238,2.898901
239,2.898565
240,2.898195
241,2.897743
242,2.897159
243,2.897116
244,2.896342
245,2.896185
246,2.895790
247,2.895116
248,2.894768
249,2.894551
250,2.894221
251,2.893498
252,2.893106
253,2.893162
254,2.892668
255,2.892314
256,2.891921
257,2.891498
258,2.891021
259,2.890768
260,2.890304
261,2.889726
262,2.889371
263,2.888877
264,2.888466
265,2.888443
266,2.887827
267,2.887448
268,2.887987
269,2.887463
270,2.886707
271,2.886552
272,2.886178
273,2.885781
274,2.885579
275,2.885205
276,2.885026
277,2.884612
278,2.884412
279,2.884180
280,2.883898
281,2.883566
282,2.883062
283,2.882859
284,2.882713
285,2.882218
286,2.882082
287,2.881622
288,2.881530
289,2.881031
290,2.880665
291,2.880643
292,2.880026
293,2.879454
294,2.879215
295,2.879081
296,2.878731
297,2.878502
298,2.878390
299,2.877685
300,2.877183
301,2.877037
302,2.876961
303,2.876537
304,2.876041
305,2.875555
306,2.875408
307,2.875195
308,2.874776
309,2.874543
310,2.874154
311,2.873835
312,2.873282
313,2.873299
314,2.872805
315,2.872196
316,2.871984
317,2.871766
318,2.871237
319,2.870683
320,2.870712
321,2.870501
322,2.870527
323,2.870157
324,2.869856
325,2.869642
326,2.869299
327,2.868607
328,2.868583
329,2.868122
330,2.867759
331,2.867474
332,2.867309
333,2.866603
334,2.866596
335,2.866474
336,2.865908
337,2.865621
338,2.865401
339,2.865144
340,2.864470
341,2.864312
342,2.864503
343,2.864213
344,2.863728
345,2.863311
346,2.862985
347,2.862520
348,2.862411
349,2.862123
350,2.861789
351,2.861337
352,2.860961
353,2.860876
354,2.860806
355,2.860344
356,2.860123
357,2.859818
358,2.859506
359,2.859290
360,2.858805
361,2.858818
362,2.858432
363,2.858377
364,2.858633
365,2.857772
366,2.857378
367,2.857348
368,2.857050
369,2.856545
370,2.856792
371,2.856375
372,2.856221
373,2.855796
374,2.855749
375,2.855187
376,2.855019
377,2.854609
378,2.854423
379,2.854066
380,2.853554
381,2.853674
382,2.853059
383,2.852618
384,2.852674
385,2.852632
386,2.852508
387,2.852255
388,2.852026
389,2.851927
390,2.851568
391,2.851124
392,2.850713
393,2.850621
394,2.850813
